;aantal
Eijsden;1.5776249900750796
Eindhoven;28.149362315446947
Elburg;2.9722277173759455
Emmen;14.613385656168457
Enkhuizen;2.383999547827351
Enschede;20.775314603157945
Epe;4.438020721888252
Ermelo;3.532733397121975
Etten-Leur;5.426340940869006
Ferwerderadiel;1.207946934309811
Franekeradeel;2.810872060709561
Gaasterlân-Sleat;1.3867973660943185
Geertruidenberg;2.8065656545266386
Geldermalsen;3.5336754234744894
Geldrop-Mierlo;5.078598641598
Gemert-Bakel;3.7563973682475216
Gennep;2.253057884827858
Giessenlanden;1.9509365760571893
Gilze en Rijen;3.4001768318038867
Goedereede;1.565244072299177
Goes;4.937563839107282
Goirle;2.9803022289689256
Gorinchem;4.609200367659429
Gouda;9.606784742941196
Graafstroom;1.3094166299949266
Graft-De Rijp;0.8853701961702592
Grave;1.7317135863077817
s-Gravendeel;1.2036405281268883
s-Gravenhage;64.00759542390513
Groenlo;4.040081875547553
Groesbeek;2.533512587490698
Groningen;24.32164009479477
Grootegast;1.62862898830407
Gulpen-Wittem;2.0124374393570537
Haaksbergen;3.2760985036584267
Haaren;1.8615786477615437
Haarlem;19.784572030699294
Haarlemmerliede en Spaarnwoude;0.7386832355644555
Haarlemmermeer;18.185953310482468
Haelen;1.34306042829901
Halderberge;3.9675458464039495
Hardenberg;7.793114863964666
Harderwijk;5.569798096837618
Hardinxveld-Giessendam;2.392074059420331
Haren;2.5713282167844875
Harenkarspel;2.1200975939301205
Harlingen;2.105025172289891
Hattem;1.5747989110175367
Heel;1.1138788742515937
Heemskerk;5.036207455734855
Heemstede;3.4518537059989587
Heerde;2.466763291655396
Heerenveen;5.754031536350778
Heerhugowaard;6.653935853388402
Heerlen;12.313495604101314
Heeze-Leende;2.0388141772274553
Heiloo;2.9772069995249497
Helden;2.63619345991476
Den Helder;7.934149666455384
Hellendoorn;4.865162385156895
Hellevoetsluis;5.3835460294262125
Helmond;11.530671705161902
Hendrik-Ido-Ambacht;3.291440075685089
Hengelo;10.94082863329471
s-Hertogenbosch;18.129566304524822
Heumen;2.2644967762512467
Heusden;5.80059455320363
Heythuysen;1.6445088611035974
Hillegom;2.734164200576251
Hilvarenbeek;2.027913586576932
Hilversum;11.257484062932745
Hof van Twente;4.715649345493548
Hoogeveen;7.287246712664468
Hoogezand-Sappemeer;4.644593643475324
Hoorn;9.130388558955374
Horst aan de Maas;3.869036804969593
Houten;5.988461522933632
Huizen;5.6644044576687005
Hulst;3.753705864383195
Hunsel;0.8347699235209177
IJsselstein;4.572326764718153
Jacobswoude;1.4530083611567546
Kampen;6.633884149599169
Kapelle;1.5819313962580024
Katwijk;8.199935673057643
Kerkrade;6.637652255009225
Kessel;0.5726174471354998
Kollumerland en Nieuwkruisland;1.7650882342254324
Korendijk;1.4649855533530083
Krimpen aan den IJssel;3.873477786345732
Laarbeek;2.9298365315128003
Landerd;1.9841766487816237
Landgraaf;5.2738672469549
Landsmeer;1.386259065321453
Langedijk;3.4896693352927484
Laren;1.481000001345752
Leek;2.5483158587444943
Leerdam;2.8003751956386873
Leeuwarden;12.356290515544108
Leeuwarderadeel;1.4120975024189892
Leiden;15.8891584878593
Leiderdorp;3.4976092716925122
Leidschendam-Voorburg;9.83892695123937
Lelystad;9.614993829727391
Lemsterland;1.803980465064953
Leusden;3.8877427568266634
Liemeer;0.9113432084610116
Liesveld;1.3104932315406572
Lingewaal;1.4569110417600284
Lingewaard;5.883492872224892
Lisse;2.9441015019937318
Lith;0.9019229449358682
Littenseradiel;1.456776466566812
Lochem;4.422275424281941
Loenen;1.1164358029227042
Loon op Zand;3.0692564316849222
Lopik;1.8716717872527686
Loppersum;1.4703685610816617
Losser;3.026461520242128
Maarssen;5.324198369217809
Maasbracht;1.83345243237933
Maasbree;1.7291566576366713
Maasdonk;1.5184119050598928
Maasdriel;3.1712644281429028
Maassluis;4.300484874421159
Maastricht;16.1725738447729
Margraten;1.8199949130576967
De Marne;1.4956686974063325
Marum;1.3566525228138597
Medemblik;1.0895207642794373
Meerlo-Wanssum;1.0351523862200387
Meerssen;2.659474968341186
Meijel;0.7882069066680664
Menaldumadeel;1.8684419826155767
Menterwolde;1.6980697880036983
Meppel;4.109791825633614
Middelburg;6.321535126144058
Middelharnis;2.3794239912579958
Midden-Delfland;2.3463184937267774
Midden-Drenthe;4.478931580626017
Mill en Sint Hubert;1.4879979113930013
Millingen aan de Rijn;0.7869957299291193
Moerdijk;4.935679786402254
Montferland;4.735701049282782
Montfoort;1.8175725595798025
Mook en Middelaar;1.0787547488221307
Moordrecht;1.089386189086221
Muiden;0.8942521589225373
Naarden;2.301774104772171
Neder-Betuwe;3.0115236737951148
Nederlek;1.9769095883479417
Nederweert;2.2132236276358235
Neerijnen;1.5846229001223289
Niedorp;1.587045253600223
Nieuwegein;8.290504778092236
Nieuwerkerk aan den IJssel;2.9794947778096277
Nieuwkoop;1.496745298952063
Nieuw-Lekkerland;1.2726776022468675
Nijefurd;1.4625631998751143
Nijkerk;5.207387101506032
Nijmegen;21.46770397225598
Noord-Beveland;0.9689413911576025
Noordenveld;4.248942575419303
Noorder-Koggenland;1.4201720140119691
Noordoostpolder;6.1553347625218855
Noordwijk;3.3203737422266006
Noordwijkerhout;2.0409673803189166
Nuenen, Gerwen en Nederwetten;3.0781383944372003
Nunspeet;3.577412361269798
Nuth;2.142437076004032
Obdam;0.911074058074579
Oegstgeest;2.9459855546987606
Oirschot;2.397053341569335
Oisterwijk;3.486574105848773
Oldebroek;3.0790804207897144
Oldenzaal;4.211799822091595
Olst-Wijhe;2.321018357402107
Ommen;2.3285545682222217
Onderbanken;1.1258560664478474
Oosterhout;7.1127026870628836
Oostflakkee;1.3771079521827425
Ooststellingwerf;3.515776922776717
Oostzaan;1.2380917775902698
Opmeer;1.5163932771616477
Opsterland;3.978715587440905
Oss;10.283697964819353
Oud-Beijerland;3.2162125426771584
Oude IJsselstreek;5.411806820001642
Ouder-Amstel;1.768587189249057
Ouderkerk;1.0907319410183844
Oudewater;1.337811995763573
Overbetuwe;5.7513400324864525
Papendrecht;4.246251071554976
Pekela;1.8026347131327896
Pijnacker-Nootdorp;5.611112681155032
Purmerend;10.486368205803153
Putten;3.1185109524021
Raalte;5.014137124047377
Reeuwijk;1.7166411646675523
Reiderland;0.9412189013550377
Reimerswaal;2.8451887349797267
Renkum;4.252979831215793
Renswoude;0.5848637897181861
Reusel-De Mierden;1.6571589292659328
Rheden;5.9467432130365685
Rhenen;2.4713388482247516
Ridderkerk;6.023181922783446
Rijnwaarden;1.4892090881319484
Rijnwoude;2.538491869639702
Rijssen-Holten;4.900824811359223
Rijswijk;6.345489510536566
Roerdalen;1.3845095878096407
Roermond;6.11738455803488
Roggel en Neer;1.1320465253357987
De Ronde Venen;4.6230616125607105
Roosendaal;10.456896238488776
Rotterdam;79.22401252087599
Rozenburg;1.8070061425428876
Rozendaal;0.20213194021093317
Rucphen;3.0160992303644703
Schagen;2.52315029761304
Scheemda;1.8987214010892517
Schermer;0.6587455707939534
Scherpenzeel;1.2021602010015087
Schiedam;10.14548924138618
Schiermonnikoog;0.132691140511305
Schijndel;3.086482056416613
Schinnen;1.8085560216343082
Schoonhoven;1.6438359851375157
Schouwen-Duiveland;4.63409677840445
Sevenum;1.0151006824308049
Simpelveld;1.5229874616292483
Sint Anthonis;1.571299955993912
Sint-Michielsgestel;3.769854887569155
Sint-Oedenrode;2.29410331875884
Sittard-Geleen;13.006423273972217
Skarsterlân;3.6425467547865034
Sliedrecht;3.203024173741958
Slochteren;2.0102842362655924
Sluis;3.2778479811702392
Smallingerland;7.382660524654849
Sneek;4.444884056742285
Soest;6.0850865116629596
Someren;2.4382333506935336
Son en Breugel;2.0585967306302564
Spijkenisse;10.026659345776157
Stadskanaal;4.595204547564929
Staphorst;2.1240002745333944
Stede Broec;2.8799091348295405
Steenbergen;3.143138212760689
Steenwijkerland;5.803151481874741
Stein;3.5872363503745905
Strijen;1.237418901624188
Swalmen;1.190183008805255
Terneuzen;7.457349756889914
Terschelling;0.6364060887200419
Texel;1.844756748609502
Teylingen;4.667471426322101
Tholen;3.3498457095409777
Thorn;0.3476077240777899
Tiel;5.513007365300325
Tilburg;26.96617721668894
Tubbergen;2.77238355544969
Twenterand;4.4999253107677655
Tynaarlo;4.303310953478702
Tytsjerksteradiel;4.325515860359397
Ubbergen;1.2651413914267529
Uden;5.4100573424898295
Uitgeest;1.6034634271726156
Uithoorn;3.612536486699261
Urk;2.3494137231707533
Utrecht;37.80876595893573
Utrechtse Heuvelrug;6.588397734292047
Vaals;1.3549030453020474
Valkenburg aan de Geul;2.325459338778246
Valkenswaard;4.1616032750219025
Veendam;3.7930018208023646
Veenendaal;8.299117590458081
Veere;2.9533871903256586
Veghel;4.949271880917103
Veldhoven;5.883089146645243
Velsen;9.10777992649503
Venlo;12.387915685949947
Venray;5.254219268745316
Vianen;2.6503238552024753
Vlaardingen;9.763833993424656
Vlagtwedde;2.2358322600961675
Vlieland;0.15166624275480806
Vlissingen;6.065707683839808
Vlist;1.3213938221911803
Voerendaal;1.7439599288904681
Voorschoten;3.0800224471422286
Voorst;3.1654776948346006
Vught;3.39600500081418
Waalre;2.218741210557693
Waalwijk;6.158429991965861
Waddinxveen;3.507298685604088
Wageningen;4.752522948434824
Wassenaar;3.448085600588901
Waterland;2.3237098612664333
Weert;6.536990010483408
Weesp;2.3595068626619784
Werkendam;3.5690686992903853
Wervershoof;1.1518290787385999
West Maas en Waal;2.4729537505433474
Wester-Koggenland;1.9094874165465585
Westerveld;2.591379920573721
Westervoort;2.116867789292929
Westland;13.232509598575657
Weststellingwerf;3.432609453369023
Westvoorne;1.9141975483091302
Wierden;3.167900048312495
Wieringen;1.1698621546295886
Wieringermeer;1.6895915508310693
Wijchen;5.3169313087841275
Wijdemeren;3.1537696530247796
Wijk bij Duurstede;3.1576723336280534
Winschoten;2.4897756496953893
Winsum;1.8868787840862145
Winterswijk;3.9211174047443142
Woensdrecht;2.84505415978651
Woerden;6.447766657380979
Wognum;1.1024399828282054
De Wolden;3.201140121036929
Wormerland;2.125749752045207
Woudenberg;1.5087224911483168
Woudrichem;1.9365370303830416
Wûnseradiel;1.6002336225354237
Wymbritseradiel;2.1818676076164176
Zaanstad;18.876862352455124
Zaltbommel;3.524658885528995
Zandvoort;2.2408115422451718
Zederik;1.8166305332272883
Zeevang;0.8443247622392774
Zeewolde;2.6135848274544164
Zeist;8.124169839276847
Zevenaar;4.263342121093451
Zevenhuizen-Moerkapelle;1.3894888699586452
Zijpe;1.5554200831943845
Zoetermeer;15.742471527253496
Zoeterwoude;1.1440237175320525
Zuidhorn;2.4841234915803034
Zundert;2.7987602933200915
Zutphen;6.2768561619962355
Zwartewaterland;2.94342862602765
Zwijndrecht;6.000438715129886
Zwolle;15.217493698516579
