;aantal
Gemert-Bakel;3.76995510695747
Gendringen;2.8595862008956856
Gennep;2.290469677482509
Giessenlanden;1.9383407248690052
Gilze en Rijen;3.3631713902703644
Goedereede;1.5448808063888972
Goes;4.900846469057518
Goirle;3.061346573744504
Gorinchem;4.666592343438573
Gorssel;1.8184265410060283
Gouda;9.746494345543189
Graafstroom;1.3095390237734628
Graft-De Rijp;0.8682221974478128
Grave;1.7337252524044018
s-Gravendeel;1.1926158966508322
s-Gravenhage;62.23111079689909
s-Gravenzande;2.639879487604789
Groenlo;1.2800363277436828
Groesbeek;2.589983222890829
Groningen;23.869856402085038
Grootegast;1.6669703042448534
Gulpen-Wittem;2.098498217602097
Haaksbergen;3.2892107145090725
Haaren;1.9220258699216615
Haarlem;20.098677681006517
Haarlemmerliede en Spaarnwoude;0.7541541699409674
Haarlemmermeer;16.11812498810375
Haelen;1.3738467436909096
Halderberge;4.027729815125502
Hardenberg;7.815223391151366
Harderwijk;5.492531875147853
Hardinxveld-Giessendam;2.4120153468402203
Haren;2.5347846303189825
Harenkarspel;2.087621647637201
Harlingen;2.1118220158090946
Hattem;1.5897466574940926
Heel;1.133474547466711
Heemskerk;4.932660436204839
Heemstede;3.5210176118859158
Heerde;2.4468203707278873
Heerenveen;5.680832492665113
Heerhugowaard;6.31806353548345
Heerjansdam;0.4884939485483858
Heerlen;12.91647066181209
Heeze-Leende;2.0846305908968548
Heiloo;2.9877937693568954
Helden;2.6525235001889804
Den Helder;8.168711915010482
Hellendoorn;4.895952012573315
Hellevoetsluis;5.304639129004277
Helmond;11.264455641268968
Hendrik-Ido-Ambacht;2.9223983924429593
Hengelo;1.1606659723789505
Hengelo;11.00029094824656
s-Hertogenbosch;17.90514543333614
Heumen;2.256208482093087
Heusden;5.8649184393209755
Heythuysen;1.6423620646992765
Hillegom;2.83402626147818
Hilvarenbeek;2.019099256858357
Hilversum;11.29749322253734
Hof van Twente;4.764073601748953
Hontenisse;1.0895603962334437
Hoogeveen;7.231015626911897
Hoogezand-Sappemeer;4.564896414266797
Hoorn;9.035438584088121
Horst aan de Maas;3.871515079004685
Houten;5.180782188529025
Huizen;5.7414693702194075
Hulst;2.696845522795931
Hummelo en Keppel;0.6139823745183719
Hunsel;0.8398071584145224
IJsselstein;4.405146792907389
Jacobswoude;1.4469916767048343
Kampen;6.579509086014634
Kapelle;1.5737037167958712
Katwijk;5.615980944249421
Kerkrade;6.890307072761534
Kessel;0.570204180409666
Kesteren;3.017024551137553
Kollumerland en Nieuwkruisland;1.8033353001797352
Korendijk;1.4699684307556768
Krimpen aan den IJssel;3.9351430132993257
Laarbeek;2.9289243344218967
Landerd;1.9735536201303556
Landgraaf;5.485190190421549
Landsmeer;1.3998145544820986
Langedijk;3.361403947651069
Laren;1.6127234115449351
Leek;2.6306344031346276
Leerdam;2.858634501023757
Leersum;1.0093456927423368
Leeuwarden;12.306295086781432
Leeuwarderadeel;1.4479433765767626
Leiden;15.930096284835614
Leiderdorp;3.6312788399050473
Leidschendam-Voorburg;10.072383573116381
Lelystad;9.035710498337243
Lemsterland;1.7615964629394474
Leusden;3.9479229830080786
Lichtenvoorde;2.628323132017087
Liemeer;0.9156712339196711
De Lier;1.5414818782748672
Liesveld;1.3183762368699408
Lingewaal;1.4484872050750075
Lisse;2.9979905536989855
Lith;0.9186622906600175
Littenseradiel;1.4711920448767277
Lochem;2.639335659106544
Loenen;1.143127503310556
Loon op Zand;3.134899378132112
Lopik;1.8450741374200232
Loppersum;1.5021902692766809
Losser;3.086634598912887
Maarn;0.7885513224549506
Maarssen;5.4565032371391355
Maasbracht;1.8622047351147342
Maasbree;1.7451456508675425
Maasdonk;1.5519505768660795
Maasdriel;3.205325168654813
Maasland;0.9306265176214029
Maassluis;4.469726427073958
Maastricht;16.587448982089008
Margraten;1.8596215497480715
De Marne;1.520816395341565
Marum;1.3786052430505515
Medemblik;1.0429271025089528
Meerlo-Wanssum;1.0434709310071975
Meerssen;2.749460930001115
Meijel;0.7916783363198582
Menaldumadeel;1.9346698825058528
Menterwolde;1.7178182688307415
Meppel;4.108760261363976
Middelburg;6.200732536987136
Middelharnis;2.3417255134420807
Midden-Drenthe;4.4445743590301365
Mierlo;1.3958717978698238
Mill en Sint Hubert;1.5095319540029857
Millingen aan de Rijn;0.8063617057724676
Moerdijk;4.95332591913814
Monster;2.751636243994094
Montfoort;1.807957842414816
Mook en Middelaar;1.0804512688878436
Moordrecht;1.1036999371878085
Muiden;0.9144476197986203
Naaldwijk;3.9329676993063467
Naarden;2.3058328325579245
Nederlek;2.0271207272074676
Nederweert;2.193804161919497
Neede;1.4983834697889673
Neerijnen;1.5507269627450286
Niedorp;1.5636428895783425
Nieuwegein;8.448375720232868
Nieuwerkerk aan den IJssel;3.0088671236638813
Nieuwkoop;1.496208155795988
Nieuw-Lekkerland;1.277589099501581
Nijefurd;1.485195628706531
Nijkerk;5.074871588495852
Nijmegen;21.02114677115425
Noord-Beveland;0.9587696424055709
Noordenveld;4.291486636774227
Noorder-Koggenland;1.4298610790101234
Noordoostpolder;6.016374676082151
Noordwijk;3.3374754937282978
Noordwijkerhout;2.073754020931959
Nuenen, Gerwen en Nederwetten;3.2147062102495356
Nunspeet;3.577983647077058
Nuth;2.258111881836944
Obdam;0.8841291810214731
Oegstgeest;2.889360811174588
Oirschot;2.4211244741858207
Oisterwijk;3.4433860937614713
Oldebroek;3.0835075850479794
Oldenzaal;4.239143143818166
Olst;2.3084160179245874
Ommen;2.2963158338386407
Onderbanken;1.1504691880368607
Oostburg;2.472788181519076
Oosterhout;7.201376973757555
Oostflakkee;1.3826839567873874
Ooststellingwerf;3.633590111022588
Oostzaan;1.2320434627735797
Opmeer;1.51796129572578
Opsterland;3.919371986850227
Oss;9.16119892430723
Oud-Beijerland;3.0722231437093996
Ouder-Amstel;1.7713853759078537
Ouderkerk;1.1080505651737669
Oudewater;1.318648151119063
Overbetuwe;5.476896805823316
Papendrecht;4.116237903214842
Pekela;1.8488809369077368
Pijnacker-Nootdorp;4.77522208596297
Purmerend;9.989585684258612
Putten;3.1489029619619155
Raalte;4.980381386925819
Ravenstein;1.1510130165351056
Reeuwijk;1.7535749925903368
Reiderland;0.9550988000424186
Reimerswaal;2.8321228617343235
Renkum;4.384617267098648
Renswoude;0.5625905814342389
Reusel-De Mierden;1.6898111011711345
Rheden;6.095093851203084
Rhenen;2.383192436433246
Ridderkerk;6.280675326229121
Rijnsburg;2.024537541840805
Rijnwaarden;1.5231276664591054
Rijnwoude;2.6031710639732655
Rijssen;4.8451040479874266
Rijswijk;6.635115549960164
Roerdalen;1.4291812933873174
Roermond;6.163208370608245
Roggel en Neer;1.1515568450333502
De Ronde Venen;4.679100398898203
Roosendaal;10.555711150931442
Rotterdam;81.39209218980702
Rozenburg;1.8070061425428876
Rozendaal;0.20787844345407233
Rucphen;3.0727669722076447
Ruurlo;1.1333385903421498
Sas van Gent;1.167871699980694
Sassenheim;2.0075429012706554
Schagen;2.340365942196469
Scheemda;1.9508487803286356
Schermer;0.6649662962288213
Scherpenzeel;1.2335389911437529
Schiedam;10.411052770398326
Schiermonnikoog;0.13935605267522833
Schijndel;3.186970956839051
Schinnen;1.8598934639971938
Schipluiden;1.5186410813485858
Schoonhoven;1.6463048213115512
Schouwen-Duiveland;4.690928668735028
Sevenum;0.9851453245704435
Simpelveld;1.552358448239763
Sint Anthonis;1.5972242993449586
Sint-Michielsgestel;3.803400559599525
Sint-Oedenrode;2.326634272615788
Sittard-Geleen;13.317408222143065
Skarsterlân;3.7033361159224825
Sliedrecht;3.2367312644284496
Slochteren;2.042891753656567
Sluis-Aardenburg;0.8928304369933897
Smallingerland;7.272754464152185
Sneek;4.419150376737192
Soest;6.077963253508374
Someren;2.512487661890946
Son en Breugel;2.012845229128542
Spijkenisse;10.216770039400375
Stadskanaal;4.572510013242224
Staphorst;2.0989060889757805
Stede Broec;2.8725021277289993
Steenbergen;3.18003714348643
Steenderen;0.6848160364147562
Steenwijk;5.692524805377376
Stein;3.605582943362981
Strijen;1.2663046581630018
Susteren;1.772201118655221
Swalmen;1.1729021135894584
Terneuzen;4.70030971032975
Terschelling;0.648379527032355
Texel;1.8664194059761314
Tholen;3.247199963019662
Thorn;0.3513132098661366
Tiel;5.4661561929829805
Tilburg;26.83222618914899
Tubbergen;2.7410315882783203
Tynaarlo;4.332273774142586
Tytsjerksteradiel;4.270821153840925
Ubbergen;1.259098930561258
Uden;5.440188382191792
Uitgeest;1.5999434418361824
Uithoorn;3.5923951022805447
Urk;2.2417970268896
Utrecht;35.433825588762325
Vaals;1.459091860790781
Valkenburg;0.5116066597237895
Valkenburg aan de Geul;2.4246593594244117
Valkenswaard;4.236831872700625
Veendam;3.848130453580159
Veenendaal;8.248382790003344
Veere;2.9890173834779463
Veghel;4.9526461335153344
Veldhoven;5.807816447005273
Velsen;9.164461895296698
Venhuizen;1.069030870424703
Venlo;12.426481184893532
Venray;5.252023721799094
Vianen;2.64341437284338
Vlaardingen;10.051990004432202
Vlagtwedde;2.2511780684843226
Vlieland;0.16083727835589767
Vlissingen;6.1746287690713855
Vlist;1.329524721083959
Voerendaal;1.7896036305990541
Voorhout;1.9462262380935549
Voorschoten;3.066920815851513
Voorst;3.2270783085846046
Vorden;1.1603940581298282
Vriezenveen;4.536481375233507
Vught;3.4818619600122904
Waalre;2.2015537180194853
Waalwijk;6.17965918268015
Waddinxveen;3.6550713367032572
Wageningen;4.620774792461449
Warmond;0.6876711360305414
Warnsveld;1.2400649331226905
Wassenaar;3.5078297708034794
Wateringen;2.173818464609001
Waterland;2.3346557429648986
Weert;6.591065441602336
Weesp;2.4415180428700003
Wehl;0.9137678341758143
Werkendam;3.5673789913612843
Wervershoof;1.151284930784228
West Maas en Waal;2.4799939091208194
Wester-Koggenland;1.8560866645094802
Westerveld;2.6046665923434387
Westervoort;2.204136903386148
Weststellingwerf;3.4537188352281225
Westvoorne;1.929911383146211
Wierden;3.185339471344317
Wieringen;1.1414960178158216
Wieringermeer;1.7164586975851295
Wijchen;5.279215146711333
Wijdemeren;3.1720156731373192
Wijk bij Duurstede;3.155428903940853
Winschoten;2.5496039568961533
Winsum;1.9101976000848373
Winterswijk;3.9087673311344533
Wisch;2.664623684274927
Woensdrecht;2.9296041200447025
Woerden;6.464625315760422
Wognum;1.0929593243474738
De Wolden;3.245976348898611
Wormerland;2.1028488455880554
Woudenberg;1.498111555539845
Woudrichem;1.9558791939373998
Wûnseradiel;1.627678695246667
Wymbritseradiel;2.1989705326528224
Zaanstad;18.71708138121562
Zaltbommel;3.502119571571909
Zandvoort;2.2853033067491837
Zederik;1.8454820087937067
Zeevang;0.8606085984723857
Zeewolde;2.6170386906785077
Zeist;8.114193108061441
Zelhem;1.5185051242240246
Zevenaar;3.5559585928981434
Zevenhuizen-Moerkapelle;1.3674567588365334
Zijpe;1.5384908215345208
Zoetermeer;15.023262264012422
Zoeterwoude;1.1772527415754168
Zuidhorn;2.469933081903291
Zundert;2.765503870699336
Zutphen;4.918792809499596
Zwartewaterland;3.0152571085182576
Zwijndrecht;5.63854982692658
Zwolle;14.819326577170623
