;aantal
Geldermalsen;3.1465878924950323
Geldrop-Mierlo;4.62490546744352
Gemert-Bakel;3.5533589680772875
Gennep;2.0272277432785724
Giessenlanden;1.7274456267671225
Gilze en Rijen;3.1031532155271275
Goeree-Overflakkee;5.758112639017595
Goes;4.411400951775673
Goirle;2.75958137019245
Gooise Meren;6.738292460947254
Gorinchem;4.231626362363556
Gouda;8.491893574389874
Grave;1.4639971501171078
s-Gravenhage;62.12010930863119
Groningen;23.98209591844222
Grootegast;1.4398536239551118
Gulpen-Wittem;1.696792816590863
Haaksbergen;2.8726062108037547
Haaren;1.6464938037533714
Haarlem;18.844850623766934
Haarlemmerliede en Spaarnwoude;0.6704562534691525
Haarlemmermeer;17.279545344264196
Halderberge;3.5006929428709728
Hardenberg;7.126009086960484
Harderwijk;5.485787865984493
Hardinxveld-Giessendam;2.115162252780352
Haren;2.316121602893436
Harlingen;1.8770408084767447
Hattem;1.4249414460315262
Heemskerk;4.635912074958547
Heemstede;3.187892258330996
Heerde;2.1967058288863086
Heerenveen;5.941556097601388
Heerhugowaard;6.5033664833415585
Heerlen;10.318872071266009
Heeze-Leende;1.8597616181843357
Heiloo;2.705140085709518
Den Helder;6.630001645073596
Hellendoorn;4.233638322877056
Hellevoetsluis;4.5827726472784684
Helmond;10.722802732005675
Hendrik-Ido-Ambacht;3.5186822368740285
Hengelo;9.562966671282341
s-Hertogenbosch;18.03793610723513
Heumen;1.949826438818056
Heusden;5.150145512085373
Hillegom;2.5227617826916955
Hilvarenbeek;1.8087525016361972
Hilversum;10.519949771997533
Hof van Twente;4.143573502243336
Hollands Kroon;5.633489437799057
Hoogeveen;6.546091056598816
Hoogezand-Sappemeer;4.051378370477675
Hoorn;8.579591382654769
Horst aan de Maas;4.987176710491901
Houten;5.834685489149023
Huizen;4.897585292331945
Hulst;3.242215192195487
IJsselstein;4.048537955635087
Kaag en Braassem;3.1213792107670657
Kampen;6.214709324963577
Kapelle;1.4938215059642794
Katwijk;7.6374021092447215
Kerkrade;5.436672359331413
Koggenland;2.66549262853173
Kollumerland en Nieuwkruisland;1.5234091605745685
Korendijk;1.297004427496636
Krimpen aan den IJssel;3.4467250608618056
Krimpenerwaard;6.533427540425612
Laarbeek;2.5968492698358596
Landerd;1.814551681939814
Landgraaf;4.433177465568846
Landsmeer;1.3344032229240415
Langedijk;3.267423873923453
Lansingerland;7.113463921405721
Laren;1.312271657275545
Leek;2.3247611980396403
Leerdam;2.47411967851238
Leeuwarden;12.86080665414517
Leeuwarderadeel;1.1962880512032115
Leiden;14.635355827051875
Leiderdorp;3.2106155770716978
Leidschendam-Voorburg;8.829429538184051
Lelystad;9.10554153100727
Leudal;4.246183488431819
Leusden;3.5122913034782064
Lingewaal;1.320556200566426
Lingewaard;5.465668260849497
Lisse;2.688570999127756
Littenseradiel;1.2717957457686695
Lochem;3.9700714956086003
Loon op Zand;2.733070831661631
Lopik;1.6815255868119539
Loppersum;1.1733280312256271
Losser;2.660758603794084
Maasdriel;2.870002497198049
Maasgouw;2.8136676028200585
Maassluis;3.8404775684155337
Maastricht;14.527893465507304
De Marne;1.1939210388343884
Marum;1.2294262243667353
Medemblik;5.21429154728048
Meerssen;2.2571829949097397
Meierijstad;9.452545544276742
Menameradiel;1.5922892205073218
Menterwolde;1.4393802214813474
Meppel;3.9085291740191987
Middelburg;5.683078346925901
Midden-Delfland;2.252685671408976
Midden-Drenthe;3.9527923053161915
Mill en Sint Hubert;1.27901513349358
Moerdijk;4.372345247690092
Molenwaard;3.4572582659030684
Montferland;4.179670440867889
Montfoort;1.6410496753050783
Mook en Middelaar;0.9201760583799931
Neder-Betuwe;2.7579244615342735
Nederweert;1.9958648293916659
Neerijnen;1.4609200340376378
Nieuwegein;7.32211606171748
Nieuwkoop;3.303639163166447
Nijkerk;4.94409708537932
Nijmegen;20.540459934173384
Nissewaard;10.10726116549322
Noord-Beveland;0.8736642653326184
Noordenveld;3.9033217468077877
Noordoostpolder;5.5085111847251955
Noordwijk;3.0613754472173995
Noordwijkerhout;1.9312453917227943
Nuenen, Gerwen en Nederwetten;2.7062052412754882
Nunspeet;3.182684831119585
Nuth;1.8113562152419027
Oegstgeest;2.7940214001588264
Oirschot;2.189368090542957
Oisterwijk;3.069541639889839
Oldambt;4.510105367555598
Oldebroek;2.7523619824675394
Oldenzaal;3.78792989382766
Olst-Wijhe;2.1252220553478502
Ommen;2.0748046918919174
Onderbanken;0.9308276140396972
Oost Gelre;3.5072022268852363
Oosterhout;6.4624171693609185
Ooststellingwerf;3.0226747949871413
Oostzaan;1.142320169194044
Opmeer;1.351564062598009
Opsterland;3.5171436788342936
Oss;10.696055492237974
Oud-Beijerland;2.8421901018643774
Oude IJsselstreek;4.682897270479687
Ouder-Amstel;1.5881469488618811
Oudewater;1.2056377500600628
Overbetuwe;5.609109210400179
Papendrecht;3.821778170701831
Peel en Maas;5.130144257568817
Pekela;1.4813946910279578
Pijnacker-Nootdorp;6.231870164637545
Purmerend;9.45952823076477
Putten;2.891068907280575
Raalte;4.367966274807769
Reimerswaal;2.645846425870498
Renkum;3.7151442634863487
Renswoude;0.6037065046683401
Reusel-De Mierden;1.5276697828384502
Rheden;5.165412741864283
Rhenen;2.319317069591347
Ridderkerk;5.374064882176041
Rijnwaarden;1.284340911323432
Rijssen-Holten;4.495311540250453
Rijswijk;6.039077007196901
Roerdalen;2.449857801731943
Roermond;6.792141992337981
De Ronde Venen;5.061027496399182
Roosendaal;9.132288770774972
Rotterdam;75.11240349986448
Rozendaal;0.17728922642485268
Rucphen;2.6445445690676457
Saba;0.1
Schagen;5.46697011765235
Scherpenzeel;1.1484744013529842
Schiedam;9.212175438222753
Schiermonnikoog;0.11136793195312841
Schinnen;1.5331139112867433
Schouwen-Duiveland;3.9961086316656544
Simpelveld;1.251084387541467
Sint Anthonis;1.3721570702067702
Sint Eustatius;0.5
Sint-Michielsgestel;3.382934077522022
Sittard-Geleen;11.044361362310298
Sliedrecht;2.9601856684502104
Slochteren;1.7441330639673258
Sluis;2.7999389310808844
Smallingerland;6.591537694080221
Soest;5.42921627036962
Someren;2.252922372645858
Son en Breugel;1.9676973822026707
Stadskanaal;3.8170441459641844
Staphorst;1.9753901724013458
Stede Broec;2.5506925286438085
Steenbergen;2.8368643240345253
Steenwijkerland;5.142097670031375
Stein;2.965748147516945
Stichtse Vecht;7.627697358532547
Strijen;1.0397101830055613
Súdwest-Fryslân;9.960151346770862
Terneuzen;6.46052355946586
Terschelling;0.5750656550055803
Texel;1.603059126785467
Teylingen;4.2716288713966675
Tholen;3.021136236947406
Tiel;4.910130457886708
Tilburg;25.30383562519306
Tubbergen;2.503470631885787
Twenterand;4.005576681140947
Tynaarlo;3.9387085817216936
Tytsjerksteradiel;3.7828408172346903
Uden;4.897821993568828
Uitgeest;1.5935910773101745
Uithoorn;3.4559564091002155
Urk;2.393049504880188
Utrecht;40.598759448817496
Utrechtse Heuvelrug;5.803322575262117
Vaals;1.1491845050636311
Valkenburg aan de Geul;1.9456841671726155
Valkenswaard;3.6115874723503367
Veendam;3.2578374738297193
Veenendaal;7.607222701542226
Veere;2.591878543861331
Veldhoven;5.29311305916229
Velsen;8.002750468372572
Venlo;11.960395149044851
Venray;5.15594469238899
Vianen;2.3331640919489622
Vlaardingen;8.521126177144838
Vlagtwedde;1.88272163816192
Vlieland;0.128410421008655
Vlissingen;5.254057355076709
Voerendaal;1.4748854070136943
Voorschoten;2.9960459058378808
Voorst;2.86396661565755
Vught;3.098774242644805
Waalre;1.9998887504186653
Waalwijk;5.611002820295237
Waddinxveen;3.1405520109545333
Wageningen;4.551528084010003
Wassenaar;3.083625363484337
Waterland;2.0462821928475985
Weert;5.8671135586019005
Weesp;2.2191924463901285
Werkendam;3.177004001434409
West Maas en Waal;2.2273586390625684
Westerveld;2.2586032023310336
Westervoort;1.7741941210513794
Westland;12.50161252717626
Weststellingwerf;3.0307226370411398
Westvoorne;1.6873247671155704
Wierden;2.86704373173702
Wijchen;4.83769987940072
Wijdemeren;2.7749669505898003
Wijk bij Duurstede;2.781476234604064
Winsum;1.6090950083259659
Winterswijk;3.4217530803707215
Woensdrecht;2.584422454899538
Woerden;6.096595407759303
De Wolden;2.8101170842668237
Wormerland;1.8723067837390983
Woudenberg;1.5031712048211308
Woudrichem;1.7206996415159768
Zaanstad;18.188004691418513
Zaltbommel;3.281625948136392
Zandvoort;2.0000071010371063
Zederik;1.6382092604624905
Zeewolde;2.657799838333055
Zeist;7.435969356657873
Zevenaar;3.8320746745062113
Zoetermeer;14.765778208574028
Zoeterwoude;0.9902396244971577
Zuidhorn;2.2319743131817735
Zuidplas;4.907763445517884
Zundert;2.5631193435801296
Zutphen;5.602718277004357
Zwartewaterland;2.640283946803764
Zwijndrecht;5.256779419300855
Zwolle;14.858683444050337
