RegioNaam;VVD;Partij van de Arbeid;PVV;SP;CDA;Democraten 66;ChristenUnie;GROENLINKS;Staatkundig Gereformeerde Partij;Partij voor de Dieren;50PLUS;Piratenpartij;Partij voor Mens en Spirit;SOPN;Partij van de Toekomst;Democratisch Politiek Keerpunt DPK;Libertarische Partij;Nederland Lokaal;Liberaal Democratische Partij;Anti Europa Partij;Politieke Partij NXD
Alphen aan den Rijn;0.32775815250042056;0.2189940643548891;0.09256722658784515;0.07293393891332035;0.07764400547905703;0.0866556124288083;0.03984331819383366;0.020666618604762935;0.014586787782664071;0.019705380530122798;0.018648018648018648;0.0038209213466945426;0.0017061975824862422;0.0015860428231562252;0.0010813928339701536;0.0007689904597121092;0.000408526181722058;0.00016821666306202388;0.00024030951866003413;0.00021627856679403071;0.0
Alphen-Chaam;0.38543273350471297;0.1581833761782348;0.0832904884318766;0.09374464438731792;0.15047129391602398;0.06563838903170523;0.002570694087403599;0.014053127677806341;0.0006855184233076263;0.014224507283633248;0.022450728363324766;0.0013710368466152527;0.003084832904884319;0.001199657240788346;0.0013710368466152527;0.0010282776349614395;0.00034275921165381317;0.00034275921165381317;0.0;0.0005141388174807198;0.0
Ameland;0.29728867623604466;0.256140350877193;0.06124401913875598;0.07559808612440191;0.1543859649122807;0.0685805422647528;0.02073365231259968;0.022647527910685805;0.004465709728867623;0.014992025518341308;0.014354066985645933;0.003189792663476874;0.0035087719298245615;0.0012759170653907496;0.0003189792663476874;0.0003189792663476874;0.0;0.0006379585326953748;0.0;0.0003189792663476874;0.0
Amersfoort;0.26669430297287694;0.2555134430889494;0.07312566623238186;0.08126258438943504;0.06491768328793084;0.10459552291839394;0.060736704962690985;0.03651545659125903;0.010825535946938292;0.020170555489754827;0.01563425322752576;0.003517706976193296;0.0023214497216629162;0.0016108018476844723;0.0006514272178135734;0.0006277389553476252;0.0006632713490465474;0.0002131943621935331;0.00018950609972758498;0.0002131943621935331;0.0
Amstelveen;0.3513613350426979;0.2342191608178875;0.06983768279698399;0.06451402620542795;0.056213467764716106;0.12633363029921124;0.013971882401512353;0.025814302166402295;0.0033028400078225157;0.023771756372091002;0.021555376893157473;0.0037156950088003305;0.0019773581625779535;0.0008691684231111884;0.0008257100019556289;0.0004780426327111536;0.000673605527911171;0.00010864605288889855;0.0002607505269333565;0.0001955628952000174;0.0
Amsterdam;0.19438650212188782;0.3591796052158366;0.06087197772274684;0.09221991594652637;0.021879078083416395;0.1515762595176687;0.008030292132060543;0.05414924115537562;0.0013846217079912452;0.03119380593717568;0.013463455234846227;0.005302150659172412;0.0018007788818216381;0.0013846217079912452;0.0011148902064345091;0.00047010347414174007;0.0007167151327078987;0.00017468325815102908;0.0003467976448586607;0.000195234229698209;0.00015927002949064418
Apeldoorn;0.2621356057477011;0.26414643159931306;0.08156344427295059;0.08481337362231256;0.08488945892480598;0.08050911936697028;0.04195560966065955;0.021401708658507424;0.032031912349731524;0.01927132018869155;0.018216995282711246;0.002717332231908002;0.0022390817590921936;0.001413012760592161;0.0009021543009934567;0.0005543357753092324;0.0004456424860329123;0.0001413012760592161;0.00023912523640790418;0.0004130344992500163;0.0
Appingedam;0.14775607574176233;0.3980915461458178;0.09169524377516028;0.12971522290144624;0.094379007007604;0.04130013418816162;0.04189652601759356;0.012524228418070672;0.0026837632324437154;0.014760697778440435;0.016400775309378262;0.002981959147159684;0.000745489786789921;0.0026837632324437154;0.0001490979573579842;0.0005963918294319368;0.0;0.0005963918294319368;0.0001490979573579842;0.0008945877441479052;0.0
Arnhem;0.19767065674538983;0.31821914740064206;0.08784809496553268;0.12868626035885822;0.04608914217455143;0.10589055073040839;0.018453077171938382;0.04020356867331956;0.002799691411791056;0.027461861981434934;0.01584003185426673;0.004093770997685589;0.0028121344847323493;0.0013936241694248812;0.0008959012517731379;0.0005848244282407984;0.00048527984471044967;0.0001368738023542294;0.0002737476047084588;0.00016175994823681658;0.0
Assen;0.1923365501539417;0.35541124421101655;0.06380171276292981;0.10152389330159634;0.07308995886264262;0.06763085043077799;0.0796874595741378;0.02256086517813252;0.007839383198364854;0.01614447232930584;0.01122868748544669;0.002406147318310005;0.0017334609712555949;0.0021215492484023698;0.0008279216579131199;0.000646813795244625;0.00020698041447827999;0.00025872551809785;0.00031047062171742;0.000232852966288065;0.0
Asten;0.33231458842705786;0.16625916870415647;0.10044824775876121;0.12836185819070906;0.1419111654441728;0.06988590057049715;0.002954360228198859;0.013753056234718826;0.0009168704156479218;0.010900570497147514;0.024246128769356154;0.0025468622656886716;0.0016299918500407497;0.0008149959250203749;0.0014262428687856561;0.0010187449062754685;0.0003056234718826406;0.00010187449062754686;0.0;0.00020374898125509371;0.0
Baarle-Nassau;0.33821181479510376;0.15433741351782862;0.11921234699308142;0.10484300159659393;0.1490154337413518;0.05481639169771155;0.006918573709419904;0.014369345396487493;0.0010643959552953698;0.018893028206492815;0.030867482703565728;0.002927088877062267;0.0010643959552953698;0.0010643959552953698;0.0013304949441192123;0.0005321979776476849;0.0;0.0;0.00026609898882384245;0.00026609898882384245;0.0
Baarn;0.35361921097770155;0.19828473413379075;0.07732418524871355;0.05941680960548885;0.07732418524871355;0.10771869639794168;0.036843910806174954;0.0292967409948542;0.011526586620926243;0.021543739279588338;0.017427101200686107;0.003567753001715266;0.0019897084048027445;0.0014408233276157804;0.000548885077186964;0.000548885077186964;0.0010291595197255575;6.86106346483705e-05;0.000137221269296741;0.00034305317324185246;0.0
Barendrecht;0.33407071350905476;0.19234374414157698;0.12665441865696825;0.06051516628547861;0.07704997937835102;0.06370214840088485;0.035769187507030106;0.014960068988789321;0.0465299388849312;0.02095909414720108;0.020921600239961008;0.0020996588054441154;0.0013497806606426455;0.0010498294027220577;0.0003749390724007349;0.0007123842375613963;0.0003749390724007349;0.0002624573506805144;0.00014997562896029395;0.00014997562896029395;0.0
Barneveld;0.27779312037804166;0.08355580103715977;0.07625272331154684;0.03587099941698119;0.14081438522200743;0.029365736905090676;0.10702997944091565;0.007364448126668508;0.2172205345361932;0.007364448126668508;0.011813802203197398;0.0014115192242781308;0.0009205560158335635;0.0006443892110834944;0.0007364448126668507;0.0007978152137224217;0.0003682224063334254;0.00033753720580563995;0.0001227408021111418;0.00021479640369449814;0.0
Bedum;0.1589829989278603;0.28901822637463626;0.04839944861387655;0.09189768724153775;0.15837034767958338;0.05559810078113034;0.12406187777607597;0.025884515239699802;0.01470362995864604;0.01516311839485373;0.012559350589676827;0.0021442793689692144;0.00045948843620768876;0.00045948843620768876;0.000765814060346148;0.0006126512482769183;0.00030632562413845916;0.00045948843620768876;0.00015316281206922958;0.0;0.0
Beek;0.24357553159326817;0.21324196311599314;0.1776680439383251;0.1236521213342739;0.10400080620780006;0.06923309483019248;0.003527159125264537;0.015116396251133729;0.0006046558500453492;0.016628035876247102;0.0233800262017535;0.0033256071752494204;0.002015519500151164;0.0019147435251436057;0.0007054318250529074;0.0008062078000604656;0.000503879875037791;0.0;0.0001007759750075582;0.0;0.0
Beemster;0.44210333455478196;0.19695859289116893;0.07511909124221326;0.06302674972517405;0.080432392817882;0.07511909124221326;0.004946866984243312;0.02015390252839868;0.002015390252839868;0.019237816049835106;0.013374862587028215;0.0023818248442652986;0.001282521069989007;0.00036643459142543056;0.0009160864785635764;0.0021986075485525836;0.00018321729571271528;0.00018321729571271528;0.0;0.0;0.0
Beesel;0.23689449236894491;0.2083609820836098;0.20278699402786993;0.12793629727936298;0.10590577305905773;0.05321831453218315;0.00291970802919708;0.013669542136695422;0.00053085600530856;0.013934970139349702;0.024684804246848043;0.00252156602521566;0.0030524220305242203;0.0011944260119442602;0.00053085600530856;0.00106171201061712;0.00026542800265428;0.00026542800265428;0.0;0.00026542800265428;0.0
Bellingwedde;0.1796677500902853;0.38208739617190324;0.11285662694113398;0.14463705308775732;0.043878656554712896;0.0390032502708559;0.02564102564102564;0.013542795232936078;0.005236547490068617;0.027446731672083786;0.013723365836041893;0.0021668472372697724;0.00288912964969303;0.0010834236186348862;0.001444564824846515;0.0;0.0010834236186348862;0.0034308414590104733;0.00018057060310581438;0.0;0.0
Bergambacht;0.3204733344140055;0.18203922840006484;0.07926730426325174;0.046847138920408496;0.08445453071810666;0.050737558761549686;0.05868049927054628;0.009239747122710326;0.13324687955908576;0.015399578537850542;0.014751175230993677;0.00129680661371373;0.0009726049602852974;0.0004863024801426487;0.0004863024801426487;0.0009726049602852974;0.0003242016534284325;0.0003242016534284325;0.0;0.0;0.0
Bergeijk;0.3162361623616236;0.1572878228782288;0.11033210332103321;0.12804428044280441;0.16863468634686346;0.05830258302583026;0.004428044280442804;0.011439114391143911;0.0009225092250922509;0.013099630996309963;0.023616236162361623;0.002029520295202952;0.0011992619926199262;0.0016605166051660517;0.001014760147601476;0.001107011070110701;0.00018450184501845018;9.225092250922509e-05;0.00027675276752767527;9.225092250922509e-05;0.0
Bergen;0.24174336762317272;0.16580942068218732;0.15579317812669194;0.20804006497022198;0.12520303194369248;0.04615592853275582;0.0031131564699512725;0.012181916621548458;0.0010828370330265296;0.011099079588521927;0.021521386031402273;0.0027070925825663237;0.0006767731456415809;0.001488900920411478;0.001488900920411478;0.001488900920411478;0.0001353546291283162;0.0;0.0;0.0002707092582566324;0.0
Bergen;0.3569594764661465;0.2212433929020891;0.07923483513717594;0.06765668260760131;0.07455323433173924;0.09796123835892273;0.0066448527561037;0.028643342562295494;0.001208155046564309;0.03020387616410773;0.02285426629750818;0.0031210672036244653;0.004882959979864082;0.002617669267556003;0.000956456078530078;0.0005033979360684622;0.00020135917442738486;0.0002516989680342311;0.00015101938082053864;0.00015101938082053864;0.0
Bergen op Zoom;0.27976477940967587;0.24513508138973325;0.1411323541944831;0.11445697565410073;0.06752649072469533;0.07462856168858839;0.007869094627993524;0.015539331268998039;0.0016476804636231925;0.018607425925399847;0.026050396295559785;0.0024999289792903613;0.0011647396380784637;0.00099428993494503;0.0011079230703673192;0.0007670236641004517;0.0004261242578335843;0.00045453254168915653;8.522485156671685e-05;0.00014204141927786143;0.0
Berkelland;0.27791301820295755;0.27602368927805837;0.0716854994005014;0.10562075355157505;0.13476001889328926;0.06659884460269593;0.011917305526287105;0.01446063292518984;0.0020346619191221886;0.011989972023398613;0.017912291537986413;0.0020709951676779422;0.0023253279075682158;0.002252661410456709;0.000690331722559314;0.0008356647167823275;0.0002179994913345202;0.0003996657341132871;3.633324855575337e-05;0.0002543327398902736;0.0
Bernheze;0.3166805275038612;0.17244861589640015;0.08512534157063087;0.1649043602233575;0.13841035998574314;0.06962100510870857;0.0026731614589521205;0.013365807294760603;0.0010692645835808483;0.0103362243079482;0.018355708684804562;0.0026731614589521205;0.001128668171557562;0.0009504574076274207;0.0008316502316739931;0.0009504574076274207;0.00035642152786028277;0.0;5.940358797671379e-05;5.940358797671379e-05;0.0
Bernisse;0.34833685322069696;0.1863780359028511;0.1421594508975713;0.07299366420274551;0.09516895459345301;0.0501583949313622;0.03299894403379092;0.01253959873284055;0.012407602956705385;0.016631467793030624;0.02191129883843717;0.0032998944033790917;0.0021119324181626186;0.00039598732840549105;0.0014519535374868005;0.0005279831045406547;0.0;0.00039598732840549105;0.0;0.00013199577613516366;0.0
Best;0.3120141991553951;0.20521451741232632;0.096578737988861;0.12289613807454557;0.09272293286002815;0.07448436256808862;0.016341269355529715;0.014443968419119897;0.0017136911683701573;0.013831935858987699;0.04174062060101597;0.0031213660566742152;0.0009792520962115185;0.0014688781443172776;0.0009792520962115185;0.0006120325601321991;0.00030601628006609954;0.00030601628006609954;0.0001836097680396597;6.12032560132199e-05;0.0
Beuningen;0.2916499933306656;0.24823262638388688;0.10364145658263306;0.1435907696411898;0.07409630518874216;0.07282913165266107;0.006069094304388422;0.015472855808990263;0.0014672535680939041;0.015272775776977457;0.020674936641323197;0.0029345071361878083;0.0011337868480725624;0.0008670134720554889;0.00040016006402561027;0.000533546752034147;0.0006669334400426837;0.00020008003201280514;0.00013338668800853674;0.00013338668800853674;0.0
Beverwijk;0.2701579786463114;0.2677907145272718;0.13304990579255035;0.09696120585535534;0.057780569109618825;0.06927870911638244;0.008937629837190202;0.022174984298758395;0.001835837480071501;0.026667954973670225;0.03198222136335089;0.004589593700178753;0.002415575631673028;0.002029083530605343;0.0010628532779361321;0.0015459684042707378;0.0007246726895019084;0.00043480361370114496;0.00019324605053384222;0.00038649210106768444;0.0
Binnenmaas;0.31079491345022686;0.2011652008290852;0.11444736989524397;0.06744720183743208;0.0920396616436054;0.05198588314380147;0.04509551285642261;0.011652008290852053;0.06268556383395889;0.020054898885216513;0.01546131869363061;0.002016693742647471;0.0016245588482437959;0.0008963083300655426;0.0007842697888073497;0.0010083468713237354;0.00039213489440367486;0.00011203854125819282;0.00011203854125819282;0.00022407708251638564;0.0
Bladel;0.3146127705240565;0.17313539617241996;0.1026649973171168;0.14988374172777677;0.1340547308173851;0.06036487211590055;0.0033983187265247718;0.012877839384725451;0.00026828832051511357;0.011894115542836701;0.027901985333571813;0.002235736004292613;0.0016097299230906814;0.0016991593632623859;0.001520300482918977;0.0007154355213736362;0.00017885888034340904;0.0005365766410302271;0.0003577177606868181;8.942944017170452e-05;0.0
Blaricum;0.4818803418803419;0.16854700854700855;0.06;0.05418803418803419;0.0652991452991453;0.09521367521367521;0.011282051282051283;0.011965811965811967;0.003931623931623932;0.01982905982905983;0.020512820512820513;0.0011965811965811966;0.0015384615384615385;0.002564102564102564;0.0006837606837606838;0.0003418803418803419;0.00017094017094017094;0.00017094017094017094;0.0005128205128205128;0.00017094017094017094;0.0
Bloemendaal;0.46278679350867374;0.16291270285394516;0.04015109121432568;0.035324566312255175;0.07610520425293789;0.14150811415780637;0.010282596530498041;0.02679071068830442;0.0021684387241186344;0.022104085058757696;0.013430330162283156;0.0020285394515948516;0.002238388360380526;0.0011891438164521545;0.00041969781757134864;6.994963626189144e-05;0.0002797985450475658;0.0;6.994963626189144e-05;0.0001398992725237829;0.0
Boarnsterhim;0.25350457483421474;0.3923444976076555;0.0520439855619911;0.08226307395282464;0.09116091664568118;0.06471921430370184;0.014270125073449174;0.014605892722236212;0.0028540250146898345;0.012591286829513977;0.01074456476118526;0.0019306639805254763;0.0034416184000671535;0.001091244858557878;0.000503651473180559;0.0006715352975740788;0.0005875933853773189;0.0004197095609837992;8.394191219675985e-05;0.0001678838243935197;0.0
