RegioNaam;CDA;Partij van de Arbeid;SP;VVD;PVV;GL;ChristenUnie;Democraten 66;Partij voor de Dieren;Staatkundig Gereformeerde Partij;ETnNL;Fortuyn;Verenigde Senioren Partij;Ad Bos Collectief;Partij voor Nederland;Lijst Potmis;Nederland Transparant;Groen Vrij Internet Partij;Liberaal Democratische Partij;Lijst Poortman;Continue Directe Democratie Partij;LRVP - het Zeteltje;Solide Multiculturele Partij;Tamaras Open Partij
Eersel;0.46510174937522314;0.11683327383077473;0.16333452338450552;0.1400392716886826;0.04444841128168511;0.024366297750803286;0.011335237415208853;0.012406283470189218;0.010710460549803642;0.00044626918957515175;0.005622991788646912;0.00258836129953588;0.0009817922170653338;0.0;0.0003570153516601214;0.0;0.0010710460549803642;0.0;0.0001785076758300607;8.925383791503035e-05;8.925383791503035e-05;0.0;0.0;0.0
Eijsden;0.3303940479470929;0.21465968586387435;0.1680903830256269;0.11600992008817856;0.09176081565169468;0.03844034169192615;0.010333425186001654;0.009231193166161477;0.012400110223201984;0.00041333700744006614;0.0035822540644805732;0.0011022320198401765;0.0015155690272802425;0.0009644530173601543;0.0008266740148801323;0.0;0.00013777900248002206;0.0;0.0;0.00013777900248002206;0.0;0.0;0.0;0.0
Eindhoven;0.23701384115345775;0.20505443960725409;0.23600397158787137;0.13575532303096652;0.059124044230589715;0.05145243005168156;0.019094172458565647;0.02552678700238465;0.017473289374305184;0.0009928969678454137;0.0054651764725850115;0.002571348557753507;0.003021122397888609;0.0;0.00033096565594847117;0.0;0.00034793825368941843;0.0;0.0003733971503008393;0.0003055067593370503;9.334928757520982e-05;0.0;0.0;0.0
Elburg;0.357893998878295;0.10789399887829501;0.07620583286595625;0.09702748177229388;0.030566461020751542;0.015423443634324173;0.17568704430734716;0.004136287156477846;0.009254066180594503;0.11932136848008974;0.0023135165451486257;0.0017526640493550196;0.000981491867638811;0.0004206393718452047;0.00028042624789680314;7.010656197420079e-05;7.010656197420079e-05;0.00021031968592260234;0.00014021312394840157;0.00035053280987100394;0.0;0.0;0.0;0.0
Emmen;0.22445336903168228;0.3636174326937379;0.18145173285735536;0.09031682284694333;0.0464970995091477;0.02820169567157519;0.036858545292280234;0.008686598244831176;0.011825078090138332;0.0018146660716941842;0.0034954633348207647;0.0018890376320095195;0.0;0.0;0.00035698348951361;0.0;0.00022311468094600624;0.0;0.00023798899300907334;7.437156031533541e-05;0.0;0.0;0.0;0.0
Enkhuizen;0.22977197499080546;0.2167157043030526;0.20319970577418167;0.15097462302317027;0.06022434718646561;0.04330636263332108;0.03484737035674881;0.017745494667157042;0.02225082751011401;0.01075763148216256;0.004413387274733358;0.002666421478484737;0.0009194556822361162;0.0002758367046708349;0.0004597278411180581;0.0;0.00018389113644722325;0.000735564545788893;9.194556822361162e-05;0.0004597278411180581;0.0;0.0;0.0;0.0
Enschede;0.2002842816850965;0.29456730984465235;0.19138648878542328;0.11939830774052021;0.052222769396069305;0.04575368223127546;0.047051976541164886;0.02736491023861754;0.012759099252361553;0.001690021041321574;0.0035143483905627436;0.001343063079195953;0.0007946456551909388;0.0003245735774723553;0.00036934234677888706;0.0;0.00016788288489949412;0.0004924564623718494;0.00041411111608541883;0.0;0.00010072973093969647;0.0;0.0;0.0
Epe;0.28890685179021447;0.21648994341686081;0.1259093718796063;0.16908373353620845;0.04559935333555228;0.02895725357805145;0.05315962151110266;0.016309257762350815;0.018876896010650943;0.02919499786030146;0.003518615377300176;0.0018544054015500928;0.0005705862774000285;0.00033284199515001665;0.0004279397080500214;4.7548856450002375e-05;0.00014264656935000713;0.0004279397080500214;9.509771290000475e-05;9.509771290000475e-05;0.0;0.0;0.0;0.0
Ermelo;0.41018718502519796;0.1029517638588913;0.08999280057595392;0.1253899688024958;0.03647708183345332;0.029037676985841133;0.12808975281977442;0.0073794096472282215;0.016018718502519798;0.045056395488360934;0.005579553635709143;0.001919846412287017;0.000419966402687785;0.00011999040076793856;0.00011999040076793856;5.999520038396928e-05;0.00017998560115190784;0.0003599712023038157;0.00017998560115190784;0.00047996160307175426;0.0;0.0;0.0;0.0
Etten-Leur;0.29051170409966803;0.20312971504935984;0.18696383152993923;0.16075354571711858;0.07169030478079062;0.029098590334957108;0.015476139155925335;0.015907229383109886;0.013967323360779412;0.0006466353407768246;0.006337026339612881;0.002931413544854938;0.0012070526361167393;0.00025865413631072983;0.0;0.0001724360908738199;0.00025865413631072983;0.00043109022718454973;0.0;0.0001724360908738199;8.621804543690995e-05;0.0;0.0;0.0
Ferwerderadiel;0.39171917191719174;0.1882988298829883;0.15643564356435644;0.08964896489648964;0.0306030603060306;0.029882988298829884;0.08442844284428443;0.006120612061206121;0.014941494149414942;0.0025202520252025204;0.0025202520252025204;0.0009000900090009;0.00036003600360036;0.0012601260126012602;0.0;0.0;0.0;0.00018001800180018;0.0;0.00018001800180018;0.0;0.0;0.0;0.0
Franekeradeel;0.31033938437253356;0.25351223362273084;0.17734806629834254;0.09936858721389108;0.03898973954222573;0.03449092344119969;0.05856353591160221;0.00734017363851618;0.01239147592738753;0.0018153117600631413;0.002920284135753749;0.0011049723756906078;0.0007103393843725335;0.00047355958958168905;0.00023677979479084452;0.0;7.892659826361483e-05;0.00023677979479084452;0.0;7.892659826361483e-05;0.0;0.0;0.0;0.0
Gaasterlân-Sleat;0.4231862378459237;0.1600598354525056;0.13507853403141362;0.10890052356020942;0.03844427823485415;0.03455497382198953;0.049214659685863874;0.008376963350785341;0.01406133133881825;0.019147344801795065;0.005385190725504862;0.002243829468960359;0.0005983545250560958;0.00014958863126402394;0.0002991772625280479;0.0;0.0;0.00014958863126402394;0.0;0.00014958863126402394;0.0;0.0;0.0;0.0
Geertruidenberg;0.2776589847152926;0.21105567434861805;0.22317256672210342;0.14389799635701275;0.07594836461550646;0.02344183099706977;0.011404133998574484;0.008077928248990259;0.014096776748237902;0.0015839074998020115;0.004434940999445632;0.0021382751247327157;0.001504712124811911;0.00015839074998020116;0.0;7.919537499010058e-05;0.0010295398748713074;0.00015839074998020116;0.0;0.00015839074998020116;0.0;0.0;0.0;0.0
Geldermalsen;0.307319118351701;0.17315524676569238;0.10852898897939627;0.1806420699568759;0.05869669381887877;0.028449928126497364;0.030725922376617153;0.012997125059894586;0.013655965500718735;0.0776233828461907;0.004911356013416387;0.0016770483948251077;0.0007187350263536176;0.00023957834211787255;0.0002994729276473407;0.0;0.00023957834211787255;0.0;5.989458552946814e-05;5.989458552946814e-05;0.0;0.0;0.0;0.0
Geldrop-Mierlo;0.32323718650151007;0.1626034052610846;0.22444959950978247;0.13196480938416422;0.06451612903225806;0.037641703505930754;0.015888300433317286;0.013743598721932858;0.014925373134328358;0.000525233072175778;0.004639558804219373;0.002144701711384427;0.002276009979428371;0.0;0.0005690024948570928;0.0;4.3769422681314836e-05;0.0;0.0004376942268131483;0.00030638595876920384;8.753884536262967e-05;0.0;0.0;0.0
Gemert-Bakel;0.42923086145914513;0.14561477129668485;0.2029854325280259;0.10820694202985433;0.06048798033691026;0.02200107907199808;0.006594328877165638;0.0064744319884898986;0.01055092620346502;0.0005994844433786943;0.003477009771596427;0.0010191235537437802;0.0019782986631496913;0.0;0.00029974222168934714;0.0;0.00011989688867573886;0.0;0.0001798453330136083;0.00011989688867573886;5.994844433786943e-05;0.0;0.0;0.0
Gennep;0.36508899676375406;0.19053398058252427;0.19872572815533981;0.11063915857605178;0.05703883495145631;0.024676375404530743;0.00889967637540453;0.024777508090614887;0.013046116504854368;0.0001011326860841424;0.003944174757281553;0.0008090614886731392;0.0001011326860841424;0.0007079288025889968;0.0005056634304207119;0.0;0.00030339805825242716;0.0;0.0;0.0001011326860841424;0.0;0.0;0.0;0.0
Giessenlanden;0.3290096767551987;0.15935762816553428;0.10315009264978382;0.16903438336421658;0.044780728844966027;0.017912291537986413;0.10438542310067943;0.008544368952028002;0.012044471896232242;0.039427630224418364;0.007823759522338892;0.0018529956763434219;0.0010294420424130121;0.00030883261272390367;0.0007206094296891085;0.00010294420424130121;0.0;0.0;0.00020588840848260242;0.00020588840848260242;0.00010294420424130121;0.0;0.0;0.0
Gilze en Rijen;0.32095268747988415;0.19665271966527198;0.19607338268426133;0.13691663984551014;0.07209526874798841;0.026713871902156423;0.00984872867718056;0.017380109430318636;0.012166076601223045;0.0007080785323463148;0.005149662053427744;0.001866752494367557;0.0016736401673640166;0.000321853878339234;0.0;0.0001287415513356936;0.0002574831026713872;0.0005793369810106212;0.0002574831026713872;0.0001287415513356936;0.0001287415513356936;0.0;0.0;0.0
Goedereede;0.32423857868020306;0.10545685279187818;0.07614213197969544;0.13451776649746192;0.05203045685279188;0.012436548223350254;0.06865482233502539;0.0052030456852791875;0.012309644670050761;0.19860406091370558;0.006852791878172589;0.002284263959390863;0.0006345177664974619;0.0002538071065989848;0.0002538071065989848;0.0;0.0001269035532994924;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Goes;0.28279678510255174;0.18639378101805085;0.16320435680091352;0.12846413983925511;0.04391936404760859;0.03878079845403839;0.0511221397514164;0.013307567306425403;0.021696165839518645;0.062409416311651804;0.00465545258904651;0.001405419649523475;0.0012736615573806492;0.0;0.0003952742764284773;0.0;8.783872809521718e-05;0.0;0.0;8.783872809521718e-05;0.0;0.0;0.0;0.0
Goirle;0.31065579684005484;0.1916889113339586;0.2050357117091119;0.14847413606521895;0.05973594978717264;0.03780391025178559;0.008008080225091984;0.013851814443402352;0.013418945242046029;0.0002885794675708823;0.0073587764230575;0.0019479114061034556;0.000505014068249044;0.0004328692013563235;0.0;0.0;7.214486689272058e-05;0.0002885794675708823;0.0002885794675708823;0.00014428973378544116;0.0;0.0;0.0;0.0
Gorinchem;0.2205564142194745;0.2403915507470376;0.1786707882534776;0.1435857805255023;0.05538382277176713;0.0347758887171561;0.05662029881504379;0.02601751674394642;0.01622874806800618;0.01622874806800618;0.0069036579082946935;0.0013910355486862441;0.0008758371973209686;0.0006697578567748583;0.0004636785162287481;0.0005667181865018032;0.00020607934054611026;0.0;0.0001545595054095827;0.00020607934054611026;0.00010303967027305513;0.0;0.0;0.0
Gouda;0.21476023391812865;0.22919298245614034;0.1472280701754386;0.12842105263157894;0.0744093567251462;0.05464327485380117;0.06222222222222222;0.019602339181286548;0.019555555555555555;0.036748538011695905;0.008842105263157894;0.0020116959064327487;0.0;0.0005847953216374269;0.0006549707602339181;0.00014035087719298245;0.0002573099415204678;0.0;0.00037426900584795324;0.00016374269005847952;0.00018713450292397662;0.0;0.0;0.0
Graafstroom;0.3915914948453608;0.08537371134020619;0.0584729381443299;0.09294458762886598;0.03318298969072165;0.015786082474226804;0.1560889175257732;0.0033827319587628867;0.006926546391752577;0.15045103092783504;0.0033827319587628867;0.0009664948453608248;0.00016108247422680412;0.0;0.00032216494845360824;0.00016108247422680412;0.00032216494845360824;0.0;0.00032216494845360824;0.0;0.00016108247422680412;0.0;0.0;0.0
Graft-De Rijp;0.2858137915022057;0.1718133271418621;0.1555607151149292;0.2282331088925006;0.04968655676805201;0.04713257487810541;0.00812630601346645;0.020431855119572788;0.0213605758068261;0.0;0.005340143951706525;0.0018574413745066172;0.00162526120269329;0.00023218017181332715;0.00023218017181332715;0.0;0.0;0.0023218017181332712;0.0;0.00023218017181332715;0.0;0.0;0.0;0.0
Grave;0.3221884498480243;0.1503292806484296;0.246580547112462;0.15260891590678824;0.05167173252279635;0.030775075987841946;0.011144883485309016;0.013171225937183385;0.013297872340425532;0.00037993920972644377;0.003799392097264438;0.0024062816616008107;0.0011398176291793312;0.0;0.00025329280648429586;0.0;0.0;0.0;0.00025329280648429586;0.0;0.0;0.0;0.0;0.0
Groenlo;0.4627862595419847;0.15182357930449533;0.17196776929601357;0.13003604749787956;0.03217769296013571;0.01993214588634436;0.008110687022900763;0.00773960983884648;0.008163698049194233;0.00042408821034775233;0.002438507209499576;0.0021204410517387615;0.0010602205258693808;0.0002650551314673452;0.0002650551314673452;0.0;0.00015903307888040714;0.0003180661577608143;5.301102629346904e-05;0.00015903307888040714;0.0;0.0;0.0;0.0
Groesbeek;0.3063521173724575;0.25900300100033347;0.1932310770256752;0.10370123374458153;0.04859953317772591;0.042514171390463484;0.010420140046682227;0.010420140046682227;0.0175891963987996;0.0006668889629876625;0.0028342780926975657;0.00191730576858953;0.0007502500833611204;0.0005835278426142048;0.0008336112037345782;0.0;8.336112037345781e-05;0.0;0.00016672224074691563;0.00016672224074691563;0.00016672224074691563;0.0;0.0;0.0
Groningen;0.13390086990337224;0.2913711334105454;0.21448317256887792;0.11886988646450643;0.025412337579994757;0.09973032150073126;0.05413859276855836;0.033164537700039735;0.019646797250801006;0.00174995139023916;0.0038803269957477025;0.0011159110314568556;0.0007608484305387652;0.0004987784155754128;0.000338154858017229;0.0;0.0003719703438189519;0.0;0.00042269357252153623;0.00014371581465732233;0.0;0.0;0.0;0.0
Grootegast;0.40298507462686567;0.17647871752349364;0.12506909894969598;0.07960199004975124;0.036898839137645106;0.024322830292979547;0.1200939745715865;0.005804311774461028;0.013957987838584854;0.007739082365948038;0.003316749585406302;0.0017965726920950802;0.0002763957987838585;0.00041459369817578774;0.00041459369817578774;0.0;0.00013819789939192924;0.0;0.00013819789939192924;0.000552791597567717;0.0;0.0;0.0;0.0
Gulpen-Wittem;0.3356009070294785;0.19593898165326737;0.1740878169449598;0.09379509379509379;0.11440940012368583;0.037621109049680475;0.01453308596165739;0.009070294784580499;0.016903731189445475;0.00041228612657184083;0.0024737167594310453;0.002370645227788085;0.0012368583797155227;0.0007215007215007215;0.0006184291898577613;0.0;0.0;0.0;0.0;0.00020614306328592042;0.0;0.0;0.0;0.0
Haaksbergen;0.43016724115919824;0.1789863398442487;0.13111196221115792;0.13149495723222265;0.05234265287884591;0.026490488956976893;0.01583046087067535;0.016468785905783226;0.009255713009064215;0.00031916251755393846;0.0030001276650070217;0.0021703051193667816;0.0006383250351078769;0.00025533001404315077;0.00044682752457551384;0.0;0.00038299502106472615;0.0005744925315970893;6.383250351078769e-05;0.0;0.0;0.0;0.0;0.0
Haaren;0.4460370994940978;0.14008672609009878;0.14418212478920742;0.15550469766321368;0.04396530956396049;0.02842688508793062;0.01011804384485666;0.0099975909419417;0.013008913514815708;0.0006022645145748012;0.0042158516020236085;0.0013249819320645627;0.000963623223319682;0.0;0.0006022645145748012;0.0;0.000481811611659841;0.0;0.0002409058058299205;0.0;0.0002409058058299205;0.0;0.0;0.0
