RegioNaam;CDA;Partij van de Arbeid;VVD;SP;Lijst Pim Fortuyn;GL;Democraten 66;ChristenUnie;Staatkundig Gereformeerde Partij;Partij voor de Dieren;LN;Partij van de Toekomst;Lijst Ratelband;Duurzaam Nederland;Nieuwe Communistische Partij;De Conservatieven.nl;VIP Vooruitstrevende Integratie Partij;Alliantie Vernieuwing en Democratie;Lijst Veldhoen
Ambt Montfort;0.43960336538461536;0.24744591346153846;0.13371394230769232;0.052133413461538464;0.049729567307692304;0.03635817307692308;0.023137019230769232;0.0013521634615384615;0.0;0.007962740384615384;0.00390625;0.002253605769230769;0.001201923076923077;0.00045072115384615387;0.00030048076923076925;0.00045072115384615387;0.0;0.0;0.0
Ameland;0.40311986863711;0.23522167487684728;0.1839080459770115;0.04638752052545156;0.047619047619047616;0.03776683087027915;0.024630541871921183;0.006157635467980296;0.00041050903119868636;0.003284072249589491;0.007799671592775041;0.002052545155993432;0.0012315270935960591;0.0;0.00041050903119868636;0.0;0.0;0.0;0.0
Amerongen;0.32643923240938166;0.18486140724946695;0.19594882729211088;0.037526652452025584;0.05095948827292111;0.03326226012793177;0.040085287846481875;0.032622601279317695;0.0859275053304904;0.00511727078891258;0.002771855010660981;0.00255863539445629;0.0008528784648187633;0.0;0.00042643923240938164;0.0006396588486140725;0.0;0.0;0.0
Amersfoort;0.24021046371827853;0.2687937119439453;0.19351544219358008;0.0708957635773661;0.03981746021485915;0.07189120008273758;0.05215053068400709;0.04418703864103525;0.007834214574741769;0.0040722402492469586;0.0035292748826806974;0.0010342197458404975;0.000530037619743255;0.0005817486070352798;0.00046539888562822387;0.0002456271896371181;0.0001292774682300622;0.00011634972140705597;0.0
Amstelveen;0.2285354317698329;0.2405146952516678;0.27986037961872895;0.05159344858210959;0.04773116880434558;0.05816138959456389;0.07191688869611913;0.008488753950058863;0.0014870809839519178;0.005721131007703906;0.003015469773013611;0.000970733420079724;0.0007641943945308466;0.00043373195365264267;0.0002891546357684284;0.00043373195365264267;0.0;8.261561021955099e-05;0.0
Amsterdam;0.09699686478553798;0.38206390500967247;0.15616836768727904;0.09906477219665133;0.057789340270829166;0.11017010206123674;0.07054632779667801;0.007124274564738843;0.0006323794276565939;0.008567807351077313;0.0030578347008204925;0.0014755519978653859;0.0013074511373490762;0.0027002868387699286;0.0012274031085317857;0.0003682209325595357;0.0005816823427389768;0.00015742779000733773;0.0
Andijk;0.3662893081761006;0.18943396226415093;0.1781132075471698;0.059371069182389935;0.06716981132075471;0.03974842767295597;0.02691823899371069;0.04855345911949686;0.011320754716981131;0.005283018867924529;0.005031446540880503;0.0015094339622641509;0.0007547169811320754;0.0;0.00025157232704402514;0.0;0.0;0.00025157232704402514;0.0
Angerlo;0.36563741974931213;0.2705594619382452;0.18771018037297463;0.05533476001222867;0.04004891470498319;0.034546010394374806;0.03240599205136044;0.0018343014368694588;0.0003057169061449098;0.0036686028737389176;0.004891470498318557;0.0024457352491592784;0.0006114338122898196;0.0;0.0;0.0;0.0;0.0;0.0
Anna Paulowna;0.3099988332749971;0.22179442305448605;0.2727803056819508;0.04153541010383852;0.06393653015984133;0.03150157507875394;0.03091821257729553;0.01026718002566795;0.00093338000233345;0.006300315015750788;0.007117022517792556;0.0016334150040835376;0.0005833625014584063;0.00035001750087504374;0.0002333450005833625;0.0;0.0;0.00011667250029168125;0.0
Apeldoorn;0.28137892236529566;0.2887340084177189;0.1867316747926824;0.050110430470475475;0.043661707713464185;0.04858940700920948;0.0395882818685669;0.025180230862191108;0.0239925824061341;0.004969371171396424;0.004302621160978456;0.0011563945493186648;0.0005938242280285036;0.0003125390673834229;0.0003229570362962037;0.0002917031295578614;0.0;8.334375130224612e-05;0.0
Appingedam;0.21613196519028446;0.47071048188076375;0.10832575659176516;0.059358358228341346;0.03987530848162099;0.03299129757111313;0.030783218599818158;0.02753604364203143;0.0016885309780490974;0.004935705935835823;0.0036368359527211326;0.0012988699831146902;0.000129886998311469;0.000259773996622938;0.0023379659696064425;0.0;0.0;0.0;0.0
Arcen en Velden;0.5097574320627394;0.18712383731533833;0.14535838044865948;0.046325004559547696;0.04304213022068211;0.03228159766551158;0.025168703264636147;0.0014590552617180376;0.0;0.0038300200620098486;0.0043771657851541124;0.0005471457231442641;0.0003647638154295094;0.0;0.0001823819077147547;0.0001823819077147547;0.0;0.0;0.0
Arnhem;0.18837748137015467;0.3444548813325819;0.15814390381363894;0.09576053603857473;0.04434842507358006;0.08723151105266454;0.05077337341098378;0.013513682760348174;0.0010770868557830797;0.006512618197758157;0.002993299517815768;0.001390193499906068;0.002542425950278665;0.0018160185359133321;0.0004258250360072641;0.00037572797294758596;0.0;0.0002630095810633102;0.0
Assen;0.1977374123645634;0.3834714255364351;0.149511366050563;0.06320373911196091;0.034443382196728274;0.05616634799235182;0.037630125345230504;0.0648502230720204;0.002682175483322711;0.00408965370724453;0.0027618440620352665;0.0008497981729339282;0.000823241980029743;0.0009825791374548545;0.0003452305077544083;0.00045145527937114934;0.0;0.0;0.0
