RegioNaam;CDA;Partij van de Arbeid;VVD;SP;Lijst Pim Fortuyn;GL;Democraten 66;ChristenUnie;Staatkundig Gereformeerde Partij;Partij voor de Dieren;LN;Partij van de Toekomst;Lijst Ratelband;Duurzaam Nederland;Nieuwe Communistische Partij;De Conservatieven.nl;VIP Vooruitstrevende Integratie Partij;Alliantie Vernieuwing en Democratie;Lijst Veldhoen
Asten;0.46940783002164077;0.18207751327955932;0.1547314578005115;0.06570922683454652;0.05154436356482392;0.033444816053511704;0.027542789691127285;0.0021640763328742867;0.0004918355301987016;0.0036395829234703914;0.004819988195947276;0.0031477473932716897;0.0007869368483179224;9.83671060397403e-05;0.0001967342120794806;9.83671060397403e-05;9.83671060397403e-05;0.0;0.0
Baarle-Nassau;0.4748292436124462;0.17809258790791804;0.17606880849987352;0.05413609916519099;0.053124209461168734;0.027826966860612194;0.01922590437642297;0.002023779408044523;0.0007589172780166962;0.005565393372122439;0.004047558816089046;0.0022767518340500886;0.0010118897040222615;0.00025297242600556537;0.00025297242600556537;0.00025297242600556537;0.0;0.00025297242600556537;0.0
Baarn;0.2677283067923302;0.22593435164120898;0.2493337666558336;0.053818654533636656;0.051478713032174196;0.05719857003574911;0.049723756906077346;0.025479363015924603;0.006564835879103023;0.005914852128696782;0.0033149171270718232;0.0010399740006499837;0.0011699707507312317;0.0002599935001624959;0.00032499187520311994;0.0004549886252843679;0.0;0.0002599935001624959;0.0
Barendrecht;0.27938084373462174;0.2029257817742585;0.2289178186373194;0.03686306088668188;0.09873395070012973;0.03310517603901043;0.03739990157920637;0.026260457209323133;0.04348409609448396;0.004339462264572988;0.004473672437704111;0.0008499977631637811;0.0016999955263275622;0.0002684203462622467;0.0003578937950163289;0.0004921039681474522;0.0002684203462622467;0.0;0.00017894689750816444
Barneveld;0.4361433949909969;0.0968407267965297;0.12312980847929285;0.02141103290227533;0.04625961695858569;0.01764609592404649;0.01505974791291537;0.06907840890489442;0.16781797348174823;0.002062530692421018;0.0025536094287117368;0.0008839417253232935;0.00036012440661319366;0.00039286298903257487;0.00013095432967752496;0.0001636929120969062;0.0;6.547716483876248e-05;0.0
Bathmen;0.3259060402684564;0.2676510067114094;0.25664429530201344;0.03006711409395973;0.03516778523489933;0.036241610738255034;0.03973154362416107;0.0018791946308724832;0.00026845637583892615;0.0;0.0024161073825503354;0.00348993288590604;0.00026845637583892615;0.0;0.00026845637583892615;0.0;0.0;0.0;0.0
Bedum;0.37390579408086705;0.27108517437821317;0.09378907878282618;0.05015978880088926;0.02389884674169793;0.04182298179797138;0.03293038766152564;0.09948589690148674;0.006252605252188412;0.0031957760177851883;0.0023620953174934;0.0005557871335278589;0.00027789356676392944;0.0;0.0;0.0;0.0;0.00027789356676392944;0.0
Beek;0.4125874125874126;0.23993573993573994;0.15318465318465319;0.053865053865053865;0.050746550746550746;0.04243054243054243;0.03005103005103005;0.0031185031185031187;0.000567000567000567;0.004914004914004914;0.005103005103005103;0.00189000189000189;0.0010395010395010396;0.000189000189000189;0.0002835002835002835;9.45000945000945e-05;0.0;0.0;0.0
Beemster;0.282399143163156;0.23402356301320956;0.27347375937165297;0.04462691895751517;0.05926454837558015;0.04230631917172439;0.047840057122456266;0.0032131381649410924;0.0003570153516601214;0.006426276329882185;0.004284184219921457;0.0007140307033202428;0.0005355230274901821;0.0;0.0005355230274901821;0.0;0.0;0.0;0.0
Beesel;0.40220276008492567;0.24907112526539277;0.15100849256900212;0.05281316348195329;0.06263269639065817;0.037420382165605094;0.0261411889596603;0.002786624203821656;0.0003980891719745223;0.00809447983014862;0.004378980891719745;0.001326963906581741;0.0005307855626326964;0.0;0.0006634819532908704;0.0005307855626326964;0.0;0.0;0.0
Bellingwedde;0.14435564435564435;0.5073260073260073;0.13253413253413254;0.057775557775557776;0.05744255744255744;0.04279054279054279;0.022977022977022976;0.015651015651015652;0.001998001998001998;0.007492507492507493;0.0038295038295038295;0.0011655011655011655;0.000666000666000666;0.0;0.003663003663003663;0.0;0.0;0.000333000333000333;0.0
Bennebroek;0.3321418751718449;0.16469617816882046;0.32031894418476764;0.02914489964256255;0.03436898542755018;0.04399230134726423;0.06158922188616992;0.004949133901567226;0.0016497113005224085;0.0041242782513060215;0.0013747594171020072;0.0005499037668408029;0.0008248556502612042;0.0;0.00027495188342040145;0.0;0.0;0.0;0.0
Bergambacht;0.26634146341463416;0.24585365853658536;0.19707317073170733;0.025853658536585365;0.062276422764227644;0.022764227642276424;0.032032520325203255;0.035447154471544715;0.10276422764227643;0.0050406504065040655;0.0024390243902439024;0.0008130081300813008;0.0008130081300813008;0.0;0.0003252032520325203;0.00016260162601626016;0.0;0.0;0.0
Bergeijk;0.4813182939725062;0.16884032428621784;0.17509693338033133;0.05754317941487487;0.054370814240394784;0.026348255199154035;0.022030313711667256;0.0029080014099400774;0.0007049700387733521;0.0036129714487134297;0.004582305252026789;0.0015861825872400424;0.0005287275290800141;0.0;0.00017624250969333803;0.00026436376454000703;0.0;8.812125484666901e-05;0.0
Bergen;0.46736057568748396;0.2265484451297867;0.13582626574145465;0.054870213312773065;0.05307118992546903;0.029041377537907993;0.020046260601387818;0.0007710100231303007;0.00025700334104343357;0.005268568491390388;0.0038550501156515036;0.0020560267283474686;0.0005140066820868671;0.0;0.0;0.0005140066820868671;0.0;0.0;0.0
Bergen;0.25263713080168776;0.22976601457614115;0.2627541235136172;0.05398925968546222;0.058592251630226314;0.06439393939393939;0.059934790947449176;0.003548139624088991;0.0005753739930955121;0.005993479094744917;0.005178365937859608;0.0009110088224012275;0.0008630609896432681;4.794783275795934e-05;0.0006233218258534715;0.0;0.0;0.00019179133103183735;0.0
Bergen op Zoom;0.2789434503294825;0.25550745815986103;0.2192230279301883;0.062422454437674045;0.07408530701149742;0.0453555377870909;0.04218478590531859;0.005707353387190163;0.0007720091538228239;0.004907772477873666;0.005100774766329372;0.0017094488406076815;0.0014337312856709586;0.001378587774683614;0.000496291598886101;0.0002757175549367228;0.00022057404394937825;0.0002757175549367228;0.0
Bergh;0.4047016274864376;0.2807414104882459;0.1515370705244123;0.04900542495479204;0.04638336347197107;0.029204339963833634;0.024050632911392405;0.00216998191681736;0.0007233273056057866;0.00406871609403255;0.0034358047016274863;0.0020795660036166366;0.0006329113924050633;9.041591320072333e-05;0.0004520795660036166;0.00054249547920434;0.0;0.00018083182640144665;0.0
Bergschenhoek;0.3223470931489086;0.15366328074346228;0.28755132915496;0.028744326777609682;0.08947482169872488;0.03047330883942079;0.038685973633023556;0.030257186081694403;0.005186946185433326;0.005186946185433326;0.0037821482602118004;0.001080613788631943;0.001837043440674303;0.0004322455154527772;0.0003241841365895829;0.0002161227577263886;0.0005403068943159715;0.0002161227577263886;0.0
Berkel en Rodenrijs;0.3793386171084996;0.14439282135373963;0.21490388995171722;0.03197594971303635;0.0726974583219459;0.03416233943700465;0.03844401931310923;0.06449849685706477;0.007105766602896966;0.004008381160608545;0.00419058030427257;0.0009109957183201239;0.0015486927211442107;0.0007287965746560992;0.0;0.0009109957183201239;9.10995718320124e-05;9.10995718320124e-05;0.0
Bernheze;0.45716072545340836;0.17687190857922566;0.15077605321507762;0.11342316220365001;0.035988401842060376;0.030644152595372107;0.024276536471658422;0.0013076354539769174;0.0003979760077321053;0.0019330263232702257;0.003468076638808346;0.0021604411848314287;0.0005116834385127068;0.0002842685769515038;0.00022741486156120302;0.00034112229234180454;5.6853715390300756e-05;0.00017056114617090227;0.0
Bernisse;0.30194174757281556;0.21189320388349514;0.2412621359223301;0.04114077669902912;0.09320388349514563;0.029854368932038834;0.038834951456310676;0.01516990291262136;0.01104368932038835;0.007524271844660194;0.0054611650485436895;0.0013349514563106796;0.0006067961165048543;0.0;0.00012135922330097087;0.00036407766990291263;0.0;0.0;0.00024271844660194174
Best;0.3380024718968866;0.23335883703136956;0.20964039785768937;0.06297451592019304;0.05067388617503384;0.036960743923253485;0.03978576893649579;0.012477193808486846;0.0012948031310693897;0.0035901359543287622;0.0044729562709669825;0.0045906656465187455;0.0007062562533105762;0.0009416750044141016;0.0002354187511035254;5.885468777588135e-05;0.0001177093755517627;0.0001177093755517627;0.0
Beuningen;0.30949224446506696;0.2869547925228689;0.18832029696407265;0.07079411374784568;0.045472623624552566;0.04514119050775554;0.03877767466525255;0.003778337531486146;0.0007291528569534668;0.0035794776614079277;0.004374917141720801;0.0013920190905475276;0.0006628662335940607;0.00039771974015643646;0.00013257324671881213;0.0;0.0;0.0;0.0
Beverwijk;0.24205219177442697;0.32038653657625693;0.17888987442229587;0.06759721768358153;0.0748331076980533;0.05111806171513935;0.03977405349890294;0.006162177302646935;0.0008869800662900892;0.007702721628308669;0.005648662527426357;0.001447178002894356;0.0015872274870454227;0.0007002474207553335;0.0005601979366042668;0.0003267821296858223;0.0;0.0003267821296858223;0.0
Binnenmaas;0.2799844840961986;0.2212567882079131;0.23553141970519784;0.038091543832428236;0.08370830100853374;0.02839410395655547;0.034988363072148955;0.01722265321955004;0.05011636927851047;0.004809930178432894;0.0036462373933281614;0.0003103180760279286;0.0012412723041117144;0.0;7.757951900698215e-05;0.00046547711404189296;0.0;7.757951900698215e-05;7.757951900698215e-05
Bladel;0.47182368193604146;0.17718236819360414;0.15782195332757132;0.06646499567847883;0.050821089023336215;0.03163353500432152;0.028003457216940364;0.00216076058772688;0.0002592912705272256;0.002765773552290406;0.007087294727744166;0.0029386343993085566;0.0005185825410544512;0.0;0.0;0.00034572169403630077;8.643042350907519e-05;8.643042350907519e-05;0.0
Blaricum;0.26103676357483463;0.18258729426242118;0.3456391324411629;0.043685586832794956;0.04322411936625135;0.04276265189970774;0.06445162282725735;0.006152899553914782;0.0012305799107829565;0.004768497154283956;0.0027688047992616522;0.00030764497769573913;0.0007691124442393477;0.0;0.00015382248884786957;0.00030764497769573913;0.0;0.00015382248884786957;0.0
Bleiswijk;0.37625599010666255;0.14608131086721285;0.24686968619570257;0.02767042819601175;0.08378420157675066;0.026433761014067088;0.03447209769670737;0.03292626371927655;0.013294172205905086;0.0034008347503478127;0.005565002318750966;0.000772916988715412;0.0013912505796877415;0.0001545833977430824;0.0;0.000772916988715412;0.0;0.0001545833977430824;0.0
Bloemendaal;0.23736359668267132;0.15661283282409427;0.38847664775207336;0.028721082496726322;0.0319511130510694;0.055347010039284154;0.0832824094281973;0.006460061108686163;0.0010475774770842426;0.006547359231776516;0.0018332605848974247;0.00122217372326495;0.000785683107813182;8.729812309035356e-05;0.00017459624618070712;0.0;0.0;8.729812309035356e-05;0.0
Boarnsterhim;0.2158649655281718;0.41049211506458516;0.18567239876376893;0.054520960456454555;0.028686900705285682;0.048973769712338536;0.035026547269989695;0.007449084713527221;0.0019811395514700058;0.002852840954116808;0.0058641730723512165;0.0017434028052936048;0.0003962279102940011;0.00015849116411760045;0.00015849116411760045;0.0;0.0;0.00015849116411760045;0.0
Bodegraven;0.3795894526034713;0.17865487316421896;0.1886682242990654;0.037883845126835784;0.05415554072096128;0.030123497997329773;0.03020694259012016;0.042807076101468625;0.04923230974632844;0.003588117489986649;0.0029205607476635513;0.0007510013351134847;0.0005841121495327102;0.0;0.00041722296395193593;0.0003337783711615487;0.0;8.344459279038718e-05;0.0
Boekel;0.5357516567840949;0.15102895012207881;0.11423090338332752;0.08562957795605163;0.05545866759679107;0.024938960585978373;0.020927799093128707;0.0013951866062085804;0.0005231949773282176;0.0026159748866410883;0.004534356470177886;0.001569584931984653;0.0003487966515521451;0.0;0.00017439832577607255;0.0005231949773282176;0.00017439832577607255;0.00017439832577607255;0.0
Bolsward;0.3793747876316684;0.31022765885151204;0.11128100577641863;0.06812776078831125;0.034148827726809376;0.04009514101257221;0.02327556914712878;0.016989466530750934;0.0025484199796126403;0.004247366632687734;0.005946313285762827;0.0016989466530750934;0.0013591573224600749;0.0;0.0003397893306150187;0.0;0.0;0.0003397893306150187;0.0
Borculo;0.26654253795474075;0.3297049556001146;0.2539386995130335;0.044256659982812946;0.027212832999140648;0.036379260956745915;0.025923804067602405;0.006588370094528788;0.0005729017473503294;0.0038670867946147235;0.0027212832999140646;0.0010025780578630766;0.00014322543683758235;0.00014322543683758235;0.0002864508736751647;0.0007161271841879118;0.0;0.0;0.0
Borger-Odoorn;0.21574430304823913;0.42148564664101806;0.16928085232317253;0.05137614678899083;0.04048535069547203;0.03551346552234389;0.03344184670020716;0.02047943178455164;0.0020124297129328205;0.004143237644273453;0.003788102989050015;0.001242971293282036;0.0004143237644273454;5.918910920390648e-05;0.0005327019828351583;0.0;0.0;0.0;0.0
Borne;0.4076934726639406;0.2724519157958504;0.15871573527184613;0.04967439042859306;0.02862335302135393;0.035817052854762985;0.03483265182492806;0.006739360896562169;0.0003786157807057398;0.0;0.0028774799333636226;0.0009844010298349236;0.0006057852491291837;0.0;0.00030289262456459186;0.00030289262456459186;0.0;0.0;0.0
Borsele;0.387822824989179;0.17609291588515366;0.1336747944019622;0.04465445101716924;0.04530370797864666;0.030298658202279612;0.02178617804068677;0.02092050209205021;0.1278314817486654;0.005699033328524022;0.0033905641321598616;0.0012263742605684606;0.0007213966238638004;0.0002164189871591401;0.0003606983119319002;0.0;0.0;0.0;0.0
Boskoop;0.3722331913124805;0.1612802660293048;0.21926634105788215;0.039488724929855556;0.06276628909903356;0.04011223111295854;0.03585160552842149;0.027642107450898887;0.031279226852332954;0.003948872492985555;0.003948872492985555;0.0007274238802868129;0.0007274238802868129;0.0003117530915514912;0.0002078353943676608;0.0002078353943676608;0.0;0.0;0.0
Boxmeer;0.4251014335948066;0.2097376251014336;0.14276440357046255;0.10289423857181498;0.04419799837706248;0.0360292128753043;0.027048958615093318;0.002867189613199892;0.00021639166892074656;0.0031917771165810116;0.003570462537192318;0.0009196645929131728;0.0002704895861509332;0.0002704895861509332;0.0003245875033811198;0.00037868542061130644;0.0;0.00021639166892074656;0.0
Boxtel;0.34157933917425415;0.26049361507186625;0.15312374735154327;0.0994674454561072;0.04283341922922751;0.04741453358529462;0.039912958827234724;0.003206780049246979;0.0005726392945083891;0.003893947202657046;0.003378571837599496;0.0023478211074843955;0.0009162228712134226;0.00017179178835251675;0.00011452785890167783;0.0003435835767050335;0.00011452785890167783;0.00011452785890167783;0.0
Breda;0.261426984714656;0.26259057491934207;0.2149045327127519;0.07936743005236156;0.05230866874702491;0.05889882054265616;0.051874966943460096;0.0048659226741418525;0.0008568255143597609;0.004664938911514254;0.003956206695932723;0.00176654149256889;0.0008885597926693817;0.0006875760300417835;0.00023271804093721903;0.00031734278309620775;0.00022213994816734541;0.00016924948431797747;0.0
Breukelen;0.33769410763667307;0.17007019783024888;0.2292065517974899;0.038715166985747715;0.0437141033822591;0.04701127419697937;0.048925760476494363;0.02839821314613912;0.0463731121038077;0.004679855349925548;0.003084450116996384;0.0008508827908955541;0.0007445224420336099;0.0;0.00010636034886194426;0.0003190810465858328;0.0;0.00010636034886194426;0.0
Brielle;0.22275625306522806;0.2459048553212359;0.28082393330063754;0.05022069641981364;0.0946542422756253;0.03531142717018146;0.0424717999019127;0.007748896517900932;0.0022560078469838155;0.008435507601765571;0.004806277587052476;0.0012751348700343306;0.0013732221677292791;0.0;0.0005885237861696911;0.000980872976949485;9.808729769494851e-05;0.00019617459538989702;9.808729769494851e-05
Brummen;0.25298644192011727;0.36592158299743494;0.1953096372297545;0.05034811286185416;0.03950164895566141;0.04133382191278857;0.035397581531696594;0.005936240381091975;0.0021986075485525836;0.003737632832539392;0.0031513374862587027;0.001245877610846464;0.0008061561011359472;0.0005862953462806889;0.00131916452913155;0.0;0.0;0.00021986075485525832;0.0
Brunssum;0.29889190144995875;0.33791111635034776;0.11275492160792172;0.10320641282565131;0.05876458799952847;0.037250972533301896;0.023105033596604974;0.009784274431215371;0.0007072969468348461;0.008074973476364494;0.005304727101261346;0.0015914181303784039;0.0014735353059059295;0.0;0.0008841211835435577;0.0002947070611811859;0.0;0.0;0.0
Bunnik;0.3346862316578208;0.21282131335206578;0.20532833801644293;0.05130606722863982;0.03819336039129982;0.07388906233739202;0.05765428244354251;0.008845873660110313;0.00967842647517952;0.003746487667811427;0.0027057966489749193;0.000416276407534603;0.00031220730565095225;0.00010406910188365075;0.0002081382037673015;0.00010406910188365075;0.0;0.0;0.0
Bunschoten;0.5245408743702259;0.05818300016252235;0.07281001137656427;0.013489354786283114;0.03201690232406956;0.012351698358524297;0.010645213716886072;0.2519096375751666;0.018933853404843166;0.0017877458150495694;0.001381439947992849;0.0007313505607020966;0.0004063058670567203;8.126117341134406e-05;8.126117341134406e-05;8.126117341134406e-05;0.00024378352023403217;0.00032504469364537625;0.0
Buren;0.26252795744423624;0.2741945233633561;0.2367164359547845;0.037961675633198334;0.061415704527594754;0.028713050837212113;0.035725080094299706;0.013238227649156742;0.03935199177900018;0.004473191077797255;0.003324669044308771;0.0013298676177235084;0.0005440367527050716;6.044852807834129e-05;0.00042313969654838907;0.0;0.0;0.0;0.0
Bussum;0.24230342182295347;0.2214091046734632;0.27924699707277684;0.05228626223882103;0.04723932572928233;0.05743413747855052;0.07313011002321591;0.011254668416271324;0.003028161905723226;0.005803976985969517;0.0038356717472494196;0.001463611587766226;0.0008075098415261935;0.0002018774603815484;0.0003532855556677097;0.0002018774603815484;0.0;0.0;0.0
Capelle aan den IJssel;0.22042360449854595;0.2635303806263994;0.19857425946418922;0.04802223537586535;0.10409964742517436;0.036158221169930775;0.038525876933371075;0.02606994878657642;0.04791929382093316;0.007797822786113184;0.00460663458321538;0.0010294155493218726;0.0014154463803175746;0.0002830892760635149;0.000411766219728749;0.0006433847183261703;0.00033456005352960856;0.00015441233239828087;0.0
Castricum;0.2890931320881993;0.23289346093848814;0.23382098739407225;0.05426029765167165;0.04536447573675113;0.06517981365150302;0.06214427252413677;0.004764113158227582;0.0007167249884059194;0.005270036679455289;0.004047388169821662;0.0010540073358910578;0.0011804882161979848;4.216029343564231e-05;0.00012648088030692693;0.0;0.0;4.216029343564231e-05;0.0
Coevorden;0.270198270591318;0.37863568870643727;0.18621713686784871;0.043147873176696654;0.03760153725216176;0.03231723294610883;0.028954493842256967;0.011878766704515677;0.002401956502751332;0.0034937549130928465;0.0029696916761289193;0.0010917984103415146;0.0004803913005502664;0.0;0.0003930474277229452;0.0002183596820683029;0.0;0.0;0.0
Cranendonck;0.4377955323658895;0.19688570030979943;0.17479210826675362;0.056171531061470735;0.06220446763411055;0.02413174629055927;0.02910484265449209;0.003994782325126366;0.0004076308495026904;0.0038317299853252895;0.006522093592043046;0.003179520626120985;0.0002445785097016142;0.0;0.0003261046796021523;0.00016305233980107615;8.152616990053807e-05;0.00016305233980107615;0.0
Cromstrijen;0.27296037296037295;0.2527972027972028;0.22797202797202798;0.03811188811188811;0.07167832167832168;0.02773892773892774;0.029487179487179487;0.015268065268065269;0.052214452214452214;0.005594405594405594;0.0038461538461538464;0.0004662004662004662;0.0006993006993006993;0.0;0.00011655011655011655;0.0008158508158508159;0.0002331002331002331;0.0;0.0
Cuijk;0.3383831428177937;0.2692466602396364;0.15183858972593306;0.08697149153009227;0.05474452554744526;0.04689436716705688;0.03332874259743837;0.0019281090758848643;0.0004131662305467566;0.004751411651287701;0.005026855804985539;0.0017903869990359455;0.0005508883073956756;0.0033741908827985127;0.00034430519212229723;0.0001377220768489189;0.0001377220768489189;0.0001377220768489189;0.0
Culemborg;0.23381366624609867;0.2786373597184408;0.20213825619231024;0.07736237465967195;0.06288598180490072;0.06753436483166213;0.044890098944152995;0.011952984925957899;0.00763662925825088;0.004914004914004914;0.0038515173650308784;0.002191380569758948;0.0009960820771631582;0.0007968656617305266;0.0003984328308652633;0.0;0.0;0.0;0.0
Dalfsen;0.4918668596237337;0.18720694645441388;0.11837916063675832;0.03183791606367583;0.028075253256150505;0.02454413892908828;0.021186685962373372;0.07808972503617945;0.014703328509406657;0.0;0.002199710564399421;0.0010419681620839362;0.0005788712011577424;0.0;0.00011577424023154849;0.00017366136034732273;0.0;0.0;0.0
Dantumadeel;0.4240162271805274;0.2690466531440162;0.06296146044624747;0.04267748478701826;0.03407707910750507;0.028965517241379312;0.01647058823529412;0.06636916835699797;0.04567951318458418;0.002028397565922921;0.006247464503042597;0.0007302231237322516;0.0002434077079107505;0.0;0.00040567951318458417;0.0;0.0;8.113590263691683e-05;0.0
De Bilt;0.2534670890531503;0.20109116508271735;0.25649419218585007;0.056634987680394225;0.0426610348468849;0.06546990496304118;0.06818021823301654;0.019570573741640267;0.02597676874340021;0.00598380851812742;0.0024287222808870115;0.0005631819781766983;0.0006335797254487857;0.00010559662090813094;0.00014079549454417458;0.00035198873636043646;7.039774727208729e-05;0.00017599436818021823;0.0
De Lier;0.5489277091322255;0.09785541826445107;0.19130805283340435;0.024570373526487714;0.06774605879846612;0.022724044879988636;0.020167589830989915;0.016616957818491693;0.0017043033659991478;0.0036926572929981537;0.002982530890498509;0.00042607584149978694;0.0008521516829995739;0.0;0.000284050560999858;0.000142025280499929;0.0;0.0;0.0
De Marne;0.26861477943242484;0.33408260747400953;0.12939027816802473;0.0674346726608598;0.03779151447035684;0.04313009272267491;0.02360213543130093;0.08050014048890138;0.0028097780275358245;0.0070244450688395615;0.00224782242202866;0.0021073335206518687;0.0007024445068839561;0.0;0.0004214667041303737;0.0;0.0;0.00014048890137679124;0.0
De Ronde Venen;0.372242943316296;0.15034304922411015;0.2613160197080628;0.03881751623152369;0.05894000092093751;0.03292351613942994;0.03812681309573145;0.02233273472394898;0.012939172077174564;0.004328406317631349;0.004512593820509278;0.0018418750287792973;0.000736750011511719;0.00023023437859741216;4.6046875719482436e-05;0.00023023437859741216;0.0;9.209375143896487e-05;0.0
De Wolden;0.3013261922978832;0.27722519765365977;0.24126498342259628;0.035896454985972964;0.044503953073195615;0.03423871461361897;0.03226217801581229;0.02002040295842897;0.002869166029074216;0.003379239989798521;0.00408059168579444;0.0018490181076256057;0.0005738332058148432;6.375924509053813e-05;0.00031879622545269063;0.00012751849018107625;0.0;0.0;0.0
Delft;0.1981900606721658;0.29441338877905787;0.17758538414343172;0.07214193196536915;0.0653418774285909;0.08570795555252574;0.0683754857181812;0.016548503647147043;0.005095780216783694;0.006322857727179767;0.003817574476787784;0.0008862226463971641;0.0013804621991955826;0.0024541550207921466;0.0005624105255982003;0.0005283250391983094;0.0003067693775990183;0.00022155566159929102;0.00011929920239961825
Delfzijl;0.22779069767441862;0.4417441860465116;0.13040697674418605;0.05424418604651163;0.042906976744186046;0.031046511627906975;0.02575581395348837;0.032906976744186044;0.0011046511627906977;0.004651162790697674;0.004011627906976744;0.0008720930232558139;0.0007558139534883721;0.0005813953488372093;0.0011627906976744186;0.0;0.0;5.8139534883720933e-05;0.0
Den Helder;0.23042809839167455;0.2722622989593188;0.26058420056764425;0.042188978240302745;0.07308420056764428;0.039912488174077575;0.03731078524124882;0.022321428571428572;0.0043164616840113525;0.00804162724692526;0.006267738883632923;0.0015078051087984864;0.0010347682119205299;0.00023651844843897824;0.0003252128666035951;0.0;0.0;0.00017738883632923368;0.0
Deurne;0.45557567917205694;0.19586028460543337;0.14809831824062095;0.07311772315653299;0.050970245795601554;0.033738680465717985;0.025252263906856403;0.0024838292367399743;0.0006727037516170763;0.003984476067270375;0.006209573091849935;0.0028978007761966363;0.0003104786545924968;0.0001552393272962484;0.00010349288486416559;0.0003104786545924968;5.1746442432082794e-05;0.00020698576972833117;0.0
Deventer;0.2109573730054729;0.38524242657827795;0.15636321590996685;0.06831496184382949;0.036017112464349035;0.07344099283126493;0.04692438140753873;0.01497340630540353;0.0012526015570800894;0.0;0.003892700223541201;0.001194789177522547;0.0005973945887612735;0.0;0.0004624990364603407;0.00036614507053110305;0.0;0.0;0.0
Didam;0.42088698140200287;0.27963757749165474;0.12999523128278492;0.048927038626609444;0.05188364329995231;0.03118741058655222;0.023271340009537435;0.002861230329041488;0.0002861230329041488;0.004196471149260849;0.004482594182164998;0.0010491177873152122;0.0010491177873152122;9.537434430138292e-05;0.0;9.537434430138292e-05;0.0;9.537434430138292e-05;0.0
