RegioNaam;Partij van de Arbeid;VVD;CDA;Democraten 66;GL;SP;Reformatorische Politieke Federatie;Staatkundig Gereformeerde Partij;Gereformeerd Politiek Verbond;Centrumdemocraten;AOV/Unie55+;Nederland Mobiel;Senioren 2000;Nederlandse Middenstands Partij;De Groenen;Natuurwetpartij;Katholiek Politieke Partij;Vrije Indische Partij;Nieuw Solidair Ouderen Verbond;Nieuwe Communistische Partij;Idealisten/Jij;Het Kiezers Collectief
Druten;0.3798109385550304;0.2349763673193788;0.19401305424262885;0.08012604096331308;0.05536799459824443;0.029822192212469054;0.0013504388926401081;0.0;0.0014629754670267836;0.0;0.003038487508440243;0.0042763898266936756;0.006864731037587216;0.0034886338059869457;0.0015755120414134593;0.0007877560207067297;0.0014629754670267836;0.0005626828719333784;0.0;0.0005626828719333784;0.00022507314877335134;0.00022507314877335134
Duiven;0.30379933603836223;0.2820361490225009;0.1964588712652158;0.09457764662486168;0.05864994466986352;0.026632239026189598;0.005606787163408337;0.0005901881224640354;0.007598672076724456;0.0041313168572482475;0.0025082995204721505;0.005901881224640354;0.005164146071560309;0.0020656584286241238;0.00022132054592401327;0.0011066027296200663;0.00044264109184802655;0.0009590556990040575;0.0013279232755440797;0.0;0.00014754703061600885;7.377351530800442e-05
Echt;0.32230512468093464;0.19408992735126646;0.24612212841154527;0.055664637738071863;0.08737482819556254;0.03151384252896132;0.0017671313567641862;0.0004908698213233851;0.0009817396426467701;0.012958963282937365;0.017573139603377183;0.0039269585705870805;0.0048105242489691735;0.0031415668564696644;0.0019634792852935403;0.004025132534851757;0.005399568034557235;0.0004908698213233851;0.004516002356175142;9.817396426467701e-05;0.0004908698213233851;0.00029452189279403104
Echteld;0.33261442607237;0.2358015815959741;0.12532949916127487;0.035945363048166784;0.024442846872753415;0.017253774263120056;0.06110711718188354;0.1488138030194105;0.0033549005511622335;0.0;0.0014378145219266715;0.004313443565780014;0.0014378145219266715;0.0040738078121255695;0.0007189072609633358;0.001917086029235562;0.0;0.0004792715073088905;0.0;0.00023963575365444525;0.0007189072609633358;0.0
Edam-Volendam;0.1906040268456376;0.3579418344519016;0.27708533077660596;0.05874081176094599;0.047107702141259186;0.016299137104506232;0.0026845637583892616;0.0005113454777884309;0.002109300095877277;0.011633109619686801;0.005496963886225632;0.011185682326621925;0.0028763183125599234;0.0044742729306487695;0.0018536273569830617;0.0014701182486417386;0.0069031639501438155;0.00031959092361776926;0.0;0.00044742729306487697;0.0001278363694471077;0.0001278363694471077
Ede;0.1800792226698717;0.24315265599079122;0.2031181230321292;0.06832108880387311;0.05486339167823408;0.015438263872431189;0.07769915698953854;0.11048853979754207;0.017842028642042183;0.005806276873074449;0.003267088736161425;0.007160510546094729;0.0022344855604834613;0.003944205572671565;0.0014219453566712936;0.0008971798083759353;0.0002708467346040559;0.002589971899651285;0.0008463960456376748;0.0002708467346040559;0.00011849544638927447;0.00016927920912753497
Eemnes;0.21240024554941683;0.3337425823613669;0.20155514630652752;0.1111111111111111;0.05586249232658073;0.017597708205443013;0.018006957233476572;0.011049723756906077;0.00798035604665439;0.003887865766318805;0.0026601186822181296;0.007161857990587273;0.001841620626151013;0.009412727644771844;0.0010231225700838961;0.0010231225700838961;0.0004092490280335584;0.0016369961121342337;0.0004092490280335584;0.0004092490280335584;0.0006138735420503376;0.0002046245140167792
Eemsmond;0.3607228434504792;0.1409744408945687;0.22374201277955272;0.04952076677316294;0.05171725239616613;0.033346645367412144;0.013777955271565496;0.001996805111821086;0.09784345047923322;0.004692492012779553;0.004892172523961662;0.00439297124600639;0.003893769968051118;0.002895367412140575;0.002196485623003195;0.0011980830670926517;0.0007987220447284345;0.00019968051118210862;0.0;0.000998402555910543;0.00019968051118210862;0.0
Eersel;0.25232315569884317;0.22757443580504458;0.3205954864403565;0.07984069789493647;0.06011758012516594;0.02645552816233643;0.003223971173904798;0.00047411340792717616;0.001611985586952399;0.0037929072634174093;0.0029395031291484922;0.006068651621467855;0.003603261900246539;0.002844680447563057;0.0017068082685378343;0.002370567039635881;0.0021809216764650105;0.0002844680447563057;0.0013275175421960932;0.0;0.0002844680447563057;0.00037929072634174094
Egmond;0.29019492891689874;0.322878499193903;0.16957350139234942;0.09585226439982412;0.06097024769163125;0.022570716693536566;0.0033709511944892277;0.0010259416678880258;0.0019053202403634766;0.00659533929356588;0.002784698812838927;0.009233475010992233;0.003664077385314378;0.003664077385314378;0.0017587571449509014;0.0011725047633006009;0.0014656309541257512;0.0002931261908251502;0.0;0.0001465630954125751;0.00043968928623772536;0.00043968928623772536
Eibergen;0.3032046830042663;0.17154479611072526;0.3656116678241889;0.05536263518206171;0.05248536561166783;0.024407183252306775;0.004563944835797202;0.0005952971524952872;0.0029764857624764362;0.0040678638753844625;0.0029764857624764362;0.0018851076495684095;0.0016866752654033138;0.0034725667228891755;0.0009921619208254787;0.0016866752654033138;0.0009921619208254787;0.0002976485762476436;0.0004960809604127393;0.0003968647683301915;9.921619208254787e-05;0.00019843238416509574
Eijsden;0.2891476339752202;0.22092849679056575;0.296611434542469;0.07344379758172861;0.06687565308254964;0.02239140170174653;0.0014927601134497686;0.00014927601134497685;0.0004478280340349306;0.004329004329004329;0.006717420510523959;0.0028362442155545602;0.0038811762949693984;0.0025376921928646065;0.0005971040453799074;0.003134796238244514;0.0028362442155545602;0.0004478280340349306;0.0010449320794148381;0.0;0.0;0.00014927601134497685
Eindhoven;0.2930637913799629;0.23236832655596423;0.1620551441687128;0.10553285649123148;0.09052882889003193;0.05971525344772368;0.006609147992507692;0.0011063771969836663;0.004862236628849271;0.007113811275342346;0.010141790972350274;0.004017896136414368;0.007540834053125516;0.002261279709624511;0.0017760265530527275;0.0034744126010539697;0.0015528101010297071;0.0016304506060811925;0.004085831578334417;0.0;0.0002911518939430701;0.00027174176768019875
Elburg;0.15878538668353628;0.1840107543887395;0.22339079550846117;0.03621698560809742;0.02609520797089989;0.012414992883125099;0.16202751858295114;0.1530128103748221;0.024829985766250198;0.004902736043017555;0.0021350624703463544;0.004744583267436343;0.0011861458168590858;0.0023722916337181716;0.0007116874901154515;0.0011861458168590858;7.907638779060572e-05;0.0007116874901154515;0.0011070694290684802;7.907638779060572e-05;0.0;0.0
Elst;0.30812713310580203;0.25341296928327645;0.20243174061433447;0.12318686006825938;0.05770051194539249;0.023997440273037542;0.006292662116040956;0.002559726962457338;0.005332764505119454;0.0037329351535836178;0.0020264505119453923;0.002773037542662116;0.0021331058020477816;0.002453071672354949;0.00117320819112628;0.0009598976109215017;0.0006399317406143345;0.0;0.0006399317406143345;0.00021331058020477816;0.00021331058020477816;0.0
Emmen;0.4247125323566184;0.14969448308651323;0.20252161510151614;0.0673545933191287;0.05499304442761802;0.047139410801387595;0.019176248921446055;0.0013911144763950765;0.011322615295215622;0.0;0.005722939301625315;0.0035570268890101958;0.004120516297170226;0.0019017767525401047;0.0012854602123650706;0.0018137315325150998;0.0009156702882600503;0.00036978992410502035;0.0;0.0013206783003750727;0.00031696279209001744;0.00036978992410502035
Enkhuizen;0.3188683258881089;0.24303339714954264;0.1379493724739417;0.09848968304616039;0.09412890874282068;0.035737077217613274;0.02286747500531802;0.014145926398638587;0.006275260582854712;0.004148053605615826;0.005530738140821102;0.007764305466921932;0.004786215698787492;0.0019144862795149968;0.0012763241863433313;0.0018081259306530525;0.00010636034886194426;0.0003190810465858328;0.0;0.0;0.0003190810465858328;0.0005318017443097213
Enschede;0.364179943528089;0.20757899040488573;0.1504682569088656;0.08512948932527566;0.07761693646271194;0.03968365508694374;0.013568590374222233;0.0014437389004586746;0.02942416537837458;0.006439331025054619;0.009326808825971969;0.00338575936833229;0.003372982917885753;0.0013926330986725269;0.0014565153509052116;0.001788703062515172;0.0006515989727733841;0.0008560221799179752;0.0;0.0018270324138547828;0.00025552900893073885;0.00015331740535844333
Epe;0.2998594095199839;0.2689797148021691;0.20109459730869653;0.07129945772243422;0.042629041976300464;0.015615585458927496;0.03866238200441856;0.032888130146615784;0.008033741715203857;0.005171721229162482;0.0026611769431612773;0.003364129343241615;0.0022594898574010845;0.002510544286001205;0.0006527415143603133;0.0016569592287607954;0.0004518979714802169;0.0009540068286804579;0.0008535850572404097;0.0001004217714400482;0.0002008435428800964;0.0001004217714400482
Ermelo;0.14425981873111782;0.23898539778449143;0.2825402819738167;0.06728348439073514;0.05425478348439074;0.024546827794561934;0.07678751258811682;0.04682779456193353;0.04034491440080564;0.0028952668680765356;0.0028323262839879152;0.005224068479355489;0.002391742195367573;0.005790533736153071;0.0013217522658610272;0.0017623363544813696;0.0003147029204431017;0.0007552870090634441;0.0005664652567975831;0.00012588116817724068;0.00012588116817724068;6.294058408862034e-05
Etten-Leur;0.3173374613003096;0.2678018575851393;0.1840999557717824;0.0894515701017249;0.06772445820433437;0.037980981866430785;0.006523662096417514;0.00033171163202122956;0.002156125608137992;0.0063025210084033615;0.0037593984962406013;0.004920389208314905;0.004367536488279523;0.002156125608137992;0.0011057054400707652;0.0007187085360459974;0.0006634232640424591;0.0008292790800530739;0.001492702344095533;0.00016585581601061478;5.528527200353826e-05;5.528527200353826e-05
Ferwerderadeel;0.238629651506202;0.1340815121086828;0.4213427840126009;0.0517818468202402;0.049222287851939356;0.028745816105532587;0.01909824768655247;0.0025595589683008466;0.04213427840126009;0.0033471155739318763;0.001378224059854302;0.0;0.0015751132112620594;0.0043315613309706635;0.00039377830281551486;0.0007875566056310297;0.0;0.0005906674542232723;0.0;0.0;0.0;0.0
Franekeradeel;0.33120579610143175;0.16137657409004658;0.2967914438502674;0.06020355356218734;0.06304985337243402;0.03156805244091772;0.02363291357598758;0.0015525271692254615;0.015180265654648957;0.003105054338450923;0.0031913058478523376;0.0;0.001466275659824047;0.004053820941866483;0.0004312575470070726;0.0018975332068311196;0.0;0.00025875452820424356;0.0;0.0006037605658099017;0.0004312575470070726;0.0
Gaasterlân-Sleat;0.2265993265993266;0.17794612794612794;0.38552188552188554;0.06683501683501683;0.055218855218855216;0.017508417508417508;0.024074074074074074;0.0234006734006734;0.007575757575757576;0.0023569023569023568;0.0016835016835016834;0.0;0.0023569023569023568;0.00404040404040404;0.0021885521885521885;0.00202020202020202;0.0;0.0003367003367003367;0.0;0.0003367003367003367;0.0;0.0
Geertruidenberg;0.3435045589961181;0.254762119707502;0.1878667509253408;0.07222172068249526;0.06156901688182721;0.03593030603954139;0.003611086034124763;0.0038819174866841204;0.0024374830730342152;0.007041617766543288;0.006138846258012097;0.004694411844362192;0.005055520447774668;0.0033402545815654056;0.001263880111943667;0.0010833258102374288;0.00045138575426559535;0.0014444344136499052;0.002256928771327977;0.0006319400559718335;0.0005416629051187144;0.0002708314525593572
Geldermalsen;0.26978184174526604;0.287421700626395;0.17603859169126648;0.07387140902872777;0.04089567283461732;0.022751817985456117;0.015335877312981496;0.08474332205342357;0.007991936064511485;0.0;0.002087983296133631;0.008639930880552956;0.001583987328101375;0.0063359493124055;0.0006479948160414716;0.0008639930880552956;0.0003599971200230398;7.199942400460797e-05;0.0;0.0004319965440276478;7.199942400460797e-05;7.199942400460797e-05
Geldrop;0.2951636804526472;0.2426242758992321;0.19453051326956755;0.09558130136063586;0.07732722618887242;0.04715074767614172;0.007207328573353091;0.0007409403206250841;0.0028290448605685034;0.006937895729489425;0.007139970362387175;0.004580358345682338;0.004647716556648256;0.002626970227670753;0.0020881045399434193;0.0035699851811935874;0.001077731375454668;0.0013471642193183348;0.002155462750909336;0.0;0.00020207463289775024;0.0004715074767614172
Geleen;0.3175305147709181;0.1947048764667728;0.20885665428386108;0.07058199186272776;0.11728285865911905;0.04227843622855121;0.0024765611179904477;0.0002948287045226723;0.0013562120408042928;0.010201073176484462;0.013267291703520255;0.0024765611179904477;0.004068636122412878;0.0021227666725632407;0.0018869037089451028;0.0043634648269355505;0.001533109263517896;0.0025355268588949822;0.0012972462998997582;0.0001768972227136034;0.0003537944454272068;0.0003537944454272068
Gemert-Bakel;0.28616798432326507;0.19636461923102913;0.31948104601662275;0.05324684100277046;0.0641259544563822;0.04351645381444692;0.000878437732279208;0.00013514426650449354;0.0010135819987837015;0.006959929724981418;0.003851611595378066;0.0054057706601797414;0.005203054260423001;0.003581323062369079;0.0010811541320359483;0.002027163997567403;0.0016893033313061694;0.0016893033313061694;0.0031083181296033516;0.0;0.00033786066626123384;0.00013514426650449354
Gendringen;0.3369104283859801;0.17412375594980528;0.33794893985287755;0.0520121159671138;0.0529640848117698;0.019558632626568585;0.004500216356555603;0.0008654262224145391;0.0014712245781047166;0.005365642578970143;0.0025962786672436176;0.003028991778450887;0.002077022933794894;0.0017308524448290783;0.0006923409779316313;0.0007788836001730852;0.0015577672003461705;0.00017308524448290784;0.001038511466897447;0.0003461704889658157;0.00025962786672436173;0.0
Gendt;0.3812003968253968;0.20510912698412698;0.25669642857142855;0.0689484126984127;0.045882936507936505;0.01984126984126984;0.000496031746031746;0.000744047619047619;0.001240079365079365;0.003720238095238095;0.001984126984126984;0.007192460317460317;0.000496031746031746;0.002232142857142857;0.001240079365079365;0.000744047619047619;0.000992063492063492;0.0;0.000744047619047619;0.000248015873015873;0.000248015873015873;0.0
Genemuiden;0.150920245398773;0.09488752556237219;0.17730061349693252;0.014314928425357873;0.016359918200409;0.007361963190184049;0.1785276073619632;0.3294478527607362;0.01717791411042945;0.002044989775051125;0.0018404907975460123;0.00408997955010225;0.002044989775051125;0.003067484662576687;0.00020449897750511248;0.00020449897750511248;0.0;0.0;0.0;0.0;0.00020449897750511248;0.0
Gennep;0.31572164948453607;0.20712277413308341;0.25656044985941895;0.09934395501405811;0.05611527647610122;0.03666822867853796;0.0023430178069353325;0.00046860356138706655;0.001288659793814433;0.005623242736644799;0.003514526710402999;0.003514526710402999;0.002577319587628866;0.002577319587628866;0.0022258669165885663;0.0011715089034676663;0.0008200562324273664;0.00046860356138706655;0.001288659793814433;0.00046860356138706655;0.00011715089034676664;0.0
Giessenlanden;0.25954450434591264;0.2511827483771592;0.19969193530641435;0.0610628231928705;0.033226977665309715;0.015843327098690727;0.10364176477060183;0.04697986577181208;0.0064913631862691164;0.004951039718340851;0.0024205083067444164;0.0064913631862691164;0.001320277258224227;0.003300693145560568;0.0008801848388161514;0.0011002310485201893;0.00033006931455605677;0.0004400924194080757;0.0007701617339641324;0.00033006931455605677;0.0;0.0
Gilze en Rijen;0.31258196405153127;0.26259353544704156;0.2110622541078454;0.07760549255573555;0.05885983182905192;0.04103988274319216;0.001388567461235825;0.0011571395510298543;0.0010799969142945307;0.00917997377150351;0.004088559746972151;0.005322841934737329;0.004165702383707475;0.0035485612898248863;0.0013114248245005013;0.001388567461235825;0.0009257116408238834;0.001002854277559207;0.0012342821877651777;0.00030857054694129443;0.00015428527347064721;0.0
Goedereede;0.18874593524671285;0.20981196097836843;0.1584900325180263;0.04057684150996748;0.020359112116499364;0.013289975964937084;0.0688533861162166;0.26876855648239784;0.009614025166124699;0.002969037183656157;0.0025448890145624205;0.009472642443093454;0.0014138272303124558;0.0019793581224374383;0.0018379753994061925;0.0005655308921249824;0.0;0.0;0.0002827654460624912;0.0002827654460624912;0.0001413827230312456;0.0
Goes;0.277691430939799;0.21282768625012952;0.18355610817531862;0.08294477256242877;0.06911200911822608;0.0277691430939799;0.03082582115842918;0.0693192415293752;0.016941249611439228;0.003522950989534763;0.004092840120194798;0.009066417987773287;0.003574759092322039;0.0016060511864055538;0.001502434980831002;0.0018650917003419335;0.0012433944668946222;0.0010361620557455186;0.0006735053362345871;0.00041446482229820747;0.00041446482229820747;0.0
Goirle;0.3090640151203879;0.24562412687977647;0.2060152847399129;0.09121538335113814;0.07305448270194757;0.048319500369792094;0.0017256964417782892;0.00032870408414824553;0.0008217602103706139;0.0047662092201495605;0.00295833675733421;0.003204864820445394;0.0036979209466677623;0.002793984715260087;0.001068288273481798;0.0016435204207412278;0.001068288273481798;0.00032870408414824553;0.0017256964417782892;0.00041088010518530694;0.0;0.00016435204207412277
Goor;0.34558332219697985;0.22718161165308032;0.21461980489108645;0.08178538019510892;0.03955632767606575;0.053187224375250565;0.009889081919016437;0.0006681812107443538;0.004276359748763865;0.0034745422958706402;0.004276359748763865;0.005612722170252572;0.002939997327275157;0.0026727248429774153;0.001202726179339837;0.001202726179339837;0.00013363624214887077;0.0005345449685954831;0.0;0.00040090872644661234;0.00040090872644661234;0.00040090872644661234
Gorinchem;0.3334711231841266;0.24424235266328098;0.1279674028581552;0.09182709342151883;0.06785165938348883;0.029644502184953347;0.040805480099208695;0.021318058344159677;0.01062950277548128;0.006377701665288768;0.011456241880240935;0.004251801110192512;0.0027754812802645566;0.001299161450336601;0.0025392701074760837;0.001299161450336601;0.0002362111727884729;0.00041336955237982755;0.0008267391047596551;0.00041336955237982755;0.0002362111727884729;0.00011810558639423645
Gorssel;0.26212290502793295;0.32513966480446926;0.21664804469273743;0.10391061452513967;0.04581005586592179;0.01553072625698324;0.006927374301675978;0.001229050279329609;0.005139664804469274;0.002011173184357542;0.002569832402234637;0.0032402234636871507;0.001787709497206704;0.003798882681564246;0.001452513966480447;0.001340782122905028;0.000111731843575419;0.000223463687150838;0.0005586592178770949;0.000335195530726257;0.000111731843575419;0.0
Gouda;0.27851146601146604;0.25788288288288286;0.12755937755937755;0.11222870597870598;0.07808660933660934;0.035498566748566746;0.03375819000819001;0.031582719082719084;0.014690827190827191;0.010160728910728912;0.004760442260442261;0.003762285012285012;0.004837223587223587;0.0020475020475020475;0.001074938574938575;0.0015868140868140867;0.0005118755118755119;0.0005886568386568386;0.0;0.0004095004095004095;0.00025593775593775594;0.00020475020475020476
Graafstroom;0.15869149121280668;0.16112754480598573;0.2756220636854011;0.03636680006960153;0.024534539759874716;0.007134156951452932;0.14181311988863754;0.1706977553506177;0.010614233513137289;0.00400208804593701;0.0008700191404210892;0.0031320689055159214;0.0003480076561684357;0.0019140421089263965;0.001392030624673743;0.001218026796589525;0.0;0.00017400382808421786;0.0003480076561684357;0.0;0.0;0.0
Graft-De Rijp;0.2703117015840572;0.33980582524271846;0.1660705160960654;0.0970873786407767;0.0628513030148186;0.01992846193152785;0.002043944813490036;0.000510986203372509;0.0012774655084312723;0.005620848237097598;0.006387327542156361;0.01200817577925396;0.0035769034236075624;0.007153806847215125;0.0012774655084312723;0.0022994379151762903;0.0012774655084312723;0.0002554931016862545;0.0;0.0002554931016862545;0.0;0.0
Gramsbergen;0.32769607843137255;0.12181372549019608;0.3892156862745098;0.03553921568627451;0.030637254901960783;0.013970588235294118;0.01911764705882353;0.0022058823529411764;0.041176470588235294;0.0031862745098039215;0.002696078431372549;0.0024509803921568627;0.001715686274509804;0.006372549019607843;0.000980392156862745;0.0004901960784313725;0.0004901960784313725;0.0;0.0;0.0;0.0;0.00024509803921568627
Grave;0.2850914205344585;0.2617440225035162;0.2150492264416315;0.0819971870604782;0.06118143459915612;0.06343178621659634;0.002531645569620253;0.0;0.001969057665260197;0.0057665260196905765;0.004641350210970464;0.006610407876230661;0.002390998593530239;0.002390998593530239;0.0011251758087201125;0.0011251758087201125;0.0004219409282700422;0.0005625879043600563;0.0012658227848101266;0.0;0.0005625879043600563;0.00014064697609001407
Groenlo;0.32405861621220555;0.1994064181042478;0.33871266926358745;0.04897050639955482;0.05249489890558338;0.015952513448339825;0.0012984603969578928;0.0001854943424225561;0.0012984603969578928;0.0024114264514932295;0.00333889816360601;0.0027824151363383415;0.0022259321090706734;0.0012984603969578928;0.0012984603969578928;0.0011129660545353367;0.0022259321090706734;0.0001854943424225561;0.0001854943424225561;0.0001854943424225561;0.0;0.0003709886848451122
Groesbeek;0.3860633484162896;0.19122171945701358;0.2232579185520362;0.06579185520361991;0.07420814479638009;0.03565610859728507;0.0033484162895927603;0.0005429864253393666;0.0010859728506787331;0.0;0.0036199095022624436;0.0036199095022624436;0.003167420814479638;0.0021719457013574662;0.0018099547511312218;0.000995475113122172;0.0013574660633484162;0.00045248868778280545;0.0;0.0008144796380090498;0.00018099547511312217;0.0006334841628959276
Groningen;0.3532181948946316;0.16455995507433424;0.09205820632309042;0.13100363543216323;0.12907261997418745;0.0582457315691471;0.01054176806139841;0.0010738810455069407;0.037162195446350285;0.0027487413917104265;0.0045221229347494115;0.0022364311681658307;0.0034679461286095704;0.0011329937636082403;0.0033300164530398716;0.001990128176077083;0.00047290174481039594;0.0006797962581649442;0.0;0.002078797253229032;0.00040393690702554655;0.0
Grootegast;0.2302223566782635;0.11677507184994705;0.40992285584631677;0.04235365300257147;0.03463923763424595;0.015428830736651036;0.03736197247012555;0.006201784903947965;0.0875813038874603;0.0031765239751928606;0.0021176826501285734;0.005596732718196945;0.001210104371502042;0.005294206625321434;0.0007563152321887763;0.000605052185751021;0.0;0.0003025260928755105;0.0;0.00015126304643775526;0.0003025260928755105;0.0
Grubbenvorst;0.23309897241752298;0.29421308815575986;0.30502974580854514;0.0730124391563007;0.04245538128718226;0.02163331530557058;0.0018929150892374256;0.001081665765278529;0.0005408328826392645;0.006219578150351541;0.004056246619794483;0.0016224986479177934;0.003515413737155219;0.002163331530557058;0.002163331530557058;0.003244997295835587;0.001081665765278529;0.0;0.002163331530557058;0.0005408328826392645;0.00027041644131963225;0.0
Gulpen;0.2884406853177185;0.1676425937974409;0.3203209715896769;0.05877250054218174;0.07720667967902842;0.03860333983951421;0.00021687269572760788;0.0006506180871828237;0.0028193450444589027;0.009108653220559532;0.0082411624376491;0.006072435480373021;0.00412058121882455;0.001734981565820863;0.001951854261548471;0.006723053567555845;0.004337453914552158;0.0;0.002168726957276079;0.00021687269572760788;0.00021687269572760788;0.00043374539145521576
Haaksbergen;0.26329113924050634;0.2239099859353024;0.3457102672292546;0.06969057665260196;0.04317862165963432;0.022925457102672294;0.003938115330520394;0.0004219409282700422;0.0028129395218002813;0.006329113924050633;0.005063291139240506;0.0024613220815752463;0.0027426160337552744;0.0017580872011251757;0.0011954992967651195;0.0011954992967651195;0.0013361462728551335;0.0010548523206751054;0.0;0.00035161744022503517;0.0004219409282700422;0.0002109704641350211
Haaren;0.2588675351476848;0.22984651102798917;0.32026312395201856;0.08306462014703986;0.058300012898232945;0.018573455436605185;0.0012898232942086935;0.0006449116471043467;0.0014188056236295627;0.003353540564942603;0.003353540564942603;0.005030310847413904;0.004643363859151296;0.005417257835676512;0.001547787953050432;0.001547787953050432;0.0009028763059460854;0.00025796465884173866;0.001160840964787824;0.0;0.00012898232942086933;0.000386946988262608
Haarlem;0.315677625807727;0.2536046554727751;0.12267566131682667;0.11820304681418882;0.10422921531561585;0.0312588803637397;0.010415508358352792;0.0018285827248353658;0.005485748174506097;0.0060911573198907795;0.005164510668791776;0.005646366927363258;0.0068201193520886615;0.0028046505306596487;0.004126666419560893;0.001840938013516686;0.0013467264662638842;0.0010131336718682432;0.0;0.0006795408774726021;0.0003335927943956411;0.0007536726095605223
Haarlemmerliede en Spaarnwoude;0.2148031496062992;0.33070866141732286;0.20188976377952755;0.10614173228346457;0.08;0.01763779527559055;0.007244094488188977;0.0025196850393700786;0.004724409448818898;0.006929133858267717;0.007244094488188977;0.004409448818897638;0.0034645669291338585;0.005669291338582677;0.0031496062992125984;0.0006299212598425197;0.001889763779527559;0.0;0.0;0.0006299212598425197;0.00031496062992125983;0.0
Haarlemmermeer;0.21939221868242517;0.3779732919562239;0.15078985160363811;0.09867780327165283;0.0656476453013321;0.01738168732771001;0.017315660025420513;0.008071837704890972;0.008484508344200326;0.004753965764843763;0.004225747346527789;0.011389709644938182;0.0058104026014757105;0.004886020369422757;0.0010894504877766956;0.0016011620805202952;0.0007263003251844638;0.0009904095343424505;0.0;0.0003466433370198577;0.00013205460457899342;0.00031362968587510937
Haelen;0.2572443447373341;0.2757524770985231;0.2422882781828379;0.08711908767994017;0.06786315199102635;0.020190689848569827;0.0026173116470368293;0.0007478033277248083;0.0011217049915872126;0.011404000747803327;0.007664984109179286;0.00448681996634885;0.005608524957936063;0.0029912133108992334;0.0024303608151056274;0.005795475789867265;0.0029912133108992334;0.0001869508319312021;0.0013086558235184146;0.0;0.0;0.0001869508319312021
Halderberge;0.30992030065444176;0.2760318797382233;0.2097453508715091;0.07205339208190242;0.05280891595930798;0.03129657228017884;0.0036285880904555175;0.0007127583749109052;0.001684701613425776;0.016782219918356767;0.0037581805222575;0.00706278753320806;0.004406142681267414;0.003369403226851552;0.000842350806712888;0.0011663318862178448;0.001360720533920819;0.0004535735113069397;0.0023326637724356896;0.0003239810795049569;0.00019438864770297414;6.479621590099139e-05
Hardenberg;0.2549549969687077;0.11677470503194516;0.33959800401063284;0.036235601361749754;0.035489437112344355;0.013617497551648556;0.01865410623513501;0.0036841859814391643;0.16443594646271512;0.003124562794385114;0.0032644685911486265;0.0037774565126148392;0.0019120458891013384;0.0027981159352702513;0.0004197173902905377;0.0004197173902905377;0.0004197173902905377;9.327053117567504e-05;0.0;0.00013990579676351257;4.663526558783752e-05;0.00013990579676351257
Harderwijk;0.19041500095183705;0.2554254711593375;0.2624690652960213;0.07186369693508471;0.050923281934132876;0.017418617932609938;0.07010279840091377;0.03093470397867885;0.02926898914905768;0.0040453074433656954;0.0019988577955454027;0.0048543689320388345;0.0016657148296211689;0.0034266133637921186;0.0010946126023224825;0.001332571863696935;0.00014277555682467162;0.0008090614886731392;0.0005711022272986865;0.00042832667047401483;0.0005711022272986865;0.0002379592613744527
Hardinxveld-Giessendam;0.22717822717822717;0.1615951615951616;0.151011151011151;0.03127953127953128;0.025042525042525042;0.012474012474012475;0.13277263277263276;0.18493668493668494;0.055944055944055944;0.004536004536004536;0.00189000189000189;0.0059535059535059534;0.001701001701001701;0.0017955017955017954;0.000567000567000567;0.0004725004725004725;9.45000945000945e-05;9.45000945000945e-05;0.0004725004725004725;0.0;0.0;0.000189000189000189
Haren;0.2527279968140183;0.27837514934289126;0.16861808044603743;0.13890880127439267;0.07120669056152927;0.012982875348466746;0.010593389088012745;0.002867383512544803;0.04245320589406611;0.0015929908403026682;0.0049382716049382715;0.00302668259657507;0.004858622062923138;0.001991238550378335;0.0024691358024691358;0.0008761449621664675;0.0007168458781362007;0.00039824771007566706;0.0;0.00023894862604540023;0.00015929908403026683;0.0
Harenkarspel;0.2495000588166098;0.297494412422068;0.20985766380425833;0.10598753087872015;0.07305022938477826;0.021762145629925893;0.004705328784848841;0.0003528996588636631;0.0059992942006822725;0.003999529467121515;0.004117162686742736;0.007410892836136925;0.005175861663333725;0.0043524291259851786;0.0021173979531819787;0.0019997647335607575;0.0009410657569697683;0.00023526643924244207;0.0;0.00047053287848488413;0.00047053287848488413;0.0
Harlingen;0.3784545967287084;0.18939650310208686;0.1748448956570784;0.0745628877608573;0.07997743936830232;0.038917089678511;0.013987591652566272;0.0011280315848843769;0.02571912013536379;0.007219402143260011;0.0029328821206993797;0.0;0.0047377326565143825;0.00338409475465313;0.0015792442188381276;0.0020304568527918783;0.0;0.00011280315848843768;0.0;0.0005640157924421884;0.0004512126339537507;0.0
Harmelen;0.19589189189189188;0.3117837837837838;0.2387027027027027;0.10443243243243243;0.05556756756756757;0.014702702702702703;0.021837837837837836;0.02054054054054054;0.005189189189189189;0.005621621621621622;0.003243243243243243;0.0075675675675675675;0.0034594594594594594;0.004324324324324324;0.0017297297297297297;0.0012972972972972972;0.0015135135135135136;0.001081081081081081;0.00043243243243243243;0.00043243243243243243;0.00043243243243243243;0.00021621621621621621
Hasselt;0.24097472924187727;0.14417870036101083;0.2378158844765343;0.034070397111913356;0.030911552346570396;0.009250902527075812;0.1098826714801444;0.042644404332129966;0.13673285198555957;0.001128158844765343;0.002256317689530686;0.00315884476534296;0.0013537906137184115;0.002707581227436823;0.0018050541516245488;0.0002256317689530686;0.0002256317689530686;0.0;0.0;0.0002256317689530686;0.0004512635379061372;0.0
