RegioNaam;VVD;Partij van de Arbeid;PVV;CDA;SP;Democraten 66;GROENLINKS;ChristenUnie;Staatkundig Gereformeerde Partij;Partij voor de Dieren;TROTS op Nederland Lijst Rita Verdonk;Partij voor Mens en Spirit;Piratenpartij;Lijst 17;Partij TTn;Nieuw Nederland;Heel NL;Evangelische Partij Nederland
Almere;0.2589606305904349;0.23684322348991863;0.17677990949072597;0.051522298000722375;0.09408927698812332;0.06363269381944887;0.06501370386895276;0.020683281279877622;0.0012535321987804618;0.015987847111564365;0.008179828754753862;0.0031444536511781077;0.0016784583678585846;0.0008604754923831984;0.00033994093526249815;0.00020183993031210826;0.0;0.0008286060297023392
Alphen aan den Rijn;0.26000477554918816;0.1718720152817574;0.13784622731614135;0.12332855778414517;0.08567335243553009;0.07846227316141356;0.06563992359121298;0.04183381088825215;0.011270296084049666;0.013037249283667621;0.0058500477554918814;0.002507163323782235;0.0009073543457497613;0.0010028653295128939;0.0002387774594078319;0.00035816618911174784;0.00016714422158548234;0.0
Alphen-Chaam;0.2565789473684211;0.10948043184885291;0.15114709851551958;0.2719298245614035;0.0895748987854251;0.05263157894736842;0.04048582995951417;0.004554655870445344;0.0005060728744939271;0.009446693657219974;0.00860323886639676;0.002699055330634278;0.0006747638326585695;0.001349527665317139;0.0;0.00016869095816464237;0.00016869095816464237;0.0
Ameland;0.20456870098874871;0.19809069212410502;0.12649164677804295;0.24684623252642346;0.06068871462666212;0.051824070917149676;0.06682577565632458;0.018411183088987385;0.004091374019774974;0.008864643709512444;0.00477326968973747;0.007159904534606206;0.0006818956699624957;0.0;0.0;0.0006818956699624957;0.0;0.0
Amersfoort;0.21962419698923694;0.20690860441851777;0.11482601935662717;0.10104978968048307;0.08285022116694186;0.0906121563475515;0.09287806289095928;0.06045631500922031;0.008485096843399343;0.01248659137750244;0.0038568622015451555;0.00338680712073184;0.0013257963817811472;0.0005664766358519447;0.0002048958044570864;0.00030131735949571526;0.00018079041569742915;0.0
Amstelveen;0.2858058668788823;0.21303357870769501;0.11249640780776798;0.09284435307381127;0.06547737471538785;0.10809735393593739;0.07827663196056325;0.016645666158233305;0.001945310254879855;0.015673011030793375;0.003536927736145191;0.0036253509295488206;0.0010610783208435573;0.0009726551274399275;0.0002652695802108893;0.00024316378185998188;0.0;0.0
Amsterdam;0.16830299630137555;0.35276150105971826;0.09395129451855545;0.0329993142999626;0.07244005319369987;0.1184728629015501;0.12516623031209742;0.008843972073307567;0.0007116735236670407;0.017991833935918213;0.0027713709844990235;0.0023817686905207164;0.001566201221792794;0.0005870007895939825;0.0004908988904126667;0.0002415534222665503;0.0;0.0003194738810622117
Andijk;0.23197084092684198;0.1338193178859672;0.159333506899245;0.17703722988804999;0.09476698776360323;0.0453007029419422;0.04738349388180162;0.06534756573808904;0.014579536579015881;0.017183025253840144;0.007550117156990367;0.004165581879718824;0.0007810466024472793;0.0002603488674824265;0.0002603488674824265;0.0002603488674824265;0.0;0.0
Anna Paulowna;0.3073541641915172;0.15278602827610788;0.15777592966615184;0.14779612688606392;0.09053106807651182;0.05275038612332185;0.04574076274206962;0.01805869074492099;0.001425686111441131;0.011286681715575621;0.008791731020553641;0.002376143519068552;0.0007128430557205655;0.00047522870381371034;0.0015444932873945585;0.00023761435190685517;0.00011880717595342758;0.00023761435190685517
Apeldoorn;0.2037041142046462;0.20767201631494947;0.1264297747827629;0.13438774605426493;0.0924476857598865;0.0732066855825501;0.06411819471537507;0.04547570491221848;0.02766447951764497;0.014087160844121299;0.004699414789856357;0.003291807057989005;0.0009642667139563752;0.0006871785777620145;0.00019950345805993971;0.000310338712537684;0.0004433410179109771;0.00021058698350771415
Appingedam;0.1187315634218289;0.31740412979351035;0.1415929203539823;0.1314159292035398;0.13539823008849558;0.040117994100294985;0.04926253687315634;0.04365781710914454;0.002359882005899705;0.013126843657817109;0.0038348082595870206;0.002359882005899705;0.0004424778761061947;0.0002949852507374631;0.0;0.0;0.0;0.0
Arnhem;0.17143326758711375;0.24519546856824964;0.13590502199969656;0.07411621908663328;0.12297071764527386;0.09354928437768674;0.10623071865675415;0.020558337126384465;0.0016183684822738077;0.018042279876599402;0.0036539725888838316;0.003211449957012087;0.0015172204521316948;0.001024123805188894;0.0002908005866585748;0.00020229606028422596;0.00025287007535528244;0.0002275830678197542
Assen;0.16419982710292616;0.2803552248971786;0.10266418672883976;0.09831556335629896;0.11316899379142326;0.06027820710973725;0.07235480575275718;0.08230948576218794;0.005029733057396589;0.01176224032693265;0.0038508893720692636;0.002986404002829225;0.0012574332643491472;0.000785895790218217;0.0002881617897466796;0.0002357687370654651;0.0001571791580436434;0.0
Asten;0.2074517494065435;0.12550314789968006;0.16358757353700074;0.2611208587057488;0.1264320363298586;0.044586644648570546;0.04231602848591186;0.00474765197646816;0.0008256786046031583;0.007327897615853029;0.009804933429662504;0.003302714418412633;0.0010320982557539477;0.0014449375580555268;0.00010320982557539478;0.00010320982557539478;0.0003096294767261843;0.0
Baarle-Nassau;0.20574162679425836;0.10871876661350345;0.18872939925571505;0.2687400318979266;0.10871876661350345;0.04253056884635832;0.04040404040404041;0.006911217437533227;0.0002658160552897395;0.014885699096225412;0.007974481658692184;0.004784688995215311;0.000531632110579479;0.001063264221158958;0.0;0.0;0.0;0.0
Baarn;0.27837910972804764;0.1645920714382357;0.12772290623731566;0.12285211744012989;0.0687322419158436;0.09369503450142065;0.07509132728994723;0.03680151535651468;0.007373833040184008;0.015694763902043024;0.003923690975510756;0.002503044242998241;0.0013529968881071574;0.0004058990664321472;0.0002029495332160736;0.00033824922202678936;0.00033824922202678936;0.0
Barendrecht;0.2792076236212201;0.1298116605387559;0.18091093269302919;0.11390410444961356;0.077474300292639;0.05942822840849404;0.053725519621820365;0.04014406843250544;0.04171981691303369;0.01388159375703459;0.005365048397989044;0.0021385157950026264;0.0012756059128085841;0.0005627673144743753;7.503564192991671e-05;0.00022510692578975013;0.00015007128385983342;0.0
Barneveld;0.18024497487437185;0.06802763819095477;0.11542085427135679;0.23483040201005026;0.03589824120603015;0.026350502512562813;0.023649497487437186;0.1077575376884422;0.19585427135678393;0.0048366834170854274;0.004365577889447236;0.0011620603015075376;0.0005653266331658291;0.0003454773869346734;3.14070351758794e-05;0.0001256281407035176;0.0;0.0005339195979899498
Bedum;0.10915876224537396;0.2358886642823822;0.08085834240398072;0.2103871870626652;0.10045094075571451;0.04229513294977453;0.06468667392318457;0.12672990203700824;0.009951795988182242;0.01197325454828176;0.004198413932514383;0.0015549681231534754;0.0004664904369460426;0.0006219872492613901;0.00015549681231534753;0.0;0.0;0.0006219872492613901
Beek;0.16245136186770429;0.14562256809338522;0.2825875486381323;0.16624513618677042;0.11342412451361868;0.04912451361867704;0.04824902723735409;0.004571984435797666;0.00029182879377431906;0.014688715953307393;0.007490272373540856;0.002821011673151751;0.0011673151750972762;0.0005836575875486381;9.72762645914397e-05;0.00029182879377431906;0.00029182879377431906;0.0
Beemster;0.327741935483871;0.16940092165898618;0.13806451612903226;0.13050691244239632;0.07594470046082949;0.06912442396313365;0.05788018433179724;0.007557603686635945;0.00018433179723502304;0.013087557603686637;0.007004608294930876;0.0016589861751152074;0.0011059907834101382;0.0005529953917050691;0.00018433179723502304;0.0;0.0;0.0
Beesel;0.16284789644012945;0.14420711974110031;0.29825242718446604;0.16828478964401294;0.11611650485436893;0.04375404530744337;0.03922330097087379;0.0036245954692556634;0.0006472491909385113;0.011779935275080906;0.006601941747572815;0.0025889967637540453;0.0016828478964401295;0.0002588996763754045;0.0;0.00012944983818770226;0.0;0.0
Bellingwedde;0.14803406414205472;0.2931690523645588;0.18680920456604458;0.07084616778401884;0.15872440659539772;0.03261460409494474;0.054901250226490304;0.022467838376517484;0.003261460409494474;0.019025185722051096;0.003986229389382134;0.0038050371444102193;0.0001811922449719152;0.001811922449719152;0.0001811922449719152;0.0;0.0;0.0001811922449719152
Bergambacht;0.23503434739941118;0.1519463526333006;0.1190709846254498;0.1414785737651292;0.06378802747791953;0.04808635917566242;0.03156689564932941;0.07392868825646058;0.11629048086359176;0.011776251226692836;0.004252535165194635;0.001144913313706248;0.0008177952240758914;0.00032711808963035657;0.00016355904481517829;0.0;0.00032711808963035657;0.0
Bergeijk;0.19849624060150375;0.11268796992481203;0.17415413533834587;0.28477443609022557;0.12039473684210526;0.04332706766917293;0.03496240601503759;0.006109022556390977;0.00037593984962406017;0.009304511278195489;0.01024436090225564;0.0025375939849624062;0.0008458646616541353;0.0008458646616541353;0.0005639097744360903;9.398496240601504e-05;0.00028195488721804513;0.0
Bergen;0.15324191186260153;0.1103714551990414;0.24377579549993342;0.22087604846225536;0.1753428305152443;0.03421648249234456;0.03621355345493277;0.0033284516043136734;0.0007988283850352816;0.008787112235388098;0.009053388363733192;0.0023964851551058447;0.0005325522566901877;0.0005325522566901877;0.00013313806417254693;0.0;0.0003994141925176408;0.0
Bergen;0.27676435406698563;0.18391148325358853;0.13292464114832536;0.1219597288676236;0.06977671451355662;0.08034290271132376;0.09085925039872408;0.006030701754385965;0.0005980861244019139;0.021082535885167463;0.006130382775119617;0.00687799043062201;0.0006977671451355662;0.0008472886762360447;0.0005980861244019139;0.0003488835725677831;0.00014952153110047846;9.968102073365231e-05
Bergen op Zoom;0.21801056086770373;0.18375909804481233;0.2061938061938062;0.12416155273298131;0.1088340231197374;0.06647638076209504;0.05717140002854289;0.008848294562580277;0.0012558869701726845;0.012301983730555159;0.008591408591408592;0.0022263450834879408;0.000999000999000999;0.0006564863707720851;0.00022834308548594262;8.562865705722849e-05;0.0001998001998001998;0.0
Berkelland;0.218377702603324;0.21282541550227974;0.11582585674363877;0.19745550816296514;0.10508898367406971;0.06416384762465069;0.0511472275334608;0.013715252242976908;0.0012501838505662598;0.008935137520223563;0.00558905721429622;0.0034563906456831885;0.0005883218120311811;0.0009192528312987204;0.00022062067951169288;0.0002573907927636417;0.0001838505662597441;0.0
Bernheze;0.20640740518122258;0.12688585682514877;0.14149185550279497;0.24319288333233155;0.16307026507182784;0.05620003606419426;0.03900943679749955;0.004027168359680231;6.010699044298852e-05;0.008234657690689427;0.0066718759391717255;0.002764921560377472;0.0008414978662018393;0.0009617118470878163;0.00012021398088597704;6.010699044298852e-05;0.0;0.0
Bernisse;0.27786540483701366;0.13998422712933753;0.19361198738170346;0.14445320715036802;0.08937960042060988;0.04442691903259727;0.03890641430073607;0.033648790746582544;0.010515247108307046;0.015115667718191377;0.00749211356466877;0.002234490010515247;0.0013144058885383807;0.0009200841219768665;0.0;0.00013144058885383806;0.0;0.0
Best;0.23191747572815535;0.1524271844660194;0.1641990291262136;0.16711165048543689;0.12427184466019417;0.07251213592233009;0.04629854368932039;0.016565533980582525;0.0013349514563106796;0.009526699029126213;0.00849514563106796;0.0024271844660194173;0.0011529126213592233;0.0011529126213592233;0.00024271844660194174;0.00036407766990291263;0.0;0.0
Beuningen;0.22048412109770077;0.1779381026228845;0.1773986919290675;0.13653833187242936;0.14125817544332817;0.06243678780931832;0.05690782819769402;0.007147191693075315;0.0009439687141797586;0.00876542377452633;0.006135796642168431;0.0016856584181781404;0.0004719843570898793;0.001415953071269638;0.00013485267345425124;6.742633672712562e-05;0.0002697053469085025;0.0
Beverwijk;0.2088982241741455;0.20316975367576856;0.19930303608936414;0.09943670040099294;0.10855451594424288;0.06449303036089364;0.07671376742409776;0.008735917510024824;0.0012411686079816689;0.015514607599770861;0.007876646935268284;0.003055184265801031;0.0015275921329005156;0.0007637960664502578;0.00033416077907198776;0.0003818980332251289;0.0;0.0
Binnenmaas;0.24588333798492884;0.15768908735696344;0.1605916829472509;0.14356684342729556;0.08037957019257605;0.0459391571308959;0.044432040189785096;0.04097125313982696;0.056321518280770304;0.01523862684900921;0.0056935528886408035;0.0013954786491766676;0.0007256488975718672;0.000948925481440134;0.0;0.00016745743790120012;5.58191459670667e-05;0.0
