RegioNaam;VVD;Partij van de Arbeid;PVV;CDA;SP;Democraten 66;GROENLINKS;ChristenUnie;Staatkundig Gereformeerde Partij;Partij voor de Dieren;TROTS op Nederland Lijst Rita Verdonk;Partij voor Mens en Spirit;Piratenpartij;Lijst 17;Partij TTn;Nieuw Nederland;Heel NL;Evangelische Partij Nederland
Bladel;0.19777209642074506;0.1199780861943024;0.16371439006574143;0.2489956172388605;0.14225712198685173;0.04793644996347699;0.045745069393718044;0.006574141709276844;0.00018261504747991235;0.010135135135135136;0.009495982468955442;0.004747991234477721;0.0009130752373995618;0.0009130752373995618;0.00018261504747991235;0.0002739225712198685;0.00018261504747991235;0.0
Blaricum;0.3932796159780559;0.13680781758957655;0.10612034973427054;0.11812103548774215;0.05880336019201097;0.09720555460312018;0.05486027773015601;0.008743356763243613;0.0018858220469741129;0.01388650780044574;0.003943082461854963;0.004285959197668438;0.0006857534716269502;0.001028630207440425;0.00017143836790673754;0.00017143836790673754;0.0;0.0
Bloemendaal;0.3970693865823876;0.14617152707944261;0.06852463726476081;0.12174974859933918;0.038212900445338316;0.12548484413159028;0.06629794569745726;0.010630656514868553;0.0014365752047119666;0.01594598477230283;0.00258583536848154;0.0031604654503663266;0.0012210889240051716;0.0005746300818847866;0.0007182876023559833;0.000215486280706795;0.0;0.0
Boarnsterhim;0.20699708454810495;0.29308866403704337;0.08609157948893843;0.12287772251757846;0.11498885268393072;0.06825587377808266;0.07331504030183501;0.01646372834848225;0.001886468873263591;0.006859886811867604;0.003515691991082147;0.003772937746527182;0.00042874292574172527;0.0007717372663351054;0.0001714971702966901;0.00042874292574172527;0.0;8.574858514834505e-05
Bodegraven;0.2309027777777778;0.13055555555555556;0.13402777777777777;0.19262152777777777;0.06848958333333334;0.04887152777777778;0.04366319444444444;0.07256944444444445;0.059722222222222225;0.009982638888888888;0.0049479166666666664;0.0019965277777777776;0.0006944444444444445;0.0005208333333333333;0.00034722222222222224;0.0;8.680555555555556e-05;0.0
Boekel;0.19157435990557473;0.09696749591429091;0.16233884147448702;0.2805520246958417;0.1594334483384783;0.04575994189213728;0.0345015434901035;0.00417650263301253;0.0005447612130016343;0.010168875976030507;0.009260940621027784;0.0018158707100054477;0.0010895224260032686;0.0012711094970038134;0.00018158707100054475;0.00018158707100054475;0.00018158707100054475;0.0
Bolsward;0.12996759338222752;0.23673887088521234;0.10336005457956678;0.23759167661606687;0.1338904997441583;0.04724543748933993;0.05543237250554324;0.03155381204161692;0.0040934675081016544;0.010915913354937745;0.004264028654272557;0.003070100631076241;0.0005116834385127068;0.0006822445846836091;0.00017056114617090227;0.00017056114617090227;0.0;0.00034112229234180454
Borger-Odoorn;0.20166306969658498;0.28062714231306335;0.13837755490669038;0.11939824806398375;0.09800685540180272;0.046083534340484955;0.052367652659641994;0.03605433540688079;0.0031737971308873937;0.01250476069569633;0.006093690491303796;0.004252888155389108;0.0006982353687952266;0.00012695188523549576;0.0;0.0004443315983242351;0.00012695188523549576;0.0
Borne;0.18781045493968304;0.18788930063865017;0.129306946306079;0.2304659780808957;0.11408972640542459;0.07017267208073799;0.04809587636994402;0.014271071513048962;0.0007096112907040921;0.006071118820468344;0.0059922731215012225;0.0033903650555862177;0.0006307655917369708;0.0007096112907040921;7.884569896712135e-05;0.00023653709690136404;7.884569896712135e-05;0.0
Borsele;0.16253464159988015;0.1321998352183357;0.13175043067934986;0.2057523780990188;0.07954460340049435;0.039322897161261326;0.04044640850872594;0.03205752378099019;0.1506254213167553;0.014081342221556438;0.007714777919256985;0.002022320425436297;0.0008988090779716875;0.000599206051981125;7.490075649764063e-05;0.00037450378248820313;0.0;0.0
Boskoop;0.2637703646237393;0.13266097750193948;0.13587498614651447;0.17943034467472016;0.06150947578410728;0.058517122908123685;0.06040119694115039;0.047101850825667736;0.03768148066053419;0.012412723041117145;0.004211459603236174;0.003989803834644797;0.0012191067272525767;0.0009974509586611992;0.0;0.0001108278842956888;0.0001108278842956888;0.0
Boxmeer;0.16364758005720376;0.09898491391397005;0.11676294094554428;0.19000616903146206;0.3372216925579048;0.040659525545398464;0.033256687790925915;0.004879143065447815;0.0009533957714093433;0.006000785149458808;0.004654814648645617;0.0015142168134148393;0.0005608210420054961;0.0007851494588076945;5.6082104200549606e-05;0.0;5.6082104200549606e-05;0.0
Boxtel;0.19292623583170138;0.18776333748738946;0.14681621268767434;0.16046525428757938;0.14117856507032223;0.07720610052815857;0.06248887306391312;0.007180582754732657;0.0010088422052103732;0.011275295234704172;0.006765177140822503;0.002789151979111032;0.0010088422052103732;0.0004154056139101537;0.00035606195478013177;0.00011868731826004391;0.00023737463652008783;0.0
Breda;0.24680422434293192;0.18917122711554638;0.14306482933363793;0.11339681616631533;0.1043416857911297;0.09448696248143802;0.07540057529153989;0.007435175858523972;0.0007892086106813155;0.01285579289504564;0.005347926769748388;0.004049886291654119;0.0013188091257437771;0.0009761264395268902;0.00019730215267032888;0.0001246118858970498;0.00023883944796934548;0.0
Breukelen;0.27733808939917515;0.1269646639170661;0.12049938691338759;0.1566157618994538;0.06242336417344778;0.07602273993980604;0.05506632482443429;0.05595808716976926;0.05149927544309441;0.009363504626017167;0.00434734143350797;0.0017835246906699365;0.0007802920521680972;0.0007802920521680972;0.00011147029316687103;0.00022294058633374206;0.00022294058633374206;0.0
Brielle;0.29298264525169776;0.15101864826991485;0.18583593834213646;0.0984154360245769;0.11587797779454564;0.06219683087204916;0.04775250619812439;0.013905357335345477;0.0031260105637598364;0.013366389996766197;0.009593618626711221;0.003988358305486687;0.0006467608062951385;0.0009701412094427077;0.0;0.00010779346771585642;0.00021558693543171284;0.0
Bronckhorst;0.2287784679089027;0.18771566597653555;0.114648033126294;0.2324016563146998;0.08704278812974466;0.056331953071083504;0.047619047619047616;0.018633540372670808;0.006124913733609386;0.00992063492063492;0.005607315389924086;0.003321256038647343;0.00047446514837819187;0.000862663906142167;0.00012939958592132506;8.62663906142167e-05;0.00021566597653554175;8.62663906142167e-05
Brummen;0.22846532655203036;0.2475175587309276;0.14006619843384194;0.11463631226285623;0.10761281989182207;0.05957859045773795;0.05965932025510616;0.015257931702591427;0.0025026237184144666;0.01162509082102204;0.007265681763138775;0.0036328408815693874;0.0005651085815774603;0.0006458383789456688;0.0;8.07297973682086e-05;0.0008880277710502947;0.0
Brunssum;0.10994732699642792;0.16473935944784163;0.3450384452382394;0.11055276381909548;0.14784767209541685;0.030514015862444753;0.046376460616334686;0.013016891687352424;0.0009686989162680874;0.015257007931222377;0.010292425985348429;0.0037537083005388387;0.0007265241872010656;0.00042380577586728825;0.00012108736453351092;0.00024217472906702184;0.0001816310468002664;0.0
Bunnik;0.23521111472918702;0.17345055899272765;0.09204385107999566;0.17562140453706718;0.06295452078584608;0.09378052751546727;0.1103874959296646;0.022468251383914034;0.013025073266037121;0.01280798871160317;0.003147726039292304;0.0039075219798111365;0.00043416910886790404;0.0006512536633018561;0.00010854227721697601;0.0;0.0;0.0
Bunschoten;0.13327143821742066;0.043298446995273465;0.14053004726536125;0.3225860904794058;0.022197839297771776;0.013335584064821066;0.015108035111411209;0.2701721809588116;0.03013166779203241;0.004135719108710331;0.00362930452397029;0.00025320729237002026;0.00042201215395003375;0.0007596218771100607;0.0;0.0;0.00016880486158001352;0.0
Buren;0.28029477731496316;0.162576097404678;0.18743992310157;0.12092278115988465;0.05805831464274271;0.054854213393143225;0.04357577699455303;0.02537648189682794;0.042614546619673184;0.013841717398269785;0.006984940724126883;0.0010893944248638258;0.000512656199935918;0.0010893944248638258;0.0001281640499839795;0.00038449214995193846;0.000256328099967959;0.0
Bussum;0.3210542863131419;0.1729197233284427;0.10155103751833996;0.09924544120729407;0.0650806958708866;0.11622301404317753;0.07985747222804443;0.016453573674282122;0.0024627960595263046;0.0150387759379585;0.0034583944665688535;0.0038251938796897925;0.0009431984908824146;0.001100398239362817;0.00031439949696080485;0.0004715992454412073;0.0;0.0
Capelle aan den IJssel;0.2121032585696149;0.18084356044576103;0.18975878121032586;0.0965439413175342;0.09123994921709691;0.060488080124135986;0.050895753985047254;0.03907462265481732;0.05275779376498801;0.016419805332204825;0.0047679503456058685;0.0024262942587106786;0.0013259980251093242;0.0009592326139088729;0.00016927634363097757;0.00011285089575398504;0.00011285089575398504;0.0
Castricum;0.26092036670861046;0.19292647851878483;0.11194499370843071;0.14232428545748696;0.08030738809994607;0.0882617292827611;0.0873629336688837;0.009077835700161784;0.0008089160524896639;0.013212295523997842;0.0059320510515908685;0.004853496314937983;0.000629156929714183;0.0008987956138774043;0.00017975912277548085;4.493978069387021e-05;4.493978069387021e-05;0.0002696386841632213
Coevorden;0.2190801159203515;0.2542769000654389;0.13798261194727493;0.15878283630924558;0.09152098719267084;0.046414882677386186;0.04505936243806675;0.023791717303916986;0.004066560717958306;0.00958212582967187;0.005188370571188184;0.0032719454052538093;0.0005141628493970272;0.00028045246330746937;0.0;0.00018696830887164625;0.0;0.0
Cranendonck;0.19851434426229508;0.12303620218579235;0.2143954918032787;0.21268784153005466;0.14241803278688525;0.0427766393442623;0.03543374316939891;0.006062158469945355;0.0008538251366120218;0.010416666666666666;0.00862363387978142;0.0025614754098360654;0.0012807377049180327;0.00034153005464480874;0.00025614754098360657;0.00025614754098360657;8.538251366120219e-05;0.0
Cromstrijen;0.27020460358056264;0.1588235294117647;0.15230179028132992;0.1286445012787724;0.08107416879795397;0.052813299232736574;0.04462915601023018;0.03235294117647059;0.05754475703324808;0.012404092071611254;0.006138107416879796;0.0012787723785166241;0.0007672634271099745;0.0005115089514066496;0.0001278772378516624;0.00038363171355498723;0.0;0.0
Cuijk;0.1746728031065727;0.17208399252121387;0.14979145692506832;0.16201639580037394;0.21580612685171868;0.055299870559470735;0.04818064144973393;0.0033798360419962604;0.00014382281029771322;0.00913274845390479;0.005393355386164245;0.0015820509132748455;0.0011505824823817058;0.001078671077232849;0.00014382281029771322;0.0;0.00014382281029771322;0.0
Culemborg;0.22005044136191676;0.21702395964691046;0.16778058007566204;0.0942622950819672;0.08360655737704918;0.07459016393442623;0.08783102143757882;0.025220680958385876;0.007881462799495587;0.011349306431273645;0.003909205548549811;0.003972257250945775;0.0011349306431273644;0.0006935687263556116;0.00044136191677175284;0.00012610340479192938;0.00012610340479192938;0.0
Dalfsen;0.16799228729814414;0.14539648107977826;0.09484213063388769;0.302000482043866;0.07477705471197879;0.04145577247529525;0.04217883827428296;0.09990359122680163;0.017293323692456012;0.005121716076162931;0.005362738009158833;0.0015666425644733672;0.0008435767654856592;0.0009640877319836105;0.00012051096649795132;0.00012051096649795132;6.025548324897566e-05;0.0
Dantumadiel;0.08149405772495756;0.18800822089178804;0.1390403002412653;0.2530604950406577;0.11151818425520507;0.02251809489768564;0.032972924671611115;0.11455633991600393;0.04217674917344295;0.007684746671432401;0.002055222947010991;0.003127513180234117;0.0008042176749173443;0.0003574300777410419;0.00026807255830578144;0.00017871503887052095;0.0;0.00017871503887052095
De Bilt;0.2666170450316338;0.1667659099367324;0.10375883885374024;0.11548195013025679;0.07290658727205061;0.10398213621138816;0.08507629326386304;0.03226646818012654;0.02776330480089319;0.015519166356531448;0.003870487532564198;0.0042054335690361;0.0008187569780424265;0.0006698920729438035;0.000148864905098623;3.721622627465575e-05;0.00011164867882396725;0.0
De Marne;0.14359617494905158;0.24894184041385797;0.1122432983226211;0.16460260228876;0.1086377175105816;0.03166640539269478;0.07477661075403669;0.0786957203323405;0.0061138109421539424;0.019438783508386896;0.005329989026493181;0.003762345195171657;0.0010973506819250665;0.0007838219156607619;0.0;0.00015676438313215238;0.0;0.00015676438313215238
De Ronde Venen;0.33224989245255965;0.10931599827924095;0.15223937670283447;0.17030734668514888;0.059174991635199084;0.0628077051766168;0.04082022847856221;0.03632713541417714;0.014387457578509632;0.011041537211414367;0.0057358634864490225;0.002820132880837436;0.0013861670092251805;0.0009081783853544285;9.559772477415038e-05;0.0003823908990966015;0.0;0.0
De Wolden;0.2721650870471197;0.1908987026954359;0.11386704308664382;0.17846339987900786;0.06970491362505882;0.0582106607514956;0.05303488606573906;0.03421388720844256;0.005915171069436042;0.010418767224574847;0.007259528130671506;0.004234724742891712;0.0006721785306177321;0.0006721785306177321;0.00020165355918531962;0.0;6.72178530617732e-05;0.0
Delft;0.18536773058741618;0.20922349664700063;0.138077613690498;0.08679321338268167;0.08417311004434021;0.13576899116860272;0.10434607350947268;0.026457546996958483;0.00456227784088827;0.014987723991351827;0.004195829821539814;0.0018688848986771226;0.0024735241306020742;0.0006779288357946425;0.00029315841547876436;0.0005863168309575287;0.00014657920773938218;0.0
Delfzijl;0.13950916004147942;0.2815070860698237;0.1591427583823021;0.1226408572416177;0.1282405807120636;0.03843760801935707;0.04438299343242309;0.059730383684756305;0.0031109574835810577;0.013895610093328724;0.005184929139301763;0.0017283097131005876;0.0010369858278603526;0.00048392671966816455;0.000138264777048047;0.00020739716557207052;0.0;0.0006221914967162116
Den Helder;0.2254924230132719;0.17905701398578708;0.2191971963526625;0.09910114547165526;0.10111302203329331;0.0508810072362657;0.054061070188532304;0.031216536327351788;0.005224389135866567;0.015413570431904468;0.013206996138494987;0.0025959697569523316;0.0014602329882856865;0.0008761397929714119;0.00032449621961904145;9.734886588571243e-05;0.00012979848784761659;0.0005516435733523705
Deurne;0.19719553936181958;0.1218394611902396;0.1754996135585735;0.2452798940046373;0.14568841779838798;0.04604173567406426;0.040852379375069005;0.004802914872474329;0.00016561775422325274;0.006569504250855692;0.010765154024511428;0.0033675610025394724;0.0007728828530418461;0.000662471016893011;0.00011041183614883516;0.00011041183614883516;0.00027602959037208787;0.0
Deventer;0.17571709089574425;0.2684663522416546;0.11273421298930099;0.10489805655979886;0.10308124277403607;0.09263915141950047;0.09096915086895084;0.0253069314198675;0.001725055513754565;0.012497476647519774;0.0060560459525426215;0.0028261547778532237;0.0012846158081151015;0.0008441761024756382;0.00018351654401644308;0.0005138463232460406;0.0002569231616230203;0.0
Diemen;0.21587158715871588;0.27482748274827484;0.15699069906990698;0.06248124812481248;0.08768376837683768;0.07725772577257725;0.08505850585058505;0.012751275127512752;0.00075007500750075;0.016051605160516052;0.0054005400540054005;0.002325232523252325;0.0011251125112511251;0.00105010501050105;0.000375037503750375;0.0;0.0;0.0
Dinkelland;0.1972818939061815;0.10947579382476358;0.1403519759503977;0.38278950335066075;0.06951838166217825;0.04277572493267364;0.03413289910440283;0.008141792446921776;0.00025051669067451617;0.005010333813490324;0.0058871422308511305;0.0028183127700883073;0.0008141792446921776;0.0005010333813490323;0.0;0.00018788751800588715;6.262917266862904e-05;0.0
Dirksland;0.16496465043205027;0.11684996072270228;0.1633935585231736;0.13648860958366063;0.07384131971720345;0.024941084053417124;0.022388059701492536;0.07659073055773763;0.20109976433621368;0.011390416339355853;0.0054988216810683424;0.0013747054202670856;0.00039277297721916735;0.00019638648860958367;0.0;0.000589159465828751;0.0;0.0
Doesburg;0.17511380880121397;0.21775417298937785;0.14931714719271624;0.11153262518968134;0.16358118361153262;0.0770864946889226;0.06251896813353566;0.01684370257966616;0.0024279210925644916;0.014264036418816389;0.0039453717754172985;0.002883156297420334;0.0013657056145675265;0.0004552352048558422;0.00015174506828528073;0.00030349013657056146;0.00015174506828528073;0.00030349013657056146
Doetinchem;0.18203574203574205;0.2294017094017094;0.14374514374514374;0.1497125097125097;0.12292152292152292;0.06132090132090132;0.06234654234654235;0.018648018648018648;0.009044289044289045;0.010971250971250972;0.004413364413364413;0.003480963480963481;0.0007459207459207459;0.0004351204351204351;9.324009324009324e-05;0.0003418803418803419;0.00024864024864024864;9.324009324009324e-05
Dongen;0.2174680505542611;0.16274800536609477;0.1547694697451105;0.16020617100896703;0.1534279460566264;0.0641107110075549;0.05076608063263433;0.011932500176516274;0.0012709171785638637;0.012214926216197134;0.0065664054225799615;0.002188801807526654;0.0006354585892819318;0.0011297041587234344;7.060650992021465e-05;7.060650992021465e-05;0.00042363905952128787;0.0
Dongeradeel;0.10535613340870548;0.1827303561334087;0.1103024307518372;0.304479932165065;0.10775862068965517;0.03172696438665913;0.04522328999434709;0.08323911814584511;0.008479366873940079;0.010881854154889768;0.004027699265121538;0.004169022046353873;0.0009185980780101752;0.0004946297343131713;0.0;7.066139061616732e-05;0.0;0.00014132278123233464
Dordrecht;0.1842202305558673;0.20132754004264802;0.17562649308172068;0.09352102740055475;0.11268057270205704;0.062080133395327954;0.06884609834698818;0.04821150855365474;0.026262205191515287;0.016979044748360615;0.005130589536803964;0.002292732199259271;0.0015071106764361643;0.0005611582305879335;0.000416860399865322;0.00017636401532763625;0.00016033092302512387;0.0
Drechterland;0.30142832259188296;0.14570632294025432;0.1444870231666957;0.16486674795331824;0.09048946176624281;0.061661731405678454;0.05608778958369622;0.007141612959414736;0.0007838355687162515;0.01280264762236544;0.009231841142658074;0.0030482494338965336;0.0006096498867793068;0.0006096498867793068;0.0002612785229054172;0.00034837136387388956;0.00017418568193694478;0.0002612785229054172
Drimmelen;0.22680615870509277;0.1544940123700487;0.18943282010790893;0.1765363863666272;0.11290959336754836;0.05559942097644427;0.05020397420713252;0.006711409395973154;0.0010527701013291224;0.012830635609948677;0.008356362679299907;0.003355704697986577;0.0007237794446637715;0.0007237794446637715;0.0001315962626661403;6.579813133307015e-05;6.579813133307015e-05;0.0
Dronten;0.2809083263246426;0.13186667256872206;0.13518657872604134;0.18069142578903102;0.07516267540170865;0.05342835642512505;0.049444469036341906;0.0635651365588066;0.008498959762737374;0.008985879332477536;0.006639812314638573;0.003142844495595591;0.0008853083086184764;0.0007967774777566288;0.0002655924925855429;0.00017706166172369527;0.0;0.00035412332344739053
Druten;0.20507624010808725;0.1832657788071801;0.17660683265778807;0.15605095541401273;0.14466319243389308;0.06079907353792704;0.04960432348967381;0.004921829762594094;0.00028951939779965256;0.009168114263655665;0.005693881490059834;0.0015441034549314803;0.0006755452615325227;0.0013510905230650454;0.0;0.00028951939779965256;0.0;0.0
Duiven;0.23666330306088126;0.18351833165153045;0.15378405650857718;0.14961318533467877;0.12108980827447023;0.06236125126135217;0.057652203161789435;0.015001681802892701;0.0007399932727884292;0.011436259670366633;0.004574503868146653;0.0019508913555331315;0.0006054490413723512;0.0006727211570803902;0.0;0.00020181634712411706;0.00013454423141607804;0.0
Echt-Susteren;0.1327287716405606;0.1302040395713108;0.3136850783182193;0.1967230008244023;0.1119126133553174;0.03220321516900247;0.04843363561417972;0.006131492168178071;0.00046372629843363563;0.015560593569661996;0.005976916735366859;0.004070486397361912;0.0008759274525968673;0.0005152514427040395;0.00015457543281121187;0.00010305028854080792;0.00025762572135201977;0.0
Edam-Volendam;0.25517435320584925;0.09015748031496063;0.31287964004499436;0.19437570303712037;0.051293588301462315;0.03267716535433071;0.034420697412823394;0.0055680539932508434;0.0012373453318335209;0.009898762654668167;0.007874015748031496;0.003037120359955006;0.0006749156355455568;0.00028121484814398203;5.62429696287964e-05;0.0001687289088863892;0.0002249718785151856;0.0
Ede;0.1928374655647383;0.12673732704549345;0.12458950055252058;0.17770929635336416;0.05464506389005619;0.05059843426561454;0.04779692144869341;0.10002957152417861;0.10633297536225117;0.00926055625593376;0.003999937744159624;0.0019921868920328087;0.0007937619647943223;0.0007937619647943223;0.00010894772065804424;0.001322936607990537;0.00020233148122208216;0.0002490233615041011
Eemnes;0.30220395965633173;0.15446395218528203;0.12812850205453866;0.14717967874486365;0.0672394471423235;0.08012700784460217;0.0595816212177811;0.027829660067239446;0.00653716847217034;0.015689204333208816;0.005976839745984311;0.002054538662682107;0.0007471049682480389;0.0014942099364960778;0.0;0.00037355248412401944;0.00037355248412401944;0.0
Eemsmond;0.12204886060357216;0.27212071443235475;0.10675425990556354;0.16413467460480394;0.10911517142270581;0.02843358653253952;0.06025456785054403;0.10357216177376309;0.010367481010059536;0.01519195237117635;0.003079449804968179;0.002463559843974543;0.0014370765756518168;0.000821186614658181;0.0;0.00010264832683227263;0.0;0.00010264832683227263
Eersel;0.20298810292354513;0.12376648529004888;0.1436871714470165;0.28423867933228814;0.11186940883519321;0.05764087429678133;0.046297150235174764;0.006455777921239509;0.0002766761966245504;0.008023609702111962;0.009683666881859263;0.0020289587752467027;0.0011989301853730517;0.001383380983122752;0.0;0.00036890159549940053;9.222539887485013e-05;0.0
Eijsden;0.17669787486996583;0.16748402437212068;0.22648238965670978;0.17907564274037746;0.11799673056917818;0.05037895675434686;0.05394560855996433;0.003863872789418933;0.0005944419676029127;0.012631891811561897;0.005944419676029128;0.003120820329915292;0.0002972209838014564;0.000743052459503641;0.0002972209838014564;0.0002972209838014564;0.0001486104919007282;0.0
Eindhoven;0.18300619338382382;0.20482717052333657;0.1615171606523581;0.10656289036225618;0.13739877879399356;0.08778182517012151;0.07938712579819528;0.013522366938336958;0.000995833224141094;0.012797330468128969;0.005066519912296793;0.0031360011181285324;0.0020528141023961146;0.001214217703119404;0.00031447364972876646;0.00026206137477397207;0.00015723682486438323;0.0
Elburg;0.1508333956200015;0.08887061813289483;0.1174975708199417;0.22370879736901114;0.05389042529337021;0.026160400627849616;0.02474026459376635;0.1698931160774348;0.13222213917333134;0.005605800134539203;0.003512968084311234;0.0011211600269078407;0.00029897600717542416;0.00022423200538156812;0.0;0.0003737200089692802;0.0;0.0010464160251139846
Emmen;0.13820271508286833;0.2899808445073707;0.17346547847089197;0.14474889647705505;0.11051886399600233;0.040476388773215626;0.04833846922628467;0.029199633547097526;0.002815024569001416;0.010410593820271508;0.006246356292162905;0.0031315066211376696;0.0009827600566336304;0.0006163071541600733;0.0002331973015740818;0.0004663946031481636;0.00016656950112434413;0.0
Enkhuizen;0.20852676456655614;0.2137375651350071;0.15187115111321647;0.10876361913784936;0.12430127901468499;0.062434864992894364;0.06802463287541449;0.020937944102321176;0.01231643770724775;0.01752723827569872;0.005116058739933681;0.0037896731406916154;0.0013263855992420653;0.0004737091425864519;0.00037896731406916154;0.00037896731406916154;0.0;9.474182851729038e-05
Enschede;0.1705295191722459;0.24213024954351794;0.15430310407790626;0.1113572732805843;0.10754716981132076;0.08426049908703591;0.06776628119293975;0.037662811929397445;0.00223980523432745;0.011199026171637249;0.005076080340839927;0.002446743761412051;0.001740718198417529;0.0009251369446135119;0.0003530127814972611;0.00031649421789409617;0.00014607425441265977;0.0
Epe;0.22207118763530181;0.1989125509741731;0.13250767759150178;0.16800080551779692;0.07420832704022555;0.053919347530584506;0.044404168554599006;0.051402104415244426;0.03222071187635302;0.01173035291748477;0.005991038614509389;0.0028696571514876907;0.00025172431153400795;0.0008558626592156271;0.0;0.00025172431153400795;0.00015103458692040478;0.00025172431153400795
Ermelo;0.1941596769182976;0.11071761416589003;0.10891581236408823;0.2385834109972041;0.06511338925132029;0.04597701149425287;0.04616340478409444;0.11512892202547374;0.05560733146940044;0.010313762037899969;0.003417210313762038;0.002671637154395775;0.0006213109661385523;0.0006834420627524076;0.00012426219322771048;0.0004970487729108419;6.213109661385524e-05;0.0012426219322771047
Etten-Leur;0.23484148968913512;0.16765598206041418;0.18775007694675286;0.14474783449852702;0.12126808248691905;0.06124961526623576;0.04924592182209911;0.009145671195532692;0.0006155740227762388;0.010728575825528735;0.007518796992481203;0.0025502352372158464;0.001187178472497032;0.001055269753330695;0.00021984786527722816;8.793914611089126e-05;0.00013190871916633689;0.0
Ferwerderadiel;0.1312226204699323;0.18916766228594187;0.10553564317005178;0.2831541218637993;0.11668657905217045;0.03544404619673437;0.04500199123855038;0.06849860613301474;0.004978096375945838;0.013938669852648347;0.002190362405416169;0.002986857825567503;0.0007964954201513341;0.0;0.0;0.00039824771007566706;0.0;0.0
Franekeradeel;0.15839662447257383;0.24185654008438817;0.11282700421940928;0.20253164556962025;0.12075949367088608;0.04084388185654009;0.05729957805907173;0.043459915611814344;0.003459915611814346;0.009451476793248944;0.003881856540084388;0.003628691983122363;0.0006751054852320675;0.0006751054852320675;0.0;8.438818565400843e-05;0.0;0.00016877637130801687
Gaasterlân-Sleat;0.17160037002775208;0.17052112241751466;0.110699969164354;0.2674992291088498;0.09728646315140302;0.04579093432007401;0.05411655874190564;0.03839037927844589;0.022201665124884366;0.011100832562442183;0.004779525131051496;0.004933703361085414;0.0003083564600678384;0.0006167129201356768;0.0;0.0001541782300339192;0.0;0.0
Geertruidenberg;0.21316056910569106;0.16742886178861788;0.20723238482384823;0.14439363143631437;0.13372289972899729;0.049627371273712736;0.05013550135501355;0.007706639566395664;0.0018631436314363143;0.01024728997289973;0.009146341463414634;0.0033028455284552847;0.0011009485094850948;0.0005081300813008131;0.0;0.00025406504065040653;0.00016937669376693767;0.0
Geldermalsen;0.25159808849996895;0.13703221001675667;0.17451747036554335;0.14485198287097376;0.06237199776577918;0.0512008936883262;0.044560292931173584;0.026314156271333707;0.08701048842549494;0.008874821572643207;0.007633587786259542;0.0017997889902563147;0.0008068019611493825;0.0008068019611493825;0.0001861850679575498;0.00024824675727673306;0.0001861850679575498;0.0
Geldrop-Mierlo;0.18674698795180722;0.1593190945600584;0.1815899963490325;0.16046002190580505;0.1495983935742972;0.06599123767798466;0.06220335889010588;0.009629426798101496;0.0004107338444687842;0.012048192771084338;0.006343556042351223;0.0028294998174516247;0.0013691128148959474;0.0007301935012778386;9.127418765972983e-05;0.0003194596568090544;0.0003194596568090544;0.0
Gemert-Bakel;0.17621846681361744;0.11633602743081067;0.18387215282880234;0.2482243448444771;0.16587068332108743;0.03820720058780309;0.044330149399951016;0.004224834680382072;0.0003673769287288758;0.008449669360764144;0.00967425912319373;0.0020818025961302964;0.0005510653930933138;0.0010409012980651482;0.0002449179524859172;0.0001224589762429586;0.0001836884643644379;0.0
Gennep;0.1678241940499637;0.15403752461905257;0.16481807815901317;0.16637296568881518;0.21498911578729138;0.06426868456514978;0.041670985798693896;0.004975640095366435;0.0007256141805742718;0.008811029335544729;0.005804913444594174;0.0035244117342178916;0.0004146366746138696;0.0012439100238416088;0.0;0.0;0.000518295843267337;0.0
Giessenlanden;0.24347731947602036;0.1448522247482949;0.1177871603334416;0.1932445599220526;0.06733788026415503;0.04157193894121468;0.03182851575186749;0.09689293060517484;0.04860885568907654;0.006820396232543034;0.004222150048717116;0.0016239038648911985;0.0007578218036158926;0.0005413012882970661;0.00010826025765941322;0.00010826025765941322;0.00021652051531882645;0.0
Gilze en Rijen;0.20718346969907087;0.17424767715989462;0.1804881431146859;0.1662044099292747;0.12786021356261268;0.060255165719040354;0.054014699764249066;0.005755096380529746;0.0006240465954791291;0.01047011510192761;0.008251282762446263;0.0017334627652198032;0.0009707391485230897;0.0012480931909582581;0.0002773540424351685;0.00013867702121758425;0.0002773540424351685;0.0
Goedereede;0.18759251783070918;0.09608397254743642;0.1270353922756022;0.18315166195666802;0.051809985197147086;0.027183420804736912;0.020993136859103756;0.06742026645135245;0.22258107926254878;0.008343426187592517;0.004306284483918719;0.0025568564123267393;0.00013457139012245997;0.0;0.0;0.0006728569506122998;0.00013457139012245997;0.0
Goes;0.17385897849214757;0.18832036107401096;0.11550683922074334;0.17114171233823056;0.10017040482660157;0.05664809100538848;0.062266844747386356;0.043292037028508264;0.06406300373048404;0.014553493298945333;0.005342421590752084;0.0028093768709989407;0.0011053286049831899;0.0006908303781144936;4.605535854096624e-05;0.00018422143416386497;0.0;0.0
Goirle;0.2154096180837704;0.17847381251385092;0.15520425500480164;0.14796483711309744;0.14500997266750387;0.07461032725123735;0.055625323188298735;0.004580039890670015;0.00022161483341951688;0.010932998448696166;0.008347492058801802;0.0014774322227967792;0.0005171012779788727;0.0011819457782374233;0.0001477432222796779;0.0;0.0002954864445593558;0.0
