RegioNaam;CDA;Lijst Pim Fortuyn;VVD;Partij van de Arbeid;GL;SP;Democraten 66;ChristenUnie;Staatkundig Gereformeerde Partij;LN;Verenigde Senioren Partij;Vrije Indische Partij & OuderenUnie;Duurzaam Nederland;Partij van de Toekomst;Nieuwe Midden Partij;Republikeinse Volkspartij
De Ronde Venen;0.3313048729502485;0.18688159056069123;0.21071212895433641;0.08092163329771915;0.03781297904956566;0.040321456775212525;0.04677846425419241;0.02685000232266456;0.01625865192548892;0.016165745343057557;0.003762716588470293;0.0010684256979607005;0.00023226645607841314;0.0009290658243136526;0.0;0.0
De Wolden;0.29089714097929675;0.10903713440683536;0.2261583963194216;0.18830101873151495;0.04896483733158068;0.040749260598093986;0.042458100558659215;0.027604337824515282;0.003943476832073612;0.015708182714426554;0.004074926059809398;0.0010515938218862964;0.00013144922773578705;0.0007886953664147223;0.00013144922773578705;0.0
Delft;0.20836309220147603;0.17289052137536987;0.155477332245009;0.1722443288099854;0.10393497262184132;0.07033295922184811;0.07232255212053192;0.01875658946366017;0.005832738155970479;0.012957861442709927;0.002618780396558174;0.001275380063258851;0.002329694248886168;0.0005101520253035404;0.00015304560759106213;0.0
Delfzijl;0.257534412709963;0.15493299375416894;0.12340064277484689;0.2546237341580256;0.05275604875386575;0.050027287611424415;0.038809047359165606;0.03814201685767995;0.002061730640955673;0.01995027590807107;0.0049724091928930935;0.0012734218664726214;0.0006670305014856589;0.0006670305014856589;0.00018191740949608878;0.0
Den Helder;0.22579091538484694;0.2066162969206225;0.2011077330604136;0.13479425664489328;0.05794527557870022;0.0464164233466783;0.05126275548598778;0.027753529394057976;0.005418259534631709;0.026308660184822853;0.010505403208813702;0.0041841004184100415;0.001234159116221667;0.0;0.0006622317208994311;0.0
Denekamp;0.6343097722960152;0.09262333965844402;0.10205170777988615;0.07400379506641366;0.029293168880455408;0.024252846299810248;0.027336337760910816;0.002787001897533207;0.0003557874762808349;0.010139943074003795;0.001838235294117647;0.0004743833017077799;0.00017789373814041745;0.00023719165085388995;0.00011859582542694497;0.0
Deurne;0.42435821538130347;0.17243420698563047;0.12991765782250686;0.09864915774177924;0.05467951132877671;0.05704752166191271;0.03686561541359453;0.0021527366664872718;0.0008610946665949088;0.016629890748614175;0.003498197083041817;0.0009687314999192723;0.00037672891663527257;0.001345460416554545;0.0002152736666487272;0.0
Deventer;0.228310502283105;0.11910534610255788;0.15266496949125147;0.22661332686790317;0.10181032044288196;0.06703842890047279;0.06299753505475411;0.0170525720289328;0.0015557441306016891;0.01662827817513234;0.0031114882612033783;0.0014547217844587223;0.0009698145229724816;0.0004647027922576474;0.000222249161514527;0.0
Didam;0.41510538641686184;0.16910616705698672;0.12382903981264637;0.14773614363778298;0.04918032786885246;0.04059328649492584;0.035421545667447304;0.00195160031225605;0.00078064012490242;0.011807181889149101;0.00273224043715847;0.0008782201405152225;0.00039032006245121;0.00039032006245121;9.75800156128025e-05;0.0
Diemen;0.16328147507922788;0.21881302218380871;0.18676174013252664;0.16976375684240852;0.07872371074618266;0.0712330740420628;0.06431864016133679;0.010299625468164793;0.0012964563526361278;0.02362431575914722;0.010587726879861712;0.0;0.000432152117545376;0.0005041774704696053;0.0003601267646211466;0.0
Dinxperlo;0.48650345260514755;0.11362209667294414;0.10253191044151497;0.14793889935132873;0.043523749738439005;0.03682778824021762;0.031178070726093327;0.021343377275580666;0.001464741577735928;0.011717932621887424;0.002301736765013601;0.0006277463904582549;0.0002092487968194183;0.0;0.0002092487968194183;0.0
Dirksland;0.24828636709824828;0.17802741812642803;0.10186595582635187;0.11576542269611577;0.021325209444021324;0.031607006854531605;0.02798933739527799;0.05502665651180503;0.19992383853769993;0.015232292460015232;0.003427265803503427;0.0001904036557501904;0.0003808073115003808;0.0005712109672505713;0.0003808073115003808;0.0
Doesburg;0.23435619735258725;0.154632972322503;0.14139590854392298;0.19720216606498195;0.05595667870036101;0.12560168471720817;0.05249699157641396;0.016395908543922984;0.0024067388688327317;0.01128158844765343;0.004512635379061372;0.0018050541516245488;0.0009025270758122744;0.0007521058965102287;0.00030084235860409147;0.0
Doetinchem;0.2860786917324761;0.13627786707666503;0.15455307848207422;0.18355580403941577;0.07998462506115032;0.061814242784261654;0.05178558948913271;0.0175414075057656;0.008910475924243483;0.014326647564469915;0.0031099308127751765;0.0006988608568034105;0.0008386330281640926;0.0004542595569222168;6.988608568034104e-05;0.0
Dongen;0.3333792723263506;0.15538864388092613;0.15566427783902978;0.12782524807056228;0.06167309812568909;0.08523980154355017;0.051474641675854464;0.007442116868798236;0.002342888643880926;0.013988423373759646;0.002342888643880926;0.0009647188533627343;0.0013092613009922822;0.0005512679162072767;0.00041345093715545756;0.0
Dongeradeel;0.5226827036213885;0.10530788338344882;0.0685710550398745;0.11962348019348934;0.04477709504510394;0.04118185383710289;0.024382272192443457;0.05451693031768859;0.006536802196365538;0.009412995162766375;0.0024186168126552493;0.0;0.00013073604392731077;0.00026147208785462153;0.00019610406589096614;0.0
Doorn;0.28697370421036633;0.1410548715610275;0.23559811521507829;0.09986320109439124;0.07888736890104879;0.03815169478644171;0.055175558595531235;0.01975984192126463;0.02918376652986776;0.0103359173126615;0.0027359781121751026;0.0009119927040583675;0.0003039975680194558;0.0010639914880680955;0.0;0.0
Dordrecht;0.2108190625897432;0.22076449872281254;0.13985580629071506;0.16679010293072957;0.06293738002750865;0.059068031015250676;0.04888076056891522;0.03308595698372153;0.024591526730248937;0.018243376007013194;0.006786475416030592;0.002781094602560421;0.004292559060473693;0.0006650443614818397;0.0004383246927948489;0.0
Drechterland;0.35130434782608694;0.1781818181818182;0.178498023715415;0.10197628458498023;0.057707509881422925;0.04521739130434783;0.045691699604743084;0.005849802371541502;0.0004743083003952569;0.027984189723320157;0.005059288537549407;0.0007905138339920949;0.0012648221343873518;0.0;0.0;0.0
Driebergen-Rijsenburg;0.2665477100858187;0.13467584331718924;0.18327810349222534;0.12048602260175036;0.10638117087263149;0.05276574050471578;0.05777891069759538;0.03075877304783754;0.02888945534879769;0.013849944770158893;0.002803976548559776;0.0007647208768799389;0.0003398759452799728;0.0006797518905599456;0.0;0.0
Drimmelen;0.3295908183632735;0.1661676646706587;0.17383982035928144;0.12855538922155688;0.05089820359281437;0.0593812375249501;0.057073353293413176;0.004553393213572854;0.001309880239520958;0.022704590818363273;0.003243512974051896;0.000873253493013972;0.00037425149700598805;0.0013722554890219561;6.2375249500998e-05;0.0
Dronten;0.35474938990050686;0.15135160503097428;0.18866153557349352;0.10160503097428196;0.051764595457105315;0.032945372629998124;0.04078280458043927;0.052515487140979915;0.005913272010512484;0.015674863900882297;0.002956636005256242;0.0007508916838746011;0.00023465365121081285;0.0;9.386146048432514e-05;0.0
Druten;0.3249128919860627;0.16037553232675184;0.15805265195509097;0.16415021293070073;0.05845915602013163;0.05749128919860627;0.05168408826945412;0.002129307007355788;0.0012582268679829655;0.01645373596593109;0.0027100271002710027;0.001064653503677894;0.0009678668215253581;0.00029036004645760743;0.0;0.0
Duiven;0.3160445317616241;0.15566470203012442;0.18179436804191224;0.13569089718402097;0.07079240340537;0.05055664702030124;0.05546823837590046;0.011198428290766208;0.00137524557956778;0.015062213490504257;0.004060248853962017;0.0015062213490504256;0.0001309757694826457;0.00045841519318926;0.00019646365422396856;0.0
Echt;0.40168615719336415;0.1931828483365062;0.10388903997824313;0.11875623243586257;0.0699845888858671;0.04550811349832291;0.03336052941709727;0.0027196083763937995;0.0009065361254645998;0.020940984498232253;0.006255099265705739;0.0015411114132898196;0.00018130722509291996;0.0008158825129181398;0.0002719608376393799;0.0
Edam-Volendam;0.3569708172295973;0.3109841483224108;0.12070800425698762;0.07959446591609254;0.03528818685935137;0.03629642076961855;0.02795048451240688;0.005265221531395283;0.00028006497507421723;0.022181146025878003;0.003136727720831233;0.000504116955133591;0.0003360779700890607;0.0;0.000504116955133591;0.0
Ede;0.32291781101398326;0.13071454354274234;0.13718043283792902;0.09240571885936691;0.05340636230951522;0.0328316514697343;0.0373985781321113;0.07198794708014877;0.10367394340777476;0.012241246723897111;0.002212840753935247;0.0017577174783031748;0.0006434501483074122;0.0004708171816883504;0.00015693906056278348;0.0
Eemnes;0.289559839941797;0.1596944343397599;0.21244088759548926;0.11004001455074573;0.05674790833030193;0.054929065114587124;0.06365951255001819;0.02364496180429247;0.007821025827573663;0.014550745725718442;0.004001455074572572;0.0012731902510003637;0.0007275372862859222;0.0009094216078574026;0.0;0.0
Eemsmond;0.28154024767801855;0.11397058823529412;0.10265092879256967;0.24138931888544893;0.052921826625387;0.05485681114551084;0.03154024767801858;0.09462074303405572;0.005417956656346749;0.01741486068111455;0.0015479876160990713;0.0005804953560371517;0.0003869969040247678;0.0005804953560371517;0.0005804953560371517;0.0
Eersel;0.4539882750044413;0.140611120980636;0.15029312488896784;0.08624977793569018;0.05214069994670457;0.04672233078699591;0.042369870314443066;0.004707763368271452;0.00044412861964825015;0.017676319062000356;0.003286551785397051;0.0002664771717889501;0.0002664771717889501;0.0007994315153668503;0.00017765144785930004;0.0
Eibergen;0.45871386875058845;0.1001788908765653;0.11317201770078147;0.16721589304208642;0.051595894925148295;0.05376141606251766;0.03398926654740608;0.004331042274738725;0.0008473778363619244;0.012239902080783354;0.0021655211373693625;0.00047076546464551363;0.000659071650503719;0.00047076546464551363;0.00018830618585820544;0.0
Eijsden;0.4346437005139603;0.15266009167939992;0.12710098624809002;0.1264064453396305;0.06806500902903181;0.03458813724128351;0.038338658146964855;0.002361439088762328;0.0006945409084595083;0.011112654535352132;0.0029170718155299346;0.0006945409084595083;0.00013890818169190166;0.0002778163633838033;0.0;0.0
Eindhoven;0.2527464946622286;0.17712088025800665;0.1500181087560147;0.14351620302502457;0.085680285600952;0.08623217149854268;0.06239759929634548;0.01036510701412483;0.0011037717951813463;0.01761723263715227;0.006165600262145801;0.0016125416070227481;0.001991963161616336;0.0030784885224979736;0.00035355190314402497;0.0
Elburg;0.3739766081871345;0.09846491228070176;0.10328947368421053;0.07251461988304093;0.02682748538011696;0.02280701754385965;0.020760233918128656;0.12850877192982457;0.14057017543859648;0.009064327485380117;0.0017543859649122807;0.0009502923976608187;7.309941520467836e-05;0.0002192982456140351;0.0002192982456140351;0.0
Emmen;0.2835596508244423;0.13168444875525379;0.11032977691561591;0.2732622049789848;0.05796960879405108;0.05585192369867443;0.041254445522146785;0.02334303265438086;0.001859036534109279;0.01441965729065632;0.0034917555771096023;0.0009860976398318785;0.0008567733591981894;0.000937601034594245;0.00019398642095053346;0.0
Enkhuizen;0.22388491986870052;0.1746476153697625;0.16151766750337904;0.1620969299092489;0.07877968719830084;0.07028383857887623;0.06458775825448929;0.0176675033790307;0.01573662869279784;0.023363583703417647;0.004923730449893802;0.0006758061401815022;0.0014481560146746477;0.0;0.0003861749372465727;0.0
Enschede;0.2359520831328779;0.13727989993264697;0.142259212931781;0.22362407389589148;0.08154527085538343;0.0655609544885981;0.05310064466467815;0.037633503319542;0.0019123448474935053;0.013687097084576157;0.004317810064466468;0.0016236890214567498;0.0006133936303281054;0.0006374482824978351;0.00025257384778216106;0.0
Epe;0.3043519619500595;0.14715814506539834;0.17460166468489893;0.16898929845422117;0.05112960760998811;0.034720570749108205;0.03605231866825208;0.03210463733650416;0.03414982164090369;0.01122473246135553;0.002901307966706302;0.0010939357907253269;0.00023781212841854935;0.0009512485136741974;0.0003329369797859691;0.0
Ermelo;0.4168116637667247;0.12347753044939101;0.13163736725265496;0.06683866322673547;0.04223915521689566;0.035939281214375715;0.029039419211615767;0.09203815923681527;0.04751904961900762;0.010859782804343913;0.0018599628007439852;0.0006599868002639947;0.0005399892002159956;0.0005399892002159956;0.0;0.0
Etten-Leur;0.30907153446997776;0.17628799110452187;0.17994810971089695;0.1306986656782802;0.0640752409191994;0.05036137879911045;0.054901779095626387;0.005791326908821349;0.0009266123054114158;0.020663454410674575;0.004355077835433654;0.0006022979985174203;0.001575240919199407;0.0006949592290585619;4.633061527057079e-05;0.0
Ferwerderadiel;0.4792001428316372;0.12158543117300483;0.09551865738261024;0.12283520799857169;0.046241742545973935;0.04481342617389752;0.027138011069451885;0.044277807534368864;0.0032137118371719335;0.011605070523120872;0.002321014104624174;0.0;0.00017853954650955185;0.0005356186395286556;0.0005356186395286556;0.0
Franekeradeel;0.36931493426961703;0.11513023597615743;0.11333387768433086;0.1953947905609537;0.05878990773250592;0.05119621131705724;0.04000979831795542;0.0329876704499061;0.0030211480362537764;0.01641218257532457;0.0024495794888544135;0.0;0.0004082632481424022;0.0010614844451702458;0.0004899158977708826;0.0
Gaasterlân-Sleat;0.4537765247069298;0.13206707226591483;0.1341445318296483;0.0998664490280457;0.05297521887520404;0.03917495177326013;0.029826383736459416;0.022852055201068408;0.020032645793144382;0.012167977444724736;0.0025226294702478114;0.0;0.00014838996883810655;0.0002967799376762131;0.00014838996883810655;0.0
Geertruidenberg;0.30843071786310516;0.17111853088480802;0.1681135225375626;0.14941569282136896;0.05659432387312187;0.06018363939899833;0.044323873121869785;0.0034223706176961604;0.0028380634390651085;0.029298831385642737;0.0037562604340567614;0.001001669449081803;0.000333889816360601;0.001001669449081803;0.0001669449081803005;0.0
Geldermalsen;0.28286094730835076;0.19015915287553103;0.164225477141589;0.13524824044131634;0.04146851816625452;0.03741043687781371;0.03652273159596728;0.014647137150466045;0.07995688288631031;0.015154397311521146;0.0014583729630334157;0.0002536300805275506;6.340752013188764e-05;0.0005706676811869887;0.0;0.0
Geldrop;0.3217206906997879;0.1818842774916692;0.14850045440775522;0.11190548318691305;0.07282641623750379;0.07379581944865192;0.05053014238109664;0.009633444410784611;0.0008482278097546198;0.01720690699787943;0.006543471675249924;0.0010905786125416542;0.0006058770069675856;0.0024840957285671007;0.0004241139048773099;0.0
Gemert-Bakel;0.41422024030719684;0.1794871794871795;0.13024897807506503;0.10144927536231885;0.051839464882943144;0.06453610801436889;0.032701597918989224;0.0018580453363062058;0.00030967422271770096;0.01610305958132045;0.004397373962591354;0.0017961104917626656;0.0001238696890870804;0.0009290226681531029;0.0;0.0
Gendringen;0.4534449138771531;0.1315404614884628;0.11618459538511537;0.15063373415664608;0.04444263893402665;0.04184270393240169;0.03314917127071823;0.005362365940851478;0.0008937276568085798;0.016412089697757554;0.0029249268768280793;0.0009749756256093598;0.0012187195320116997;0.0008124796880077998;0.00016249593760155997;0.0
Gennep;0.3632166630878248;0.17929997852694868;0.11670603392742109;0.12754992484432037;0.05679622074296758;0.06688855486364613;0.06699592012024909;0.003757783981103715;0.0006441915396177797;0.012669100279149668;0.0036504187245007514;0.0006441915396177797;0.00032209576980888986;0.0005368262830148165;0.00032209576980888986;0.0
Giessenlanden;0.31239478114478114;0.15077861952861954;0.17255892255892255;0.1299452861952862;0.029566498316498317;0.03272306397306397;0.034827441077441075;0.07649410774410774;0.04261363636363636;0.012836700336700337;0.003893097643097643;0.00042087542087542086;0.00010521885521885521;0.0006313131313131314;0.00021043771043771043;0.0
Gilze en Rijen;0.32866371982318937;0.16776606596395785;0.16266575994559673;0.1365521931315879;0.0573954437266236;0.0611356681400884;0.05521931315878953;0.0025841550493029583;0.0008160489629377763;0.018361101666099965;0.004896293777626658;0.0011560693641618498;0.0006120367222033322;0.0019041142468548113;0.0002720163209792588;0.0
Goedereede;0.2838394235717962;0.1487390633041688;0.11502830674215131;0.09173957797220793;0.016212043232115284;0.020715388574369532;0.021873391662377766;0.05365414307771487;0.23636129696345856;0.008749356664951106;0.002058672156459084;0.00038600102933607824;0.00012866700977869275;0.0002573340195573855;0.0002573340195573855;0.0
Goes;0.3113045097035417;0.11876948852794714;0.13896774794061525;0.14073625913342952;0.07283473728300834;0.047842881742448926;0.046027830781402705;0.03681295667147578;0.06762228324102947;0.012705356727323498;0.003909340531484153;0.0;0.0009773351328710384;0.0010238749011029925;0.00046539768231954206;0.0
Goirle;0.31643151087595534;0.17195767195767195;0.16034685479129923;0.1164021164021164;0.0822310405643739;0.07260435038212816;0.059376837154614934;0.00205761316872428;0.00036743092298647856;0.011978248089359201;0.004703115814226925;0.00051440329218107;7.348618459729571e-05;0.0009553203997648442;0.0;0.0
Gorinchem;0.2154374834787206;0.1902722706846418;0.15606661379857256;0.18006872852233677;0.05678033306899286;0.05397832408141687;0.05889505683320116;0.04028548770816812;0.019455458630716363;0.01913825006608512;0.007031456515992599;0.0008458895056833201;0.00047581284694686756;0.0011102299762093576;0.00015860428231562253;0.0
Gorssel;0.32064084275211235;0.10699001426533523;0.238450565126742;0.1490178865357182;0.05300120706682761;0.0515746735432898;0.05453747393832986;0.0106441347525513;0.0007681334357511248;0.010424668056622408;0.0026336003511467135;0.0004389333918577856;0.0;0.0007681334357511248;0.0001097333479644464;0.0
Gouda;0.2226997322812456;0.20968954018129726;0.1365365647456672;0.15288149922502467;0.07594758348597999;0.05305058475412146;0.05772392090554695;0.03846695786952233;0.03200883002207505;0.016791132403362923;0.0024893147339251328;0.0010567845568550092;0.0001878728101075572;0.000399229721478559;7.045230379033395e-05;0.0
Graafstroom;0.38272816486751715;0.10631337912986588;0.09944389924762839;0.0685312397775597;0.017337258750408896;0.02077199869152764;0.017664376840039256;0.10173372587504088;0.1754988550866863;0.00850507033038927;0.0009813542688910696;0.00032711808963035657;0.0;0.00016355904481517829;0.0;0.0
Graft-De Rijp;0.27476190476190476;0.17023809523809524;0.21476190476190476;0.1376190476190476;0.062380952380952384;0.05785714285714286;0.05333333333333334;0.002619047619047619;0.0002380952380952381;0.020476190476190478;0.004523809523809524;0.0009523809523809524;0.0;0.0;0.0002380952380952381;0.0
Grave;0.33190327613104526;0.16198647945917838;0.1752470098803952;0.10803432137285492;0.06656266250650027;0.0748829953198128;0.04914196567862714;0.004030161206448258;0.00026001040041601667;0.014170566822672906;0.011050442017680706;0.0019500780031201249;0.00013000520020800833;0.0005200208008320333;0.00013000520020800833;0.0
Groenlo;0.48670167711333223;0.10587836693206844;0.12214128409283415;0.13315263425376928;0.04743350838556666;0.04319837370828392;0.042012535998644754;0.001355243096730476;0.000677621548365238;0.011011350160935117;0.003726918516008809;0.001355243096730476;0.0008470269354565475;0.0005082161612739285;0.0;0.0
Groesbeek;0.3159235668789809;0.1675583864118896;0.1159235668789809;0.18318471337579617;0.0767728237791932;0.07600849256900212;0.04229299363057325;0.003481953290870488;0.0007643312101910828;0.01197452229299363;0.003991507430997877;0.0008492569002123143;0.00025477707006369424;0.001019108280254777;0.0;0.0
Groningen;0.15293982868624204;0.10069970742712116;0.13516514505269836;0.23777715111565442;0.13813493602171384;0.10092883076597695;0.07606894850012337;0.04222038140223484;0.0018770488913955373;0.00972011702915154;0.002388170185766153;0.000907680919313335;0.00042299693327223377;0.0005551834749198068;0.00019387359441644047;0.0
Grootegast;0.45636363636363636;0.11832167832167832;0.09216783216783217;0.11426573426573426;0.03398601398601399;0.033146853146853145;0.022237762237762238;0.1;0.01034965034965035;0.016083916083916083;0.0011188811188811189;0.0;0.0004195804195804196;0.0012587412587412587;0.0002797202797202797;0.0
Gulpen-Wittem;0.48005265289590926;0.16190765492102066;0.08930741190765493;0.10976103685702714;0.06156338598622924;0.04293236127987039;0.03392061563385986;0.003442689347914135;0.001215066828675577;0.011948157148643175;0.002328878088294856;0.0006075334143377885;0.0001012555690562981;0.0007087889833940867;0.0002025111381125962;0.0
Haaksbergen;0.46062782654961426;0.12210694333599362;0.13687150837988826;0.12756052141527002;0.041234370843309394;0.041766427241287575;0.04389465283320032;0.00578611332801277;0.0006650704974727321;0.014764565043894652;0.002527267890396382;0.0011971268954509178;0.00033253524873636604;0.00033253524873636604;0.00033253524873636604;0.0
Haaren;0.4326644100580271;0.13950676982591875;0.16561895551257252;0.08595261121856866;0.06141199226305609;0.045817214700193426;0.04920212765957447;0.002538684719535783;0.00048355899419729207;0.01281431334622824;0.0016924564796905223;0.00048355899419729207;0.00012088974854932302;0.0014506769825918763;0.00024177949709864604;0.0
Haarlem;0.19599463813113666;0.16221944708591593;0.16207050628415615;0.1777551184079374;0.1065385011972549;0.083361021046481;0.07031151541537298;0.013267188341372317;0.0019133164533758006;0.017712498424664595;0.006301341612914313;0.0;0.0011686124445768364;0.0009280157648110171;0.00045827939003013186;0.0
Haarlemmerliede en Spaarnwoude;0.28252893028506915;0.18741179791137455;0.1922099915325995;0.10668924640135478;0.06378775049393169;0.05447360993508326;0.07112616426756986;0.00733841377363816;0.001693480101608806;0.027377928309342364;0.00366920688681908;0.0;0.0011289867344058708;0.0002822466836014677;0.0002822466836014677;0.0
Haarlemmermeer;0.25692646386885065;0.19651634520859007;0.22005455325865722;0.11188956426623098;0.05696246348116251;0.04304722872215222;0.0582362959168132;0.017972114146463037;0.007712224637580826;0.023884358168450495;0.005178405771014773;0.0;0.00047076416100134304;0.0008446062888553508;0.0003046121041773396;0.0
Haelen;0.3943444730077121;0.187146529562982;0.15218508997429306;0.08963153384747215;0.05878320479862896;0.03976006855184233;0.04541559554413025;0.004627249357326478;0.000856898029134533;0.019194515852613538;0.006341045415595544;0.0006855184233076263;0.0005141388174807198;0.00017137960582690659;0.00034275921165381317;0.0
Halderberge;0.342726353962309;0.20831103977171392;0.16806372986148266;0.11598596991855419;0.04452767374115689;0.05017537601807265;0.04125795137031092;0.004993757802746567;0.001129540455383152;0.015932465370667618;0.0039831163426669045;0.0010106414600796624;0.001129540455383152;0.0005944949765174484;0.00017834849295523454;0.0
Hardenberg;0.4283691094387826;0.09691483157923968;0.09716475521368471;0.13854100136069533;0.031740301574518896;0.03140707006192552;0.028768987253894644;0.12024103746077587;0.01099663991558135;0.01271833606398045;0.0018327733192635583;0.0005831551470384049;8.330787814834356e-05;0.0005553858543222905;8.330787814834356e-05;0.0
Harderwijk;0.3645709604751178;0.14069219741961908;0.1473274626254352;0.10079868933032972;0.0509522834323162;0.03641204177759574;0.03972967438050379;0.07384804423510137;0.025435183288961705;0.014581200081916854;0.0024575056317837395;0.0015973786606594306;0.0007782101167315176;0.0006553348351423305;0.00016383370878558264;0.0
Hardinxveld-Giessendam;0.273926812104152;0.1294862772695285;0.09526741731175228;0.10828641801548206;0.02040816326530612;0.02383884588318086;0.017857142857142856;0.14021815622800846;0.17707600281491906;0.011083743842364532;0.00211118930330753;0.00026389866291344125;8.796622097114708e-05;8.796622097114708e-05;0.0;0.0
Haren;0.23888667992047713;0.09431411530815109;0.22290258449304176;0.17256461232604373;0.08787276341948311;0.04461232604373758;0.07848906560636183;0.046520874751491054;0.0033399602385685884;0.007077534791252485;0.0024652087475149106;0.0004771371769383698;0.0003180914512922465;0.00015904572564612326;0.0;0.0
Harenkarspel;0.31682027649769584;0.16495601173020527;0.18653121072475912;0.11395056556346879;0.05917469627147046;0.06001256807708421;0.05090071219103477;0.005865102639296188;0.001152073732718894;0.034771679932970256;0.004398826979472141;0.00041893590280687055;0.0006284038542103058;0.0;0.00041893590280687055;0.0
Harlingen;0.2561457418788411;0.1634108867427568;0.13904741000877963;0.21191834942932397;0.0660667251975417;0.06003072870939421;0.043788410886742755;0.03292361720807726;0.0010974539069359087;0.01898595258999122;0.004938542581211589;0.0;0.0003292361720807726;0.0006584723441615452;0.0006584723441615452;0.0
Hattem;0.32727272727272727;0.0887012987012987;0.11558441558441558;0.1887012987012987;0.031818181818181815;0.03038961038961039;0.033766233766233764;0.1574025974025974;0.012597402597402597;0.00974025974025974;0.0029870129870129872;0.0006493506493506494;0.0;0.00025974025974025974;0.00012987012987012987;0.0
Heel;0.4064390665514261;0.168971477960242;0.14325842696629212;0.10847018150388937;0.05337078651685393;0.04170267934312878;0.04818496110630942;0.0012964563526361278;0.000432152117545376;0.018798617113223854;0.006698357821953328;0.001512532411408816;0.000216076058772688;0.0006482281763180639;0.0;0.0
Heemskerk;0.2844392523364486;0.18116822429906543;0.15121495327102805;0.15074766355140187;0.07785046728971963;0.05621495327102804;0.05457943925233645;0.00925233644859813;0.0014953271028037382;0.025093457943925233;0.006401869158878505;0.0;0.0006074766355140187;0.0008411214953271028;9.345794392523364e-05;0.0
Heemstede;0.25663562281722935;0.140221187427241;0.27648428405122233;0.10727590221187427;0.07374854481955763;0.045052386495925495;0.07869615832363214;0.007159487776484284;0.0011059371362048894;0.008731082654249126;0.004074505238649592;0.0;0.00023282887077997672;0.00040745052386495924;0.00017462165308498254;0.0
Heerde;0.3798634812286689;0.10878839590443685;0.11569965870307167;0.16766211604095563;0.03284982935153584;0.027389078498293515;0.024488054607508532;0.09803754266211605;0.03199658703071672;0.010580204778156996;0.001279863481228669;0.0004266211604095563;0.0002559726962457338;0.0002559726962457338;0.0004266211604095563;0.0
Heerenveen;0.22375167626410034;0.12779048670821172;0.1544135047724225;0.25569929794115326;0.07170466198627436;0.06018774157923799;0.04953853435355368;0.031987063185296205;0.0016959848544608345;0.01865583339906918;0.00272146406878599;0.0;0.0009071546895953301;0.000709947148378954;0.00023664904945965134;0.0
Heerhugowaard;0.266931982633864;0.15980463096960926;0.19276410998552823;0.13505788712011577;0.07445730824891461;0.05350940665701882;0.06407380607814761;0.014254703328509406;0.001049204052098408;0.031693198263386395;0.004377713458755427;0.0006150506512301013;0.0008683068017366136;0.0;0.0005426917510853835;0.0
Heerjansdam;0.2979860254829429;0.22441430332922319;0.14591039868475134;0.13316892725030827;0.036991368680641186;0.04192355117139334;0.04644471845458282;0.02424989724619811;0.016440608302507192;0.02383888203863543;0.006576243321002877;0.0004110152075626798;0.0012330456226880395;0.0;0.0004110152075626798;0.0
Heerlen;0.2912742609122922;0.21515436901154697;0.09131111293096389;0.1377037097698796;0.06780771435590861;0.12595201048235197;0.037650479076242735;0.006101056424535255;0.0011465072475636722;0.0181803292113668;0.004463188928015723;0.0019654409958234378;0.0002456801244779297;0.0007779870608467775;0.0002661534681844239;0.0
Heeze-Leende;0.4142711518858308;0.15494393476044852;0.1762487257900102;0.09011213047910295;0.05035677879714577;0.043221202854230374;0.0471967380224261;0.0025484199796126403;0.00040774719673802244;0.014271151885830785;0.003363914373088685;0.00040774719673802244;0.0005096839959225281;0.0020387359836901123;0.00010193679918450561;0.0
Heiloo;0.2722074739636512;0.13620584031039412;0.22830304267919135;0.13491253148185964;0.07385474099788987;0.05581648628411953;0.06636716356953237;0.008712817371179633;0.0010210332856851133;0.016676876999523516;0.004832890885576203;0.00034034442856170443;0.00034034442856170443;0.0;0.0004084133142740453;0.0
Helden;0.43925992779783396;0.16723826714801443;0.16263537906137185;0.08077617328519855;0.05577617328519856;0.03889891696750902;0.030054151624548737;0.0024368231046931407;0.00036101083032490973;0.01660649819494585;0.0033393501805054153;9.025270758122743e-05;0.0013537906137184115;0.0009927797833935018;0.00018050541516245486;0.0
Hellendoorn;0.5466564312521324;0.09531729785056295;0.0820965540771068;0.11574547935858069;0.03799897645854657;0.03411804844762879;0.025887069259638348;0.0417093142272262;0.004563288979870351;0.01160013647219379;0.0030279767997270558;0.00038382804503582393;0.00025588536335721597;0.00046912316615489594;0.000170590242238144;0.0
Hellevoetsluis;0.17873404160342826;0.2991250781180252;0.18534059458976876;0.13958575127220785;0.04887956432461387;0.052048924203196144;0.04633514864744219;0.012454245156682439;0.0038389429515221854;0.02428354611195429;0.006160164271047228;0.0012945272743505045;0.0008034996875278992;0.0008927774305865548;0.0002231943576466387;0.0
Helmond;0.27360852686467735;0.23230652608366067;0.15034571474513586;0.13183102473985253;0.05623320239818069;0.07913536857096914;0.04123308754278363;0.005191463946890865;0.0006202191440975812;0.018193094893529046;0.007373716490937909;0.001539062320538442;0.000482392667631452;0.0017228309558266143;0.0001837686352881722;0.0
