RegioNaam;VVD;PVV;CDA;Democraten 66;GROENLINKS;SP;Partij van de Arbeid;ChristenUnie;Partij voor de Dieren;50PLUS;Staatkundig Gereformeerde Partij;DENK;Forum voor Democratie;VNL;Piratenpartij;Artikel 1;NIEUWE WEGEN;OndernemersPartij;Lokaal in de Kamer;Niet Stemmers;De Burger Beweging;GeenPeil;JEZUS LEEFT;Vrijzinnige Partij;Libertarische Partij;MenS en Spirit / Basisinkomen Partij / V-R;StemNL;Vrije Democratische Parti 
Dronten;0.25518083681348985;0.11649988180600425;0.1778819635962493;0.08836971081869041;0.0637065637065637;0.07292569537467497;0.04113151051926562;0.06910408951225278;0.022417461192971395;0.031242612875265936;0.015089433456780396;0.011110235600031519;0.020605153258214482;0.004491371838310614;0.0031912378851154362;0.00019698999290836025;0.0019305019305019305;0.0020880939248286187;0.0003939799858167205;0.0003939799858167205;0.00047277598298006463;0.00023638799149003231;0.0006303679773067528;0.0004333779843983926;0.0002757859900717044;0.0;0.0;0.0
Druten;0.2536274427576952;0.14040090581229556;0.1279040509938774;0.12094271575945652;0.06516816237524113;0.13125891134781514;0.048813218149794516;0.005787134110542649;0.0208840057032626;0.03732282143755766;0.0016774301769688837;0.01744527384047639;0.016774301769688835;0.003774217898179988;0.002180659230059549;0.0005871005619391093;0.001341944141575107;0.001341944141575107;0.0010064581061813302;0.00041935754424222093;0.00041935754424222093;0.00025161452654533256;0.00041935754424222093;0.0;0.00016774301769688837;0.0;8.387150884844419e-05;0.0
Duiven;0.25423320277191924;0.1284724314552576;0.14130762277794517;0.12371196143416692;0.07821633021994577;0.10665863211810786;0.05176257909008738;0.015245555890328413;0.02597167821633022;0.03874661042482676;0.0021693281108767703;0.003434769508888219;0.01825851159987948;0.003193733052124134;0.0023501054534498344;0.00042181379933714974;0.0014462187405845134;0.0015064778547755348;0.0007833684844832781;0.00042181379933714974;0.00030129557095510696;0.00030129557095510696;6.025911419102139e-05;0.00042181379933714974;6.025911419102139e-05;0.00042181379933714974;0.00012051822838204278;0.0
Echt-Susteren;0.15990196078431373;0.22661764705882353;0.19578431372549018;0.0863235294117647;0.05215686274509804;0.1264705882352941;0.03230392156862745;0.005245098039215686;0.02946078431372549;0.050686274509803925;0.0010784313725490195;0.002303921568627451;0.01769607843137255;0.007107843137254902;0.002352941176470588;0.0005392156862745098;0.0008823529411764706;0.0016666666666666668;0.0;0.0004901960784313725;0.00024509803921568627;0.0004901960784313725;0.0;9.80392156862745e-05;9.80392156862745e-05;0.0;0.0;0.0
Edam-Volendam;0.22980797267463657;0.21710334485774982;0.21872787103761404;0.06902153538551256;0.05077685675011455;0.03607281209647186;0.03728079310201191;0.006539759236889241;0.02590910984296247;0.02824176281917774;0.0018744532844586995;0.0030407797725663347;0.061232140625650855;0.006872995376348565;0.0019161078018911152;0.00033323613945932434;0.0016661806972966219;0.0012496355229724664;0.0007914358312158953;0.0006248177614862332;0.0003748906568917399;0.00029158162202690883;0.0;8.330903486483109e-05;0.0;0.0;0.0;0.00016661806972966217
Ede;0.18815302117308863;0.10296312676212063;0.14768643927248604;0.09095306539886118;0.06336723975896955;0.04935319807617889;0.03773011222289789;0.10155343026148488;0.022251091823760297;0.021739731328431645;0.12674830007186688;0.021173088617391787;0.015202609320581569;0.0031234451876831224;0.0024462380452208526;0.0004146166178340428;0.0008983360053070927;0.0010227209906573055;0.00027641107855602855;0.00045607827961744704;0.0003316932942672342;0.0003593344021228371;0.0008706948974514898;0.0001520260932058157;8.292332356680855e-05;0.0005804632649676599;0.00011056443142241141;0.0
Eemnes;0.3142621599340478;0.1055234954657873;0.1325638911788953;0.13190436933223412;0.061665292662819456;0.056718878812860675;0.05638911788953009;0.028029678483099753;0.03413025556471558;0.030502885408079144;0.00923330585325639;0.0013190436933223414;0.0247320692497939;0.003792250618301731;0.002967848309975268;0.00016488046166529267;0.001483924154987634;0.0016488046166529267;0.0;0.0006595218466611707;0.0008244023083264633;0.00016488046166529267;0.0006595218466611707;0.0;0.00016488046166529267;0.000494641384995878;0.0;0.0
Eemsmond;0.1231175435165265;0.10991590064541365;0.16927439859182475;0.07216898102875025;0.07461372970858596;0.16301584197144534;0.09387834930569137;0.09955016624291023;0.030901623313123412;0.026598865636612557;0.013690592607079992;9.778994719342852e-05;0.01193037355759828;0.0031292783101897126;0.0025425386270291413;0.0004889497359671426;0.0008801095247408567;0.0012712693135145706;0.0009778994719342852;0.0009778994719342852;0.00039115978877371407;0.0004889497359671426;0.0;0.0;9.778994719342852e-05;0.0;0.0;0.0
Eersel;0.27503085150143974;0.10777457836281365;0.20189222542163718;0.11057178116001645;0.05438091320444262;0.11822295351707117;0.03735088440970794;0.007239819004524887;0.02188399835458659;0.03537638831756479;0.0018922254216371863;0.00041135335252982314;0.01406828465651995;0.0042780748663101605;0.0025503907856849035;0.00016454134101192923;0.0010695187165775401;0.0018922254216371863;0.001974496092143151;0.00024681201151789385;0.0007404360345536817;0.0004936240230357877;0.0;0.00016454134101192923;0.00032908268202385847;0.0;0.0;0.0
Eijsden-Margraten;0.2027315914489311;0.14210213776722092;0.20730403800475058;0.11995249406175772;0.06983372921615202;0.09590261282660333;0.048693586698337295;0.006175771971496437;0.028622327790973873;0.04489311163895487;0.0010095011876484561;0.00011876484560570071;0.024346793349168647;0.0026128266033254156;0.0012470308788598574;0.00017814726840855108;0.0011876484560570072;0.00166270783847981;0.0;0.0005344418052256532;0.00011876484560570071;0.00047505938242280285;0.0;0.00017814726840855108;0.00011876484560570071;0.0;0.0;0.0
Eindhoven;0.18848699375669065;0.12385037936504216;0.0850309039905608;0.158458160450706;0.11908389788790173;0.11407518538487385;0.05172804488306493;0.015518413464919478;0.039460215507474;0.035209451698352046;0.001953476015221485;0.03393578533642764;0.016713940786235025;0.0034459316908506997;0.006337076193378498;0.0013439914984723818;0.0011252021847675754;0.0009611101994889706;0.0006719957492361909;0.0007657625979668221;0.0006094845167491033;0.0005860428045664455;0.0;0.0003438117786789814;0.00022660321776569228;0.0;7.81390406088594e-05;0.0
Elburg;0.1594938421978617;0.10305860062254703;0.19386926512383273;0.048653403708214915;0.029570983894979024;0.049939098660170524;0.025578562728380026;0.18006496142915143;0.013939640005413452;0.022601163892272298;0.15428339423467316;0.00013533631073216944;0.009473541751251861;0.002706726214643389;0.001691703884152118;0.0004060089321965083;0.0006766815536608473;0.0004060089321965083;0.00020300446609825416;0.0004060089321965083;0.0003383407768304236;0.0003383407768304236;0.0015563675734199486;0.00013533631073216944;0.00020300446609825416;0.00020300446609825416;6.766815536608472e-05;0.0
Emmen;0.14820988766744758;0.18649005826875714;0.1419925512104283;0.08060010812759055;0.06463627079954345;0.15358623175346908;0.08450471556436595;0.029329608938547486;0.02120502192587253;0.04517330449930918;0.004925812458701268;0.004865741575058569;0.022796900342404038;0.003559199855829879;0.002162551811137142;0.0;0.0017270379047275785;0.0015167898119781342;0.0012014176728539676;0.0;0.0008109569291764282;0.0004054784645882141;0.0;0.00018021265092809516;0.00012014176728539677;0.0;0.0;0.0
Enkhuizen;0.22532523850823938;0.1297484822202949;0.10043365134431917;0.1176062445793582;0.08907198612315698;0.10806591500433652;0.06955767562879445;0.021248915871639202;0.04006938421509107;0.03573287077189939;0.01422376409366869;0.014050303555941024;0.019340849956634865;0.003816131830008673;0.004423243712055508;0.0012142237640936687;0.0011274934952298352;0.0017346053772766695;0.0008673026886383347;0.0006071118820468344;0.0004336513443191674;0.0006071118820468344;0.0;0.0005203816131830009;0.0;0.0;0.0;0.00017346053772766696
Enschede;0.16511156626244894;0.15530413862609319;0.12097272343054065;0.13396621043163517;0.09291589453493286;0.11544588575701421;0.06325519902034094;0.03501414220228226;0.027645025304246996;0.02301765336974544;0.00407468816714891;0.03006166216933797;0.01831442287894058;0.0035328413364110233;0.006296260173174247;0.0006393792602707067;0.000834444119336346;0.001040345915016743;0.0007152378165740109;0.0006177053870411912;0.00039012971813127864;0.0005960315138116757;0.0;0.00023841260552467027;0.0;0.0;0.0;0.0
Epe;0.23736500070129507;0.12118378605825424;0.15334985272803778;0.09631118799382861;0.054747767544064706;0.07480480620879891;0.06377109729300108;0.05269063537332273;0.02613492916919912;0.035298517929776986;0.0417504324652859;0.017018093412501753;0.014586937210715788;0.0032259572677544534;0.002010379166861471;0.00014025901164149796;0.0009818130814904858;0.001168825097012483;0.0007948010659684885;0.0004207770349244939;0.0005142830426854925;0.00018701201552199728;0.0009818130814904858;0.00018701201552199728;9.350600776099864e-05;0.0002337650194024966;4.675300388049932e-05;0.0
Ermelo;0.20803377838639736;0.09368937578454867;0.2039255962569896;0.07537373045760584;0.055802807257788425;0.05272167066073263;0.03446308341892046;0.1264977747346799;0.025219673627753052;0.023736163414355815;0.06852676024192628;0.003879949788885085;0.01683213511354559;0.0027958461714024875;0.0023393814903571834;0.00034234851078397807;0.0010841036174825973;0.0006276389364372932;0.0005705808513066301;0.00022823234052265205;0.00017117425539198904;0.0007988131918292822;0.0014835102133972384;0.00034234851078397807;0.00028529042565331506;0.00022823234052265205;0.0;0.0
Etten-Leur;0.26259020420697066;0.16014125594963918;0.1359204667587901;0.10072163365576539;0.07327652387532627;0.10989559342852756;0.040879778903731;0.00928911407953324;0.021533855366190697;0.035045294027329955;0.001957623215108245;0.02068939044986949;0.015469061876247504;0.0036465530477506527;0.0016121602947950253;0.0006909258406264394;0.00142023645017657;0.0012666973744818056;0.0018808536772608629;0.00046061722708429296;0.00026869338246583756;0.000499001996007984;0.0003454629203132197;0.00026869338246583756;0.00015353907569476432;0.0;7.676953784738216e-05;0.0
Ferwerderadiel;0.1456038827702072;0.10546947918611163;0.2783274220645884;0.0645883890237073;0.061228299421317904;0.10658950905357477;0.0630950158670898;0.07653537427664737;0.027254060108269553;0.034534254246779916;0.010080268807168192;0.0007466865783087549;0.016987119656524174;0.002800074668657831;0.0018667164457718873;0.0;0.0026134030240806422;0.0005600149337315662;0.0;0.0;0.00037334328915437746;0.00037334328915437746;0.0;0.00018667164457718873;0.00018667164457718873;0.0;0.0;0.0
Franekeradeel;0.17681453184688548;0.11273095813518359;0.21501520230763232;0.08747173929991424;0.08146877679893974;0.10626023232244484;0.08014344741560771;0.04381383020191783;0.026662508770562095;0.03344507679114368;0.004755593669603181;0.0008575660715677867;0.01730724253527715;0.0035082248382318545;0.0029625009745068995;0.0;0.0021828954548998207;0.0010914477274499104;0.0015592110392141575;0.0;0.0006236844156856631;0.0006236844156856631;0.0;0.000701644967646371;0.0;0.0;0.0;0.0
Geertruidenberg;0.25003718578015766;0.18994496504536665;0.12605979473449352;0.08664286776736575;0.059571619812583666;0.13572809757548712;0.043284248103525214;0.009445188160047599;0.021344637810501263;0.03889632604492042;0.0031236055332440876;0.00178491744756805;0.02253458277554663;0.00453666517923546;0.0023055183697753977;0.00014874312063067083;0.0011899449650453666;0.0011155734047300313;0.0008180871634686895;0.0004462293618920125;7.437156031533541e-05;0.0;0.00022311468094600624;0.00029748624126134165;0.0004462293618920125;0.0;0.0;0.0
Geldermalsen;0.25385855793595946;0.16470859249020964;0.13291868233126009;0.08667357751670123;0.05281041234738539;0.05580511402902557;0.042098594793826306;0.025051831375259157;0.01940797051370652;0.031962681409813405;0.10049527758580973;0.0032826537664132687;0.020905321354526607;0.003973738769868694;0.002533978346003225;0.000230361667818475;0.0007486754204100438;0.0008638562543192813;0.0003455425017277125;0.0002879520847730938;0.0;0.00046072333563695;0.0002879520847730938;0.0001151808339092375;5.759041695461875e-05;0.0;0.0001151808339092375;0.0
Geldrop-Mierlo;0.21630425930450362;0.15078589461682548;0.13751119798029154;0.12248554442544181;0.07985177946086815;0.13193256779868068;0.04312240410456877;0.012175258571544913;0.02948122811303852;0.035629937291310365;0.0012623177783207102;0.009609903086570568;0.016165811548171677;0.003705513478296278;0.004234872546624318;0.0005293590683280397;0.0011808779216548578;0.000936558351657301;0.0010179982083231534;0.0005293590683280397;0.0006515188533268182;0.0002443195699975568;0.0;0.00016287971333170455;0.0003664793549963352;0.0;0.0001221597849987784;0.0
Gemert-Bakel;0.22796904190018683;0.15174806511876168;0.19701094208700293;0.09127301841473179;0.056952228449426205;0.1581531892180411;0.031011475847344542;0.0036295703229250065;0.020870029356818788;0.03277288497464639;0.0012276487856952229;0.0006938884440886042;0.014945289564985321;0.004216706698692287;0.0026688017080330933;0.0001601281024819856;0.0006938884440886042;0.0016546570589805177;0.0007472644782492661;0.0005871363757672805;0.0003202562049639712;0.0003202562049639712;0.0;0.0001601281024819856;5.337603416066186e-05;0.0;0.0001601281024819856;0.0
Gennep;0.2107797740322282;0.12743100574180405;0.1407668086682719;0.10270420448231155;0.06417855158362659;0.21531765141692907;0.04732357844045194;0.007686608631228005;0.026301166882756067;0.02602333765512132;0.001018707167994073;0.0059270235228746065;0.015558436747545841;0.0035191702167067978;0.0017595851083533989;0.0;0.0017595851083533989;0.0008334876829042416;0.0;0.0004630487127245786;0.00027782922763474715;9.260974254491573e-05;0.0;0.00018521948508983145;9.260974254491573e-05;0.0;0.0;0.0
Giessenlanden;0.2524154589371981;0.1068840579710145;0.1749194847020934;0.06813607085346216;0.03955314009661836;0.06260064412238325;0.05062399355877617;0.10285829307568438;0.017814009661835748;0.02455716586151369;0.06924315619967794;0.0007045088566827697;0.017310789049919485;0.003824476650563607;0.0012077294685990338;0.00030193236714975844;0.0018115942028985507;0.000503220611916264;0.0007045088566827697;0.00010064412238325282;0.00030193236714975844;0.00040257648953301127;0.002717391304347826;0.00030193236714975844;0.00010064412238325282;0.0;0.00010064412238325282;0.0
Gilze en Rijen;0.23865720924544453;0.14406261465084994;0.137947902653785;0.11104316986669928;0.07099180628592393;0.12076556194203253;0.04243610125963067;0.005503240797358444;0.022318698789287026;0.04365904365904366;0.0018344135991194815;0.028861440626146508;0.019016754310871957;0.003546532958297664;0.002751620398679222;0.00024458847988259754;0.0016509722392075332;0.0011617952794423382;0.001773266479148832;0.0003668827198238963;0.00024458847988259754;0.0004891769597651951;0.00018344135991194815;0.00024458847988259754;6.114711997064938e-05;0.0;0.00018344135991194815;0.0
Goeree-Overflakkee;0.19243226409218311;0.15428215509187168;0.12784179383369668;0.052538150109000314;0.03419495484272812;0.06546247274992215;0.042852693864839614;0.07256306446589847;0.020523201494861414;0.029772656493304267;0.1757707879165369;0.00024914356898162566;0.018779196511990035;0.004827156649018997;0.0015882902522578637;0.00021800062285892247;0.001494861413889754;0.0007162877608221737;0.0004982871379632513;0.0003737153534724385;0.0003737153534724385;0.00028028651510432885;0.0019308626596075988;0.0003114294612270321;6.228589224540641e-05;0.0;6.228589224540641e-05;0.0
Goes;0.19827842089640843;0.10923122588305136;0.14561336555993723;0.09871517618623585;0.07912479328329729;0.10329474621549421;0.05898316583979986;0.04850951956918119;0.031081711402281303;0.030572870287919263;0.06419878726201077;0.005130814569817241;0.01518042657846754;0.0033922740957469362;0.0027986261289912225;0.0006784548191493873;0.0023745918670228555;0.0010600856549209175;0.0005936479667557139;0.0;0.00025442055718102023;0.00033922740957469366;0.0;0.00033922740957469366;0.00021201713098418351;0.0;4.240342619683671e-05;0.0
Goirle;0.24438165330529635;0.12596924694440795;0.13260612432645552;0.13378893415691945;0.08378236299119464;0.13240898935471151;0.048166644762780916;0.005651202523327638;0.02359048495203049;0.03607569982914969;0.00045998160073597056;0.005256932579839664;0.017150742541726903;0.003154159547903798;0.0016427914311998948;0.0005256932579839664;0.001314233144959916;0.0012485214877119202;0.0011170981732159285;0.0005256932579839664;0.00039426994348797475;0.0;0.000328558286239979;0.0002628466289919832;0.0001314233144959916;0.0;6.57116572479958e-05;0.0
Gooise Meren;0.33800510657193605;0.07315719360568383;0.09025310834813499;0.18070048845470693;0.0893927619893428;0.04507104795737123;0.058031749555950266;0.016596358792184726;0.03899311722912966;0.02486678507992895;0.0038854351687388987;0.010795959147424511;0.019593694493783304;0.002969582593250444;0.003274866785079929;0.0007215808170515098;0.0008880994671403197;0.0009991119005328597;0.0005550621669626998;0.0004995559502664298;0.0002497779751332149;0.00030528419182948493;0.0;0.00019427175843694493;0.0;0.0;0.0;0.0
Gorinchem;0.21096106547867652;0.1337881108172073;0.09907652327254166;0.11146688941482204;0.08079261218618033;0.08858879762401968;0.06218386003990904;0.05192816371989419;0.029003666063390412;0.030488653765836003;0.02190356861107244;0.049886305629031506;0.018562346280569863;0.003155598867696877;0.0024131050164740825;0.0007424938512227946;0.0008817114483270686;0.0008817114483270686;0.0004640586570142466;0.0005104645227156713;0.00013921759710427398;9.281173140284933e-05;0.0017634228966541372;0.00018562346280569865;0.00013921759710427398;0.0;0.0;0.0
Gouda;0.16645937450532552;0.12371949978516994;0.09950023744374845;0.13002871938671673;0.10537979692906085;0.07209244476606137;0.06180321566676466;0.061531851382827164;0.0352321295312182;0.027181655774405827;0.04513692589493679;0.03923475271929626;0.018023111191515343;0.004341828542999932;0.003708645213812442;0.0006557970195156148;0.0017638678455937223;0.0011080708260781077;0.0;0.0004748874968906176;0.00042966011623436827;0.000701024400171864;0.0009723886841093598;0.00020352321295312182;0.00015829583229687254;0.0;0.00015829583229687254;0.0
Grave;0.2301407742584213;0.14190548014077425;0.14944695827048768;0.11463046757164404;0.06623931623931624;0.15899949723479134;0.042735042735042736;0.00628456510809452;0.026018099547511313;0.033056812468577175;0.001256913021618904;0.0007541478129713424;0.01596279537456008;0.004524886877828055;0.00314228255404726;0.00025138260432378077;0.0007541478129713424;0.0011312217194570137;0.00025138260432378077;0.000628456510809452;0.001005530417295123;0.00025138260432378077;0.0;0.00012569130216189038;0.00025138260432378077;0.0;0.00025138260432378077;0.0
Groningen;0.13587327912530042;0.06697686560861187;0.06619369006211658;0.19942567126590346;0.18920599820330317;0.10866176798040525;0.08014496425801795;0.04420334922719001;0.051727977026850634;0.016746135950061043;0.003478220809434962;0.0038467740077856864;0.017045585423721005;0.0021498936570458925;0.0073173166255883415;0.0016124202427844193;0.001051912253626026;0.0010211994870967989;0.0006219335222168475;0.0009137048042445043;0.0006296117138491542;0.0005528297975260866;0.0;0.00034551862345380416;0.00025338032386612304;0.0;0.0;0.0
Grootegast;0.14072014826581944;0.11477362986497221;0.2716441620333598;0.06579295737357692;0.05467302091607096;0.10338893301562087;0.04527402700555997;0.10709557850145618;0.017474185861795076;0.024490336245697644;0.023166534286470745;0.00013238019592268997;0.019062748212867357;0.003706645485835319;0.0026476039184537992;0.0;0.0011914217633042098;0.0021180831347630395;0.0006619009796134498;0.0009266613714588298;0.0005295207836907599;0.00013238019592268997;0.0;0.0003971405877680699;0.0;0.0;0.0;0.0
Gulpen-Wittem;0.17172532015730563;0.1798931128365433;0.18806090551578097;0.09297166481798931;0.08631642633861046;0.12080266209539176;0.04305737622264798;0.00695774931935061;0.029041040637289503;0.050922658061913886;0.0030251083997176564;0.0011092064132298073;0.016839770091761623;0.0021175758798023595;0.0020167389331451043;0.00020167389331451045;0.000907532519915297;0.001815065039830594;0.0;0.0008066955732580418;0.0004033477866290209;0.0006050216799435313;0.0;0.00020167389331451045;0.00020167389331451045;0.0;0.0;0.0
Haaksbergen;0.23857044845007172;0.1117694754568702;0.2442462421256159;0.10827667934884301;0.049647601821243684;0.09892097548805588;0.05077028628453814;0.010665502401297324;0.015779953845194285;0.029439281481943493;0.0019958834903012535;0.015468097049834716;0.015405725690762801;0.0036175388261710222;0.0018087694130855111;0.00012474271814382835;0.0006860849497910559;0.001060313104222541;0.0003118567953595709;0.00018711407721574253;0.0002494854362876567;0.0006860849497910559;0.0;0.0003118567953595709;0.0;0.0;0.0;0.0
Haaren;0.28466010733452596;0.10152057245080501;0.19610912343470482;0.115608228980322;0.0695438282647585;0.10185599284436493;0.03812611806797853;0.008161896243291592;0.022696779964221824;0.03622540250447227;0.0017889087656529517;0.0010062611806797854;0.011627906976744186;0.003242397137745975;0.0019007155635062613;0.00022361359570661896;0.0015652951699463328;0.0006708407871198568;0.0022361359570661895;0.0003354203935599284;0.0004472271914132379;0.00022361359570661896;0.0;0.00022361359570661896;0.0;0.0;0.0;0.0
Haarlem;0.1917687173836206;0.09354013763852215;0.06084579079776285;0.17977212715969812;0.15772293490238476;0.07020188369336965;0.07809218870199805;0.01748549805601181;0.0569266274403809;0.027631661018358733;0.0022350666361727342;0.03197704638542945;0.01701769341123147;0.0024117928353119735;0.004865168305715533;0.001995966484396116;0.0014865792045241908;0.001091544171154126;0.0005093872798719255;0.0009460049483335759;0.00039503503337006465;0.0007173004553298543;0.0;0.00036384805705137535;0.0;0.0;0.0;0.0
Haarlemmerliede en Spaarnwoude;0.3008282126636388;0.12075874966604327;0.11247662302965536;0.12663638792412504;0.09243921987710393;0.05744055570398077;0.05717339032861341;0.011755276516163505;0.038738979428266096;0.031792679668714935;0.0021373230029388193;0.005076142131979695;0.02351055303232701;0.0066791343841838095;0.004808976756612343;0.0010686615014694097;0.0;0.0032059845044082286;0.0010686615014694097;0.0008014961261020571;0.0008014961261020571;0.0005343307507347048;0.0;0.0002671653753673524;0.0;0.0;0.0;0.0
Haarlemmermeer;0.2979424701607551;0.13607370659107015;0.1032927227115746;0.12265307729517509;0.07401032702237521;0.05768733196089681;0.05019517847299562;0.025007593398805306;0.03158853903006986;0.03717953044671684;0.007379658690785551;0.015535531481668972;0.023286423002936114;0.0052872554644347695;0.0036898293453927755;0.0030598584815452285;0.0016649229973113744;0.001293690166829784;0.0009224573363481939;0.0009112078566366306;0.0005062265870203503;0.0005737234652897303;0.0;0.0002587380333659568;0.0;0.0;0.0;0.0
Halderberge;0.2603348888278891;0.19928630249794127;0.13702992039527861;0.08218501235245676;0.055229206697776555;0.12198737304419434;0.03458687894592369;0.008015371946198188;0.02064232775185287;0.039253362613230855;0.0018116936590721932;0.012791655229206698;0.01570134504529234;0.0030194894317869887;0.002415591545429591;0.0002195992314026901;0.0013175953884161406;0.0015371946198188306;0.0007685973099094153;0.00032939884710403514;5.4899807850672524e-05;0.0004391984628053802;0.0002744990392533626;0.0004940982706560527;0.0002195992314026901;0.0;5.4899807850672524e-05;0.0
Hardenberg;0.17309032707747116;0.1122182925884813;0.2570927020677905;0.06869401347548855;0.04003923897049333;0.08650644087048558;0.044143841804992645;0.12742339365464542;0.013475488550997753;0.03015205101066164;0.019722745695330047;0.000774453364999871;0.016521671786663913;0.003459225030332757;0.001910318300333015;0.0002323360094999613;0.0008777138136665204;0.0014456462813330923;0.000774453364999871;0.0003872266824999355;0.00041304179466659783;0.0003872266824999355;0.0;0.00025815112166662364;0.0;0.0;0.0;0.0
Harderwijk;0.22927586206896552;0.10937931034482759;0.16924137931034483;0.0856896551724138;0.06489655172413793;0.056379310344827585;0.04172413793103448;0.09841379310344828;0.024448275862068967;0.02593103448275862;0.02724137931034483;0.03955172413793103;0.015655172413793102;0.0029310344827586207;0.002620689655172414;0.0003793103448275862;0.0015517241379310344;0.0014137931034482758;0.0004827586206896552;0.0007241379310344827;0.0006206896551724138;0.0003448275862068965;0.0007586206896551724;3.4482758620689657e-05;0.00010344827586206896;0.00020689655172413793;0.0;0.0
Hardinxveld-Giessendam;0.15763207709516433;0.11349165376011014;0.149802099466529;0.038117363620719324;0.02512476337979694;0.05300292548614696;0.03588022715539494;0.16606436069523317;0.012648425400103252;0.019790053347100326;0.2030631560832903;0.0017208742040956805;0.013853037342970229;0.0018069179143004647;0.002065049044914817;8.604371020478404e-05;0.0011185682326621924;0.0010325245224574084;0.00034417484081913615;0.00043021855102392013;0.0;0.0005162622612287042;0.002151092755119601;0.00017208742040956807;0.0;0.0;8.604371020478404e-05;0.0
Haren;0.22128746338165703;0.04927514459550815;0.11462480282430706;0.17283857883271989;0.13993840606925562;0.06414782543378653;0.08750845038683994;0.05753774506121836;0.04236460602418689;0.018102606474874182;0.005633591226620597;0.000600916397506197;0.014722451738901826;0.0019529782918951402;0.002553894689401337;0.0005258018478179223;0.0015022909937654923;0.0010516036956358446;0.0012769473447006685;0.0004506872981296477;0.00015022909937654924;0.0011267182453241194;0.0;0.000600916397506197;0.00022534364906482386;0.0;0.0;0.0
Harlingen;0.18686561104344296;0.13540397888753553;0.13804303694681283;0.0876979293544458;0.07825822168087698;0.1251522533495737;0.08587088915956151;0.03725131952902964;0.035221274868047096;0.04415347137637028;0.0048721071863581;0.0015225334957369061;0.024360535931790498;0.004770604953308973;0.0031465692245229394;0.0;0.004364596021112464;0.0016240357287860333;0.0007105156313438896;0.0;0.00010150223304912708;0.0005075111652456354;0.0;0.00010150223304912708;0.0;0.0;0.0;0.0
Hattem;0.18574938574938574;0.08083538083538083;0.18746928746928748;0.1015970515970516;0.05552825552825553;0.07174447174447174;0.06916461916461916;0.16486486486486487;0.016216216216216217;0.02076167076167076;0.022113022113022112;0.0025798525798525797;0.011302211302211302;0.003071253071253071;0.0014742014742014742;0.0002457002457002457;0.0004914004914004914;0.0004914004914004914;0.0002457002457002457;0.00012285012285012285;0.00012285012285012285;0.0002457002457002457;0.0031941031941031942;0.0;0.0;0.00036855036855036854;0.0;0.0
Heemskerk;0.24095371669004206;0.13768783810859547;0.10671208174714486;0.12213985173311961;0.09216589861751152;0.09505109196553797;0.06106992586655981;0.014345822480464837;0.032378280905630136;0.04051292326187137;0.0020436786215187338;0.01514726507713885;0.024043277900220397;0.005329593267882188;0.003526347425365658;0.0016028851933480265;0.0012422360248447205;0.0009617311160088159;0.0009216589861751152;0.0006411540773392106;0.00028050490883590464;0.0009216589861751152;0.0;0.0003205770386696053;0.0;0.0;0.0;0.0
Heemstede;0.3612597547380156;0.059308807134894094;0.10100334448160535;0.18645484949832775;0.09108138238573021;0.037848383500557414;0.056744704570791525;0.016109253065774806;0.03840579710144928;0.021962095875139354;0.002564102564102564;0.002118171683389075;0.0169453734671126;0.002452619843924192;0.0019509476031215162;0.0008361204013377926;0.0004459308807134894;0.0005574136008918618;0.0005016722408026755;0.0006688963210702341;0.0002229654403567447;0.00033444816053511704;0.0;0.0002229654403567447;0.0;0.0;0.0;0.0
Heerde;0.1813088665151023;0.12406625527768757;0.212731406300747;0.07323806430659305;0.041328353361481;0.07534913933095161;0.056593049691458265;0.1298311139980513;0.018106528093536862;0.027037999350438453;0.037999350438454045;0.0017862942513803184;0.012422864566417668;0.0025982461838259174;0.002111075024358558;0.0;0.0008119519324455992;0.0004871711594673595;0.0004059759662227996;0.0004059759662227996;8.119519324455992e-05;0.00016239038648911984;0.0008931471256901592;8.119519324455992e-05;0.0;8.119519324455992e-05;8.119519324455992e-05;0.0
Heerenveen;0.19688581314878892;0.09814407046240957;0.1358288770053476;0.11818181818181818;0.09424347279018559;0.11893677256999056;0.10625983013526266;0.034790814721610566;0.027335640138408304;0.028247876690783266;0.003932054105064486;0.0074866310160427805;0.016420257942749292;0.0033658383139352;0.0031770997168921043;0.0;0.002705253224284366;0.0017930166719094054;0.0009751494180559924;0.0;0.0007864108210128972;0.0004089336269267065;0.0;9.436929852154765e-05;0.0;0.0;0.0;0.0
Heerhugowaard;0.2618204031765425;0.12193036041539401;0.10882712278558339;0.12361026267562615;0.08448381185094686;0.09349419670128284;0.059529627367135005;0.02009773976786805;0.03234575442883323;0.03466707391569945;0.0021075137446548565;0.015394013439218082;0.021014050091631032;0.004978619425778864;0.0036652412950519244;0.0010995723885155772;0.0018326206475259622;0.0021991447770311544;0.00369578497251069;0.0008246792913866829;0.0006719609040928528;0.0012522907758094075;0.0;0.0002443494196701283;0.0;0.0;0.0;0.00021380574221136224
