"Perioden";"aantal"
"Opmeer";"2006";"11268"
"Opsterland";"2006";"29565"
"Oss";"2006";"76416"
"Oud-Beijerland";"2006";"23899"
"Oude IJsselstreek";"2006";"40214"
"Ouder-Amstel";"2006";"13142"
"Ouderkerk";"2006";"8105"
"Oudewater";"2006";"9941"
"Overbetuwe";"2006";"42737"
"Papendrecht";"2006";"31553"
"Pekela";"2006";"13395"
"Pijnacker-Nootdorp";"2006";"41695"
"Purmerend";"2006";"77922"
"Putten";"2006";"23173"
"Raalte";"2006";"37259"
"Reeuwijk";"2006";"12756"
"Reiderland";"2006";"6994"
"Reimerswaal";"2006";"21142"
"Renkum";"2006";"31603"
"Renswoude";"2006";"4346"
"Reusel-De Mierden";"2006";"12314"
"Rheden";"2006";"44189"
"Rhenen";"2006";"18364"
"Ridderkerk";"2006";"44757"
"Rijnwaarden";"2006";"11066"
"Rijnwoude";"2006";"18863"
"Rijssen-Holten";"2006";"36417"
"Rijswijk (ZH.)";"2006";"47152"
"Roerdalen";"2006";"10288"
"Roermond";"2006";"45457"
"Roggel en Neer";"2006";"8412"
"De Ronde Venen";"2006";"34353"
"Roosendaal";"2006";"77703"
"Rotterdam";"2006";"588697"
"Rozenburg";"2006";"12843"
"Rozendaal";"2006";"1502"
"Rucphen";"2006";"22412"
"Schagen";"2006";"18749"
"Scheemda";"2006";"14109"
"Schermer";"2006";"4895"
"Scherpenzeel";"2006";"8933"
"Schiedam";"2006";"75389"
"Schiermonnikoog";"2006";"986"
"Schijndel";"2006";"22935"
"Schinnen";"2006";"13439"
"Schoonhoven";"2006";"12215"
"Schouwen-Duiveland";"2006";"34435"
"Sevenum";"2006";"7543"
"Simpelveld";"2006";"11317"
"Sint Anthonis";"2006";"11676"
"Sint-Michielsgestel";"2006";"28013"
"Sint-Oedenrode";"2006";"17047"
"Sittard-Geleen";"2006";"96648"
"Skarsterlân";"2006";"27067"
"Sliedrecht";"2006";"23801"
"Slochteren";"2006";"14938"
"Sluis";"2006";"24357"
"Smallingerland";"2006";"54859"
"Sneek";"2006";"33029"
"Soest";"2006";"45217"
"Someren";"2006";"18118"
"Son en Breugel";"2006";"15297"
"Spijkenisse";"2006";"74506"
"Stadskanaal";"2006";"34146"
"Staphorst";"2006";"15783"
"Stede Broec";"2006";"21400"
"Steenbergen";"2006";"23356"
"Steenwijkerland";"2006";"43122"
"Stein (L.)";"2006";"26656"
"Strijen";"2006";"9195"
"Swalmen";"2006";"8844"
"Terneuzen";"2006";"55414"
"Terschelling";"2006";"4729"
"Texel";"2006";"13708"
"Teylingen";"2006";"34683"
"Tholen";"2006";"24892"
"Thorn";"2006";"2583"
"Tiel";"2006";"40966"
"Tilburg";"2006";"200380"
"Tubbergen";"2006";"20601"
"Twenterand";"2006";"33438"
"Tynaarlo";"2006";"31977"
"Tytsjerksteradiel";"2006";"32142"
"Ubbergen";"2006";"9401"
"Uden";"2006";"40201"
"Uitgeest";"2006";"11915"
"Uithoorn";"2006";"26844"
"Urk";"2006";"17458"
"Utrecht (gemeente)";"2006";"280949"
"Utrechtse Heuvelrug";"2006";"48957"
"Vaals";"2006";"10068"
"Valkenburg aan de Geul";"2006";"17280"
"Valkenswaard";"2006";"30924"
"Veendam";"2006";"28185"
"Veenendaal";"2006";"61669"
"Veere";"2006";"21946"
"Veghel";"2006";"36777"
"Veldhoven";"2006";"43716"
"Velsen";"2006";"67678"
"Venlo";"2006";"92052"
"Venray";"2006";"39043"
"Vianen";"2006";"19694"
"Vlaardingen";"2006";"72553"
"Vlagtwedde";"2006";"16614"
"Vlieland";"2006";"1127"
"Vlissingen";"2006";"45073"
"Vlist";"2006";"9819"
"Voerendaal";"2006";"12959"
"Voorschoten";"2006";"22887"
"Voorst";"2006";"23522"
"Vught";"2006";"25235"
"Waalre";"2006";"16487"
"Waalwijk";"2006";"45762"
"Waddinxveen";"2006";"26062"
"Wageningen";"2006";"35315"
"Wassenaar";"2006";"25622"
"Waterland";"2006";"17267"
"Weert";"2006";"48575"
"Weesp";"2006";"17533"
"Werkendam";"2006";"26521"
"Wervershoof";"2006";"8559"
"West Maas en Waal";"2006";"18376"
"Wester-Koggenland";"2006";"14189"
"Westerveld";"2006";"19256"
"Westervoort";"2006";"15730"
"Westland";"2006";"98328"
"Weststellingwerf";"2006";"25507"
"Westvoorne";"2006";"14224"
"Wierden";"2006";"23540"
"Wieringen";"2006";"8693"
"Wieringermeer";"2006";"12555"
"Wijchen";"2006";"39509"
"Wijdemeren";"2006";"23435"
"Wijk bij Duurstede";"2006";"23464"
"Winschoten";"2006";"18501"
"Winsum";"2006";"14021"
"Winterswijk";"2006";"29137"
"Woensdrecht";"2006";"21141"
"Woerden";"2006";"47912"
"Wognum";"2006";"8192"
"De Wolden";"2006";"23787"
"Wormerland";"2006";"15796"
"Woudenberg";"2006";"11211"
"Woudrichem";"2006";"14390"
"Wûnseradiel";"2006";"11891"
"Wymbritseradiel";"2006";"16213"
"Zaanstad";"2006";"140270"
"Zaltbommel";"2006";"26191"
"Zandvoort";"2006";"16651"
"Zederik";"2006";"13499"
"Zeevang";"2006";"6274"
"Zeewolde";"2006";"19421"
"Zeist";"2006";"60369"
"Zevenaar";"2006";"31680"
"Zevenhuizen-Moerkapelle";"2006";"10325"
"Zijpe";"2006";"11558"
"Zoetermeer";"2006";"116979"
"Zoeterwoude";"2006";"8501"
"Zuidhorn";"2006";"18459"
"Zundert";"2006";"20797"
"Zutphen";"2006";"46642"
"Zwartewaterland";"2006";"21872"
"Zwijndrecht";"2006";"44588"
"Zwolle";"2006";"113078"
